"","GEOID","new_oneperson_hh","new_twoperson_hh","new_total_tract_population","new_total_housing_units","new_hh_income_low","new_hh_income_mid","new_hh_income_high","new_nocar","new_basic","new_retail","new_service","hbo_prod","hbw_prod","nhb_prod","hbo_attr","hbw_attr","nhb_attr","hbo_attr_bal","hbw_attr_bal","nhb_attr_bal"
"21","08005085700",1566.86,1706.07,8206.89,3272.93,380.35,1579.9,1312.68,67.31,43.66334737,427.536943,334.7523299,10366.2466315349,3810.20155969054,5913.85733486346,7084.558819009,967.143144324,4463.666567645,3758.08520982585,637.967572471423,2859.08631740671
"22","08031003603",725.52,1088.28,4080.75,1813.79,241.27,555.29,1017.23,60.11,43.92875354,52.02089235,1254.281516,6033.23648995768,2080.73802042856,3234.28969434224,6127.363929218,1620.277394268,3110.730693215,3250.33023874812,1068.80190592054,1992.49819119004
"23","08031001301",612.64,1207.66,5405.39,1820.3,340.73,859.04,620.53,197.34,45.22478798,230.2352843,630.0635235,6288.14697227099,1988.61336010061,3106.68787170538,5445.066071956,1086.628314936,3078.9871631,2888.39754095017,716.78492716089,1972.16569295286
"24","08031005503",637.83,1354.78,5345.88,1992.6,332.83,544.84,1114.94,185.11,45.74583881,4.255426866,315.9654448,6949.62417945934,2217.40345051162,3457.44292006965,2568.4667296414,439.1600525712,1680.7850483952,1362.47253713187,289.688113191455,1076.5834458159
"25","08031003702",2739.62,1227.46,6801.1,3967.08,879.16,1793.08,1294.84,685.01,46.30304365,245.1337605,615.5581097,10867.1111931118,4195.92260120271,6577.71945320965,7022.945102705,1088.39389662,4417.309549755,3725.4015097,717.949577779108,2829.39352706126
"26","08005080000",1020.56,1475.57,7147.24,2496.13,357.15,1584.5,554.48,31.69,46.60432968,779.2243923,292.6751904,8258.23952136326,2838.13304135596,4415.55397922705,9349.762092496,1342.204694856,5593.08007521,4959.68818000649,885.373665689935,3582.50296541075
"27","08005083300",1745.5,2730.86,11093.81,4476.36,392.17,1400.96,2683.24,52.28,47.30304982,881.3305072,953.529899,14980.7409169496,5340.51055528139,8269.10980184054,13907.095041854,2258.596147224,8186.66276735,7377.17753831068,1489.86332550075,5243.75536313914
"28","08001009501",748.46,592.45,3665.68,1340.91,321.91,603.01,415.99,133.75,47.60623377,115.6151391,837.6430179,4031.84819593172,1393.26453204281,2188.39062982627,4874.879094729,1201.037268924,2544.440495715,2585.93534101718,792.253799657253,1629.77563321725
"29","08005084100",780.95,1820.2,7487.61,2601.15,322.46,1020.29,1258.41,56.69,50.20893576,8.098215445,254.283965,9176.43367686718,3007.76221653355,4671.52744083374,2813.97014227,375.109339446,1979.8536314715,1492.70262873415,247.437616760435,1268.14410136253
"30","08005080600",3171.36,1831.04,9128.71,5002.4,492.51,3510.55,999.33,100.58,50.28863149,79.40310235,1135.464364,14275.3284486559,5913.29763616161,9164.25098735321,8177.993375783,1518.187317408,4989.42900639,4338.11006962364,1001.45907369345,3195.84986639538
"31","08005084500",1308.81,2428.51,9053.03,3737.32,254.96,1829.93,1652.43,139.09,51.40330995,0,492.8670307,12807.4341146692,4531.99804782056,7006.20767710907,4377.140924415,653.12440878,2958.107497955,2321.90443888057,430.82784181079,1894.73934592822
"32","08005083100",2787.72,4475.27,18796.41,7262.99,583.53,2883.67,3795.79,127.52,51.5490459,84.10633805,268.5976602,24396.2427071953,8718.40160994552,13491.3225812779,6766.76238245,485.10365298,5154.905036065,3589.50645729108,319.994410036362,3301.84126273577
"33","08005007702",1265.86,1521.49,7274.13,2787.35,252.89,1361.13,1173.33,88.35,51.97044534,116.0673279,220.0082186,8966.72813581387,3316.66047795562,5136.7543670832,3732.518631198,465.655190208,2551.92316984,1979.95717470333,307.165400539917,1634.56846684051
"34","08031008306",976.62,1169.08,7766,2145.7,320.57,1124.79,700.34,271.18,55.10100167,0,205.2782415,6898.21378651655,2425.99205844995,3776.51118671009,2259.034546419,312.455091804,1602.360038935,1198.33069839209,206.108286652709,1026.35033182942
"35","08001009103",684.47,991.78,5923.64,1676.25,239.46,1000.2,436.58,44.08,57.43326268,16.02788726,88.15337993,5547.50470669726,1906.30276688779,2965.75613586968,1656.749366615,193.937435844,1233.212433364,878.841639984452,127.929144597524,789.902368659017
"36","08005083500",1887.98,2520.98,12995.58,4408.96,582.63,1847.05,1979.28,146.83,58.33026157,522.9609658,925.2386318,14414.2808048349,5061.74514886368,7867.34472044779,10758.310507119,1807.835831004,6427.791754565,5706.8687877975,1192.52319917816,4117.15596989862
"37","08031002402",466.79,645.8,4401.16,1112.59,238.23,318.06,556.3,212.97,58.42247788,354.8624582,917.4492822,3656.8742878059,1185.19002580959,1856.52776981158,7011.625871096,1596.881061936,3649.04778756,3719.39709390177,1053.36871856852,2337.30330051969
"38","08059009835",650.68,1349.73,5315.94,2000.41,133.64,460.65,1406.12,18.48,59.71368815,19.90456272,137.9101845,6955.93603224942,2428.62007179711,3754.08339802696,2091.970554303,261.034122444,1516.728547159,1109.70969404938,172.188890967331,971.501291748668
"39","08031004005",1663.2,1491.6,12196.54,3154.8,521.08,1451.85,1181.87,563.42,62.84970597,273.5810731,3730.314901,9683.25558666234,3516.65717279457,5482.32068019664,17606.537961719,4880.094816084,8432.576757955,9339.58932384574,3219.11214644819,5401.26921753275
"40","08005084200",977.28,2431.85,9573.07,3409.13,166.62,1631.84,1610.68,43.28,63.65073138,145.1236676,743.4405426,12120.2839480745,4200.6429278796,6484.08230963703,6252.027218906,1142.657929896,3800.20136305,3316.45930580133,753.744375875718,2434.12081880008
"41","08005082900",1144.14,2035.25,8839.07,3179.39,208.89,1247.61,1722.89,16.26,65.03301042,3.612945024,37.93592275,10833.4136361101,3863.52277661974,5971.58506285684,2434.2205751206,127.8982538328,2010.2416386728,1291.26012988543,84.3669719419635,1287.60835441232
"42","08001009407",1076.27,925.33,5730.19,2001.6,301.98,939.62,760,42.42,65.86425287,50.23544711,2272.874896,6101.16871014039,2260.09985356371,3518.74055634892,9824.264868733,2866.769515176,4652.023582252,5211.3936017489,1891.0396037706,2979.73353759874
"43","08005084700",1247.9,1518.67,7131.58,2766.56,137.23,1002.94,1626.39,31.57,66.4639329,79.75671948,377.1828192,8917.07516477348,3406.84879045297,5259.0841849906,3973.213063862,628.084165896,2596.080494886,2107.63628791148,414.310263145673,1662.85230075575
"44","08031004003",1152.07,1190.61,8820.48,2342.68,334.99,726.57,1281.12,192.13,66.93273891,1382.579388,1610.56903,7358.18185375147,2663.86456174776,4144.39531997312,18937.387381437,3672.097388292,10191.994135055,10045.5536116046,2422.26713846455,6528.21857032192
"45","08005087100",2328.32,1391.26,7269.75,3719.59,854.65,1930.78,934.16,450.94,67.7710649,1613.47266,2450.184654,10674.7136643955,3903.5115106311,6124.52751215415,24779.96937843,4957.71405468,13279.21955005,13144.8180190339,3270.31300282068,8505.66106272102
"46","08031000904",1572.4,902.31,12322.66,2474.71,993.18,1018.55,462.98,549.27,68.42243597,119.1874691,143.466398,7054.97197337346,2168.20948801352,3475.29047847746,3283.499838619,397.291563684,2280.071279955,1741.77002340221,262.069928256604,1460.44076107385
"47","08031000903",1097.73,981.11,6079.01,2078.84,576.35,1145.01,357.47,149.43,68.65515363,115.0983458,300.8711144,6377.15336459976,2081.93700530753,3283.58161063368,3523.121612661,581.549536596,2243.813362235,1868.88013258265,383.614099227632,1437.21668846898
"48","08059010209",1209.8,1754.54,7242.06,2964.33,283.02,1421.84,1259.48,74.65,72.4855124,24.88308635,505.2348402,9811.67799546042,3513.03295770795,5443.03701708983,4103.11072472,723.12412674,2639.120038325,2176.54198698643,477.002547595257,1690.42016853643
"49","08031006812",1386.95,1109.82,4400.5,2496.77,458.71,841.34,1196.72,132.14,75.20385742,313.7075195,2162.648071,7520.78168448771,2736.36444395924,4273.41737502707,12004.793112494,3061.871337504,6037.79656976,6368.07973448285,2019.73682579594,3867.35462837082
"50","08001009603",2033.22,1424.89,9114.59,3458.11,620.85,2003.78,833.49,255.73,77.00833254,39.23065997,1862.729855,10189.7948977238,3804.58168919861,5939.26932304857,9323.674869026,2374.762617012,4905.576065129,4945.84991411123,1566.49152802502,3142.14003090467
"51","08001009207",955.17,2394.13,9964.16,3349.3,394.8,1715.86,1238.63,75.36,79.54581513,0,127.6919664,11917.5905143426,3893.47671377357,6043.97868051217,2847.113952991,248.685337836,2228.121660525,1510.28414200124,164.043122488721,1427.16577427635
"52","08005080200",1131.22,1838.53,8442.49,2969.75,288.97,872.34,1808.44,153.4,79.98010405,984.6730843,1398.996246,9992.79646199695,3513.96865474601,5445.3186270824,15302.551841955,2956.37932122,8408.398292635,8117.41354952697,1950.14993378435,5385.78232613423
"53","08031004404",1726.31,1802.64,15308.9,3528.95,932.63,1558.64,1037.68,302.11,79.995745,196.5609734,1215.935324,11102.6238155909,3580.42800110223,5638.67488317083,8433.14783206,1790.99045088,4783.51390108,4473.45966765124,1181.4112905345,3063.9562647526
"54","08005082200",2277.55,2281.46,13143.7,4559.01,787.92,2245.8,1525.29,275.93,80.30773931,123.5503682,751.598073,14247.7059410171,5046.6713021779,7873.23092199,6915.938765897,1146.547416612,4408.483902395,3668.63877514033,756.310041995495,2823.74048662313
"55","08005080700",1787.16,1591.19,10039.85,3378.35,474.21,1600.91,1303.22,359.99,81.34338045,543.4430098,7343.403474,10357.0813404891,3850.49116271403,5989.11252127936,32688.618807635,9561.8278371,14902.628699885,17340.0515132984,6307.37665817623,9545.49385881066
"56","08005082800",1576.2,1972.81,9693.05,3549.01,376.26,1534.44,1638.31,85.18,83.28338215,64.35534075,463.7370143,11488.7785059182,4168.14171196719,6463.78160048841,4706.269779855,733.65088464,3122.74961262,2496.49460255275,483.946431985971,2000.19659955009
"57","08005087000",4949.4,3366.68,19259.07,8316.08,1116.92,3894.01,3305.16,676.85,84.14867211,3095.207679,2480.556508,24383.4666675137,9529.18983512328,14813.8244771452,40561.852352077,6791.895430932,23051.977538555,21516.4982466478,4480.21481202771,14765.3487488027
"58","08031005102",821.79,1033.46,3983.29,1855.24,242.79,538.3,1074.15,19.24,89.423106,95.08279625,730.1000426,6010.13903263601,2132.32262995408,3313.8408280289,4715.3098118,1097.52713382,2626.884755015,2501.28999083546,723.974238347179,1682.583173866
"59","08031003401",954.41,862.42,5816.36,1816.83,114.94,421.88,1280.01,45.15,89.71811889,24.07071482,733.0626787,5583.42927771676,2212.24361638653,3418.65361831019,4102.497063161,1016.221814892,2274.377169279,2176.21646319763,670.341891108895,1456.79354556686
"60","08031002602",1137.54,795.69,5924.43,1933.23,236.14,593.65,1103.44,287.61,90.35525823,178.6569879,3343.144555,5694.74163487944,2238.98762507592,3476.94739489947,14618.234321621,4334.588161356,6725.205849245,7754.40949836551,2859.27342109893,4307.65688564065
"61","08001009322",1137.14,1248.08,7230.73,2385.21,428.23,1183.33,773.66,203.43,91.47638029,607.5670034,221.1816956,7564.19242768277,2624.1841308636,4096.57070859917,7611.379229363,1104.270095148,4642.083479965,4037.5431186336,728.422174203355,2973.36666184498
"62","08005085900",570.03,1751.49,7299.87,2321.52,108.99,433.54,1778.99,41.91,93.14028708,39.58462201,173.4737847,8446.41441873866,2865.03642849447,4421.79086277749,2629.93127229,367.438432548,1868.393165567,1395.07710638699,242.377569671136,1196.75097910084
"63","08059010205",517.55,925.39,3437.82,1442.95,154.23,329.22,959.49,119.18,93.64264135,11.35062319,79.45436236,4920.12802163509,1693.41187180382,2626.26630200776,1449.050352001,221.33715228,1077.175356972,768.665323454771,146.003129491765,689.956850023228
"64","08059010209",1568.5,2274.75,9389.31,3843.25,366.93,1843.41,1632.91,96.78,93.97725874,32.26085001,655.0355199,12720.8099494961,4554.64778713591,7056.8975811314,5319.674540852,937.52835438,3421.614352277,2821.88216991323,618.432433582515,2191.62668846004
"65","08001009326",442.6,739.16,2938.25,1181.77,106.39,423.47,651.9,14.6,94.91684416,206.5223642,56.32428115,3991.72875489206,1407.02277017465,2179.03246805694,2825.603634217,429.316187412,1806.02952743,1498.87374752102,283.194693064138,1156.80556162866
"66","08031004302",1145.6,1206.17,7433.67,2351.78,192.8,660.48,1498.49,145.19,94.94544703,131.248118,773.526142,7408.85314696215,2819.15697465214,4363.0969976813,5522.533501121,1199.663648436,3158.343476915,2929.49102428848,791.347702836561,2022.99532988697
"67","08031006813",2579.45,1481.35,15332.53,4060.8,653.83,2376.65,1030.33,584.6,100.002525,989.3106942,4603.687671,11578.1197856994,4543.64147804669,7080.59567528853,27335.67844728,6831.60106824,13581.40426464,14500.5231091649,4506.40629070951,8699.2176758149
"68","08059009833",3358.41,3313.63,15105.38,6672.05,988.67,2489.01,3194.37,0,109.7375954,441.6938213,1102.862833,20800.309508518,7551.8418836332,11754.5500697945,12317.4993312,1985.15309964,7678.06772401,6533.95832277072,1309.48899487538,4917.98794582028
"69","08059010305",1867.42,2037.49,8531.74,3904.91,706.74,1532.46,1665.71,178.14,112.5064615,42.18992308,2812.661538,12371.9159876729,4290.41558415707,6698.6324376723,13010.902259922,3560.829507096,6535.218022426,6901.78183266778,2348.87024734532,4185.9650908123
"70","08001009304",1761.82,2102.93,10552.9,3864.75,374.66,1934.22,1555.87,60.5,113.66918,918.5203092,1560.201164,12419.1931947176,4574.39268372439,7088.3593424703,15961.16809728,3110.86878384,8877.01167284,8466.78407087074,2052.05756557446,5685.94052191199
"71","08031003201",5136.09,4356.8,26907.62,9492.89,1032.73,4130.94,4329.22,737.61,124.1253614,105.7364189,3985.80327,28871.6448758653,11122.3666893687,17252.1710295657,21570.40811674,5058.79806036,11834.88242753,11442.2695589628,3336.99218893478,7580.52822805721
"72","08031003004",1877.49,2053.74,22892.43,3931.23,515.46,1384.9,2030.86,65.57,125.6483427,830.6751547,28668.76353,12460.389571873,4517.36346151929,7020.58728190461,110158.15849437,35550.10443288,46462.00434044,58434.6544019876,23450.3175246126,29760.0367043384
"73","08059010307",2124.42,2494.03,11174.37,4618.45,669.15,2309.23,1640.07,406.74,126.8323796,540.1309961,717.2589746,14802.7698789631,5242.81940918986,8158.08399516225,10369.20444406,1661.06682036,6377.26443591,5500.46302873852,1095.7082964576,4084.79200112261
"74","08031003202",2158.65,1444.54,12592.93,3603.18,642.69,1466.57,1493.92,550.67,127.5325666,185.8331684,2532.432393,10536.2113112451,3968.43407000149,6194.36295823058,13036.01078668,3414.9577536,6644.49552498,6915.10093770458,2252.64721250694,4255.95997228871
"75","08031004602",1674.87,1620,10174.07,3294.88,816.57,1577.35,900.95,302.66,130.8434567,75.33411146,581.5264744,10238.7953801492,3397.69261969174,5341.19792888126,5066.155616354,945.244851072,3210.557116372,2687.40015841373,623.522553583334,2056.43942789276
"76","08005081900",1828.65,2475.82,11971.7,4304.47,1429.38,1948.17,926.92,613.93,131.8048964,97.11939736,411.0231638,14102.1333595468,4072.50916118793,6465.8246274477,5359.776438604,767.936949072,3680.478045112,2843.15467998448,506.562936506169,2357.43514010888
"77","08001008508",1369.83,1756.43,9154.46,3126.27,271,1123.17,1732.1,112.98,133.9598343,77.47074753,789.2332405,10157.8878917032,3732.70798516766,5779.18991693711,5695.231505012,1200.796586796,3411.780967241,3021.10065458017,792.0950357826,2185.32816768476
"78","08031000702",4108.64,3306.83,19288.75,7415.47,2321.36,2969.77,2124.33,1739.13,136.6571161,225.0823088,3074.785111,22358.3973915005,7158.37754377362,11338.1225033437,17938.92826369,4123.82944308,9880.19656481,9515.9095591122,2720.24826369091,6328.5046908512
"79","08005080100",2288.81,1700.74,8292.29,3989.55,1268.92,1700.39,1020.24,837.21,137.1472303,579.2935251,1918.014251,11870.6402654,3831.01069615397,6071.68433554344,14467.80355055,3161.34600768,7870.20313452,7674.61177626209,2085.35442772697,5041.05531990694
"80","08005007703",1390.68,1159.34,7100.67,2550.02,405.58,1120.92,1023.52,229.3,138.5046164,475.5325163,306.2490962,7733.39879861496,2858.27487027027,4453.38940323913,6948.3122051,1104.34347468,4263.01586949,3685.8116360295,728.470578374106,2730.56469578036
"81","08005007600",1267.39,1335.08,7375.32,2602.47,810.57,1158.57,633.33,293.35,142.7097662,152.6201666,1512.327106,8199.28748001343,2516.39938284503,3984.94034069544,8496.78010678,2169.18844656,4467.40961452,4507.2141351632,1430.886312545,2861.48382939457
"82","08059010208",1515.58,2324.91,10066.61,3840.49,452.86,1385.12,2002.5,21.03,143.7335922,737.9492965,1090.271882,12816.2970922096,4464.31026874274,6930.12846881905,12803.68219214,2366.34572484,7370.90312445,6791.85957896003,1560.93939823096,4721.24159604599
"83","08005006854",1382.47,1853.85,7904.49,3236.32,424.39,1124.77,1687.16,298.62,145.481411,786.1100807,21237.73371,10587.3555547447,3718.79810894672,5779.51714774343,83302.65365058,26603.19024204,35442.07727879,44188.8448697052,17548.5633107316,22701.5070845047
"84","08001008540",1438.43,2290.03,11079.14,3728.46,36.14,682.37,3009.95,52.44,149.0281629,499.5203238,562.9952821,12508.9732018688,4741.68017597202,7297.70849935717,8880.6959213,1453.85252256,5447.52899825,4710.86666755444,959.021185222128,3489.27398284369
"85","08059010210",926.43,1610.83,6169.61,2537.26,141.25,948.64,1447.37,134.78,149.9440989,5.054295467,165.1069853,8618.42500364812,3108.92998469145,4801.46140656752,2501.3733997028,384.1264556004,1852.2330175649,1326.88211331554,253.385679089653,1186.4000137364
"86","08031003701",2532.95,1860.78,15025.29,4393.73,737.9,1399.53,2256.3,448.55,151.1927468,862.2072858,6983.470386,13048.4830158508,4885.38437185067,7618.09255182728,34866.13347448,9596.24450232,16541.06715706,18495.1390597087,6330.07931237155,10594.9532894897
"87","08059010206",1018.85,1557.29,5964.36,2576.15,198.89,868.19,1509.07,32.3,152.2618979,875.1214131,1324.217112,8592.50048677821,3100.54535493803,4796.72796944713,13895.66809057,2821.9205076,7588.79554732,7371.11598137948,1861.45534557787,4860.80695906164
"88","08031015300",1649.74,1198.48,8802.53,2848.22,483.56,1517.78,846.87,198.77,153.3160239,219.0228913,1684.286034,8442.94980361159,3161.66142486664,4931.03279043695,9835.86862265,2467.94993904,5172.99804866,5217.54894565781,1627.96173537563,3313.4302745867
"89","08031004700",1198.46,1652.2,8594.85,2850.67,496.78,1127.26,1226.62,178.54,155.9237432,173.777607,411.8291234,9364.63931030727,3151.44729177193,4917.19567217254,5005.74945094,889.83656832,3181.67939726,2655.3570174611,586.972961261289,2037.94255086581
"90","08005083600",2495.44,2386.94,10980.23,4882.38,473.78,2433.5,1975.1,75.97,163.6223736,195.7624827,864.8611176,15144.4803203046,5778.40643365956,8954.13933498742,8203.6204278,1469.09516868,5142.12842013,4351.70423231139,969.075864304834,3293.65753143574
"91","08001008545",677.96,2375.69,9696.14,3053.65,116.43,586.33,2350.88,74.71,165.7227627,2.716766601,512.1105043,11255.2447852603,3795.77801379641,5854.30273793954,4068.7685383884,816.6600403212,2644.7748903947,2158.32478167795,538.70270033532,1694.04223795726
"92","08031000301",1580.28,1457.39,6143.39,3037.67,497.62,816.75,1723.3,415.56,170.6206458,345.4283012,1907.182924,9366.50208419714,3390.24754711786,5284.58371452616,11822.54141614,2907.8782452,6201.48143214,6271.40223881497,1918.15662037224,3972.19873876865
"93","08001008550",1377.31,1963.34,9949.34,3340.65,223.3,935.08,2182.27,66.57,173.0846253,33.89069586,160.9808054,11029.1106058398,4055.62862258204,6269.07975273812,3307.728901834,441.547351872,2475.591710752,1754.62260694939,291.262874434021,1585.67632246572
"94","08059009840",1346.91,1326.15,6148.21,2673.06,372.59,945.14,1355.33,263.45,181.2245306,50.34014738,1558.866564,8330.49844995173,3049.28025112245,4742.47968224538,7876.889383412,2148.517490376,4113.460147586,4178.38601492135,1417.25089589053,2634.77064133978
"95","08001009206",3483.58,3915.55,20417.41,7399.13,1003.42,2608.89,3786.82,95.98,183.2331667,1343.709889,2539.088167,23553.4572297488,8468.72762168419,13166.7870909843,25481.62586879,4879.23746724,14401.25449545,13517.0197250492,3218.54660373202,9224.35156332843
"96","08005084600",1379.76,1939.52,9091.43,3319.28,261.6,1571.31,1486.37,53.84,183.3763638,403.7644708,852.9524445,10935.8115620584,3989.55405059757,6172.88198310664,8828.81456513,1728.11193492,5175.08261696,4683.34560911322,1139.93402377928,3314.76549096407
"97","08001009401",1136.44,1608.43,8060.17,2744.87,392.34,1225.69,1126.84,146.11,184.879963,16.40064188,2485.442728,9052.52989759926,3121.35787557112,4856.12998354235,10887.639913892,3224.067999456,5296.064817536,5775.4730499973,2126.72844466411,3392.25751441041
"98","08059009815",770.78,1951.71,7645.93,2722.49,84.99,561.78,2075.72,0,185.6565023,14.17225209,405.3264096,9698.63337949655,3403.14032018818,5245.9833720424,3573.391902766,726.186196788,2360.388809413,1895.54658261343,479.022415498705,1511.88607985859
"99","08005005628",1764.32,1815.46,9079.62,3579.78,265.05,976.59,2338.14,223.16,185.9625192,263.4469022,1304.83701,11235.9906897693,4319.9113653921,6681.4521795941,9415.90327692,2105.09571768,5305.82151394,4994.77352735053,1388.60810078636,3398.50691426343
"100","08059009836",507.39,1566.08,5555.07,2073.47,48.41,597.56,1427.5,11.07,190.8863695,1.383234562,569.8926394,7547.43249458111,2608.34305619397,4018.42434625581,3591.2928668708,914.5946921544,2143.8760823514,1905.04235365049,603.304442546429,1373.20444535361
"101","08031004306",1375.9,1346.98,16602.11,2722.88,265.33,765.33,1692.22,103.95,202.6548638,21.82436995,1727.242993,8477.90997867913,3221.47330862173,4992.12029649766,8276.54958774,2342.0666721,4255.770160865,4390.3903388619,1544.923932031,2725.923644287
"102","08001009204",2087.2,3150.43,13531.53,5237.63,374.12,2165.52,2697.99,39.59,209.821852,902.6298537,1045.150357,17437.832051717,6334.34454781966,9795.04686648376,15053.33331698,2589.12247524,8953.05973819,7985.21273411273,1707.89214611514,5734.65114574834
"103","08005083700",1156.42,2938.3,12083.59,4094.72,145.36,1494.72,2454.64,203.27,211.2889796,197.9162594,1856.133568,14592.8603983911,5100.73217252375,7865.38764646227,11173.17035268,2718.4065684,6091.26990418,5926.93593517868,1793.17327492892,3901.60559144556
"104","08059010211",1496.66,1987.08,8328.69,3483.74,666.3,1155.42,1662.01,293.93,212.011779,190.3287561,1599.725242,11379.6024315741,3791.51726606907,5925.61235030469,9784.82614354,2402.47893252,5330.41038197,5190.47287914236,1584.77435474645,3414.25667851658
