route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
0,SU,113998032,Union Station,0,   0  3,1198844
0,SU,113998033,Union Station,0,   0  1,1198825
0,SU,113998034,Union Station,0,   0  5,1198825
0,SU,113998035,Union Station,0,   0  3,1198825
0,SU,113998036,Union Station,0,   0 10,1198844
0,SU,113998037,Union Station,0,   0  5,1198844
0,SU,113998038,Union Station,0,   0  4,1198834
0,SU,113998039,Union Station,0,   0  9,1198844
0,SU,113998040,Union Station,0,   0 11,1198844
0,SU,113998041,Union Station,0,   0  2,1198845
0,SU,113998042,Union Station,0,   0  9,1198825
0,SU,113998043,Union Station,0,   0  7,1198825
0,SU,113998044,Union Station,0,   0 10,1198825
0,SU,113998045,Union Station,0,   0  6,1198835
0,SU,113998046,Union Station,0,   0  5,1198844
0,SU,113998047,Union Station,0,   0  9,1198844
0,SU,113998048,Union Station,0,   0 10,1198825
0,SU,113998049,Union Station,0,   0 11,1198825
0,SU,113998050,Union Station,0,   0  6,1198825
0,SU,113998051,Union Station,0,   0  7,1198825
0,SU,113998052,Union Station,0,   0  3,1198844
0,SU,113998053,Union Station,0,   0  6,1198844
0,SU,113998054,Union Station,0,   0  3,1198844
0,SU,113998055,Union Station,0,   0  5,1198844
0,SU,113998056,Union Station,0,   0  2,1198825
0,SU,113998057,Union Station,0,   0  8,1198825
0,SU,113998058,Union Station,0,   0  9,1198825
0,SU,113998059,Union Station,0,   0  5,1198825
0,SU,113998060,Union Station,0,   0  4,1198825
0,SU,113998061,Union Station,0,   0  4,1198844
0,SU,113998062,Union Station,0,   0  7,1198825
0,SU,113998063,Union Station,0,   0  6,1198825
0,SU,113998064,Union Station,0,   0  4,1198845
0,SU,113998065,Union Station,0,   0 11,1198844
0,SU,113998066,Union Station,0,   0  4,1198825
0,SU,113998067,Union Station,0,   0  8,1198844
0,SU,113998068,Union Station,0,   0 12,1198825
0,SU,113998069,Union Station,0,   0  6,1198844
0,SU,113998070,Union Station,0,   0  1,1198845
0,SU,113998071,Union Station,0,   0 10,1198844
0,SU,113998072,Union Station,0,   0  2,1198825
0,SU,113998073,Union Station,0,   0  8,1198844
0,SU,113998074,Union Station,0,   0 12,1198844
0,SU,113998075,Union Station,0,   0  3,1198844
0,SU,113998076,Union Station,0,   0  1,1198844
0,SU,113998077,Union Station,0,   0  7,1198844
0,SU,113998078,Union Station,0,   0  1,1198825
0,SU,113998079,Union Station,0,   0  3,1198825
0,SU,113998080,Union Station,0,   0  8,1198825
0,SU,113998081,Union Station,0,   0  2,1198832
0,SU,113998082,Union Station,0,   0  8,1198844
0,SU,113998083,Union Station,0,   0  1,1198844
0,SU,113998084,Union Station,0,   0  7,1198844
0,SU,113998085,Union Station,0,   0  4,1198844
0,SU,113998086,Union Station,0,   0  7,1198844
0,SU,113998087,Union Station,0,   0 11,1198825
0,SU,113998088,Union Station,0,   0 12,1198834
0,SU,113998089,Englewood Station,1,   0 11,1198865
0,SU,113998090,Highlands Ranch,1,   0  6,1198847
0,SU,113998091,Highlands Ranch,1,   0  7,1198847
0,SU,113998092,Highlands Ranch,1,   0  2,1198869
0,SU,113998093,Englewood Station,1,   0  8,1198865
0,SU,113998094,Highlands Ranch,1,   0  3,1198847
0,SU,113998095,Highlands Ranch,1,   0  9,1198847
0,SU,113998096,Highlands Ranch,1,   0  6,1198847
0,SU,113998097,Englewood Station,1,   0 10,1198865
0,SU,113998098,Highlands Ranch,1,   0  8,1198847
0,SU,113998099,Englewood Station,1,   0 12,1198865
0,SU,113998100,Highlands Ranch,1,   0  1,1198847
0,SU,113998101,Highlands Ranch,1,   0 10,1198847
0,SU,113998102,Highlands Ranch,1,   0  7,1198847
0,SU,113998103,Highlands Ranch,1,   0 11,1198847
0,SU,113998104,Highlands Ranch,1,   0 10,1198847
0,SU,113998105,Highlands Ranch,1,   0  8,1198847
0,SU,113998106,Highlands Ranch,1,   0 12,1198847
0,SU,113998107,Highlands Ranch,1,   0  1,1198847
0,SU,113998108,Highlands Ranch,1,   0  4,1198847
0,SU,113998109,Highlands Ranch,1,   0  7,1198847
0,SU,113998110,Englewood Station,1,   0  3,1198865
0,SU,113998111,Englewood Station,1,   0  2,1198865
0,SU,113998112,Highlands Ranch,1,   0  4,1198869
0,SU,113998113,Highlands Ranch,1,   0  6,1198847
0,SU,113998114,Highlands Ranch,1,   0  2,1198847
0,SU,113998115,Highlands Ranch,1,   0 10,1198847
0,SU,113998116,Highlands Ranch,1,   0  8,1198847
0,SU,113998117,Highlands Ranch,1,   0  1,1198847
0,SU,113998118,Englewood Station,1,   0  4,1198865
0,SU,113998119,Englewood Station,1,   0  7,1198865
0,SU,113998120,Highlands Ranch,1,   0  6,1198847
0,SU,113998121,Englewood Station,1,   0  7,1198865
0,SU,113998122,Englewood Station,1,   0  6,1198865
0,SU,113998123,Englewood Station,1,   0  2,1198865
0,SU,113998124,Englewood Station,1,   0  4,1198865
0,SU,113998125,Englewood Station,1,   0  7,1198865
0,SU,113998126,Englewood Station,1,   0  6,1198865
0,SU,113998127,Englewood Station,1,   0 11,1198865
0,SU,113998128,Highlands Ranch,1,   0  3,1198847
0,SU,113998129,Highlands Ranch,1,   0 11,1198847
0,SU,113998130,Broadway Stn,1,   0  9,1198859
0,SU,113998131,Englewood Station,1,   0  5,1198865
0,SU,113998132,Highlands Ranch,1,   0  5,1198847
0,SU,113998133,Englewood Station,1,   0 12,1198865
0,SU,113998134,Englewood Station,1,   0  7,1198865
0,SU,113998135,Highlands Ranch,1,   0  3,1198847
0,SU,113998136,Highlands Ranch,1,   0  3,1198847
0,SU,113998137,Highlands Ranch,1,   0  6,1198847
0,SU,113998138,Englewood Station,1,   0 10,1198865
0,SU,113998139,Highlands Ranch,1,   0  2,1198847
0,SU,113998140,Highlands Ranch,1,   0  4,1198847
0,SU,113998141,Highlands Ranch,1,   0  5,1198847
0,SU,113998142,Highlands Ranch,1,   0  9,1198847
0,SU,113998143,Englewood Station,1,   0  8,1198865
0,SU,113998144,Englewood Station,1,   0  3,1198865
0,SU,113998145,Highlands Ranch,1,   0  8,1198847
0,SU,113998146,Highlands Ranch,1,   0  5,1198847
0,SU,113998147,Englewood Station,1,   0  5,1198865
0,SU,113998148,Englewood Station,1,   0  9,1198865
0,SU,113998149,Englewood Station,1,   0  1,1198865
0,SU,113998150,Broadway Stn,1,   0  5,1198859
0,SU,113998151,Highlands Ranch,1,   0 11,1198847
0,WK,113998152,Union Station,0,   0  3,1198844
0,WK,113998153,Union Station,0,   0  4,1198844
0,WK,113998154,Union Station,0,   0  3,1198825
0,WK,113998155,Union Station,0,   0  9,1198825
0,WK,113998156,Union Station,0,   0  4,1198844
0,WK,113998157,Union Station,0,   0  5,1198844
0,WK,113998158,Union Station,0,   0  4,1198844
0,WK,113998159,Union Station,0,   0  3,1198832
0,WK,113998160,Union Station,0,   0  5,1198823
0,WK,113998161,Union Station,0,   0  2,1198825
0,WK,113998162,Union Station,0,   0 11,1198825
0,WK,113998163,Union Station,0,   0  5,1198844
0,WK,113998164,Union Station,0,   0  8,1198825
0,WK,113998165,Union Station,0,   0  2,1198825
0,WK,113998166,Union Station,0,   0 11,1198844
0,WK,113998167,Union Station,0,   0  2,1198844
0,WK,113998168,Union Station,0,   0  6,1198825
0,WK,113998169,Union Station,0,   0  2,1198832
0,WK,113998170,Union Station,0,   0 10,1198833
0,WK,113998171,Union Station,0,   0  9,1198834
0,WK,113998172,Union Station,0,   0  7,1198825
0,WK,113998173,Union Station,0,   0  7,1198825
0,WK,113998174,Union Station,0,   0  7,1198844
0,WK,113998175,Union Station,0,   0  3,1198844
0,WK,113998176,Union Station,0,   0  3,1198832
0,WK,113998177,Union Station,0,   0  6,1198844
0,WK,113998178,Union Station,0,   0  3,1198825
0,WK,113998179,Union Station,0,   0  6,1198825
0,WK,113998180,Union Station,0,   0 11,1198825
0,WK,113998181,Union Station,0,   0  4,1198823
0,WK,113998182,Union Station,0,   0  1,1198844
0,WK,113998183,Union Station,0,   0  8,1198834
0,WK,113998184,Union Station,0,   0 11,1198834
0,WK,113998185,Union Station,0,   0  7,1198844
0,WK,113998186,Union Station,0,   0  2,1198844
0,WK,113998187,Union Station,0,   0  9,1198844
0,WK,113998188,Union Station,0,   0  7,1198844
0,WK,113998189,Union Station,0,   0 10,1198844
0,WK,113998190,Union Station,0,   0 12,1198844
0,WK,113998191,Union Station,0,   0  1,1198844
0,WK,113998192,Union Station,0,   0 12,1198833
0,WK,113998193,Union Station,0,   0  4,1198825
0,WK,113998194,Union Station,0,   0  1,1198825
0,WK,113998195,Union Station,0,   0 12,1198825
0,WK,113998196,Union Station,0,   0 11,1198825
0,WK,113998197,Union Station,0,   0  9,1198823
0,WK,113998198,Union Station,0,   0  5,1198825
0,WK,113998199,Union Station,0,   0  9,1198825
0,WK,113998200,Union Station,0,   0  4,1198825
0,WK,113998201,Union Station,0,   0 10,1198825
0,WK,113998202,Union Station,0,   0  6,1198825
0,WK,113998203,Union Station,0,   0  1,1198825
0,WK,113998204,Union Station,0,   0  2,1198844
0,WK,113998205,Union Station,0,   0  3,1198844
0,WK,113998206,Union Station,0,   0 10,1198825
0,WK,113998207,Union Station,0,   0 10,1198825
0,WK,113998208,Union Station,0,   0 11,1198844
0,WK,113998209,Union Station,0,   0 10,1198844
0,WK,113998210,Union Station,0,   0  8,1198844
0,WK,113998211,Union Station,0,   0  6,1198844
0,WK,113998212,Union Station,0,   0  1,1198844
0,WK,113998213,Union Station,0,   0  4,1198834
0,WK,113998214,Union Station,0,   0  5,1198844
0,WK,113998215,Union Station,0,   0  7,1198825
0,WK,113998216,Union Station,0,   0  5,1198825
0,WK,113998217,Union Station,0,   0  1,1198825
0,WK,113998218,Union Station,0,   0  9,1198844
0,WK,113998219,Union Station,0,   0  6,1198844
0,WK,113998220,Union Station,0,   0  2,1198823
0,WK,113998221,Union Station,0,   0 10,1198844
0,WK,113998222,Union Station,0,   0  8,1198825
0,WK,113998223,Union Station,0,   0 11,1198825
0,WK,113998224,Union Station,0,   0  7,1198823
0,WK,113998225,Union Station,0,   0 12,1198844
0,WK,113998226,Union Station,0,   0  9,1198844
0,WK,113998227,Englewood Station,1,   0  4,1198865
0,WK,113998228,Englewood Station,1,   0  2,1198865
0,WK,113998229,Englewood Station,1,   0  3,1198865
0,WK,113998230,Highlands Ranch,1,   0  7,1198847
0,WK,113998231,Englewood Station,1,   0  9,1198865
0,WK,113998232,Broadway Stn,1,   0  1,1198868
0,WK,113998233,Highlands Ranch,1,   0  6,1198847
0,WK,113998234,Englewood Station,1,   0  6,1198865
0,WK,113998235,Englewood Station,1,   0  1,1198865
0,WK,113998236,Highlands Ranch,1,   0  4,1198869
0,WK,113998237,Englewood Station,1,   0  5,1198865
0,WK,113998238,Highlands Ranch,1,   0  5,1198847
0,WK,113998239,Englewood Station,1,   0  8,1198863
0,WK,113998240,Highlands Ranch,1,   0  7,1198847
0,WK,113998241,Englewood Station,1,   0 12,1198865
0,WK,113998242,Highlands Ranch,1,   0  2,1198869
0,WK,113998243,Highlands Ranch,1,   0  9,1198847
0,WK,113998244,Highlands Ranch,1,   0  3,1198847
0,WK,113998245,Highlands Ranch,1,   0  9,1198847
0,WK,113998246,Highlands Ranch,1,   0  3,1198847
0,WK,113998247,Highlands Ranch,1,   0  6,1198847
0,WK,113998248,Broadway Stn,1,   0  9,1198859
0,WK,113998249,Broadway Stn,1,   0  5,1198859
0,WK,113998250,Englewood Station,1,   0 10,1198865
0,WK,113998251,Englewood Station,1,   0  2,1198865
0,WK,113998252,Englewood Station,1,   0  7,1198865
0,WK,113998253,Highlands Ranch,1,   0  9,1198847
0,WK,113998254,Highlands Ranch,1,   0  4,1198847
0,WK,113998255,Highlands Ranch,1,   0  1,1198847
0,WK,113998256,Highlands Ranch,1,   0 10,1198847
0,WK,113998257,Highlands Ranch,1,   0 12,1198847
0,WK,113998258,Highlands Ranch,1,   0 11,1198847
0,WK,113998259,Highlands Ranch,1,   0 11,1198847
0,WK,113998260,Broadway Stn,1,   0  7,1198859
0,WK,113998261,Englewood Station,1,   0  7,1198865
0,WK,113998262,Englewood Station,1,   0  6,1198865
0,WK,113998263,Englewood Station,1,   0  3,1198865
0,WK,113998264,Englewood Station,1,   0  9,1198865
0,WK,113998265,Highlands Ranch,1,   0  5,1198847
0,WK,113998266,Englewood Station,1,   0  4,1198865
0,WK,113998267,Highlands Ranch,1,   0  8,1198847
0,WK,113998268,Englewood Station,1,   0  4,1198865
0,WK,113998269,Highlands Ranch,1,   0 10,1198847
0,WK,113998270,Highlands Ranch,1,   0 11,1198847
0,WK,113998271,Broadway Stn,1,   0  2,1198859
0,WK,113998272,Highlands Ranch,1,   0  2,1198847
0,WK,113998273,Highlands Ranch,1,   0  6,1198847
0,WK,113998274,Englewood Station,1,   0  6,1198865
0,WK,113998275,Highlands Ranch,1,   0  8,1198847
0,WK,113998276,Highlands Ranch,1,   0 10,1198847
0,WK,113998277,Englewood Station,1,   0  8,1198865
0,WK,113998278,Englewood Station,1,   0  9,1198865
0,WK,113998279,Highlands Ranch,1,   0  7,1198847
0,WK,113998280,Highlands Ranch,1,   0 12,1198869
0,WK,113998281,Englewood Station,1,   0 11,1198863
0,WK,113998282,Highlands Ranch,1,   0  1,1198847
0,WK,113998283,Englewood Station,1,   0 11,1198865
0,WK,113998284,Highlands Ranch,1,   0  1,1198847
0,WK,113998285,Highlands Ranch,1,   0  5,1198847
0,WK,113998286,Highlands Ranch,1,   0  4,1198847
0,WK,113998287,Highlands Ranch,1,   0  2,1198847
0,WK,113998288,Broadway Stn,1,   0  3,1198859
0,WK,113998289,Englewood Station,1,   0 11,1198865
0,WK,113998290,Highlands Ranch,1,   0  3,1198869
0,WK,113998291,Highlands Ranch,1,   0  7,1198847
0,WK,113998292,Highlands Ranch,1,   0  2,1198847
0,WK,113998293,Broadway Stn,1,   0  4,1198859
0,WK,113998294,Broadway Stn,1,   0 10,1198859
0,WK,113998295,Broadway Stn,1,   0 12,1198868
0,WK,113998296,Englewood Station,1,   0 11,1198865
0,WK,113998297,Englewood Station,1,   0 10,1198865
0,WK,113998298,Highlands Ranch,1,   0  5,1198847
0,WK,113998299,Englewood Station,1,   0  1,1198865
0,WK,113998300,Englewood Station,1,   0  5,1198865
0L,WK,113998301,Civic Center,0,  0L 61,1198872
0L,WK,113998302,Civic Center,0,  0L 63,1198872
0L,WK,113998303,Civic Center,0,  0L 62,1198872
0L,WK,113998304,Civic Center,0,  0L 61,1198872
0L,WK,113998305,Civic Center,0,  0L 62,1198872
0L,WK,113998306,Civic Center,0,  0L 62,1198872
0L,WK,113998307,Civic Center,0,  0L 62,1198872
0L,WK,113998308,Civic Center,0,  0L 61,1198872
0L,WK,113998309,Civic Center,0,  0L 62,1198872
0L,WK,113998310,Civic Center,0,  0L 61,1198872
0L,WK,113998311,Civic Center,0,  0L 61,1198872
0L,WK,113998312,Civic Center,0,  0L 63,1198872
0L,WK,113998313,Civic Center,0,  0L 61,1198872
0L,WK,113998314,Broadway Stn,1,  0L 71,1198882
0L,WK,113998315,Broadway Stn,1,  0L 72,1198882
0L,WK,113998316,Broadway Stn,1,  0L 71,1198882
0L,WK,113998317,Broadway Stn,1,  0L 73,1198882
0L,WK,113998318,Broadway Stn,1,  0L 72,1198882
0L,WK,113998319,Broadway Stn,1,  0L 71,1198882
0L,WK,113998320,Broadway Stn,1,  0L 72,1198882
0L,WK,113998321,Broadway Stn,1,  0L 71,1198882
0L,WK,113998322,Broadway Stn,1,  0L 72,1198881
0L,WK,113998323,Broadway Stn,1,  0L 71,1198882
0L,WK,113998324,Broadway Stn,1,  0L 73,1198882
1,SA,113998325,Alameda Station,0,   9  1,1198893
1,SA,113998326,Alameda Station,0,   1  2,1198893
1,SA,113998327,Alameda Station,0,   9  5,1198893
1,SA,113998328,Alameda Station,0,   9  3,1198893
1,SA,113998329,Alameda Station,0,   9  1,1198893
1,SA,113998330,Alameda Station,0,   9  5,1198893
1,SA,113998331,Alameda Station,0,   1  2,1198893
1,SA,113998332,Alameda Station,0,   1  2,1198893
1,SA,113998333,Alameda Station,0,   9  3,1198893
1,SA,113998334,Alameda Station,0,   9  1,1198893
1,SA,113998335,Alameda Station,0,   9  3,1198893
1,SA,113998336,Alameda Station,0,   9  3,1198897
1,SA,113998337,Alameda Station,0,   9  1,1198897
1,SA,113998338,Alameda Station,0,   1  2,1198893
1,SA,113998339,Alameda Station,0,   1  6,1198893
1,SA,113998340,Alameda Station,0,   1  2,1198893
1,SA,113998341,Alameda Station,0,   1  2,1198893
1,SA,113998342,Alameda Station,0,   9  3,1198893
1,SA,113998343,Lakewood Commons,1,   9  3,1198902
1,SA,113998344,Lakewood Commons,1,   1  6,1198902
1,SA,113998345,Lakewood Commons,1,   1  2,1198902
1,SA,113998346,Lakewood Commons,1,   1  2,1198902
1,SA,113998347,Lakewood Commons,1,   9  1,1198902
1,SA,113998348,Lakewood Commons,1,   9  5,1198902
1,SA,113998349,Lakewood Commons,1,   1  2,1198899
1,SA,113998350,Lakewood Commons,1,   1  2,1198902
1,SA,113998351,Lakewood Commons,1,   1  2,1198902
1,SA,113998352,Lakewood Commons,1,   1  2,1198902
1,SA,113998353,Lakewood Commons,1,   9  3,1198902
1,SA,113998354,Lakewood Commons,1,   9  1,1198902
1,SA,113998355,Lakewood Commons,1,   9  3,1198902
1,SA,113998356,Lakewood Commons,1,   9  5,1198902
1,SA,113998357,Lakewood Commons,1,   9  3,1198902
1,SA,113998358,Lakewood Commons,1,   9  3,1198899
1,SA,113998359,Lakewood Commons,1,   9  1,1198899
1,SA,113998360,Lakewood Commons,1,   9  1,1198902
1,SU,113998361,Alameda Station,0,   1  3,1198893
1,SU,113998362,Alameda Station,0,  14  5,1198893
1,SU,113998363,Alameda Station,0,   1  3,1198893
1,SU,113998364,Alameda Station,0,  14  4,1198893
1,SU,113998365,Alameda Station,0,   1  3,1198893
1,SU,113998366,Alameda Station,0,   1  2,1198893
1,SU,113998367,Alameda Station,0,   1  1,1198893
1,SU,113998368,Alameda Station,0,   1  3,1198893
1,SU,113998369,Alameda Station,0,   1  2,1198893
1,SU,113998370,Alameda Station,0,   1  1,1198893
1,SU,113998371,Downtown,0,   1  3,1198896
1,SU,113998372,Alameda Station,0,   1  1,1198893
1,SU,113998373,Alameda Station,0,   1  2,1198893
1,SU,113998374,Alameda Station,0,   1  2,1198893
1,SU,113998375,Alameda Station,0,   1  1,1198898
1,SU,113998376,Lakewood Commons,1,   1  1,1198902
1,SU,113998377,Lakewood Commons,1,   1  1,1198902
1,SU,113998378,Lakewood Commons,1,   1  2,1198902
1,SU,113998379,Lakewood Commons,1,   1  3,1198902
1,SU,113998380,Lakewood Commons,1,   1  3,1198902
1,SU,113998381,Lakewood Commons,1,   1  3,1198902
1,SU,113998382,Lakewood Commons,1,   1  2,1198902
1,SU,113998383,Lakewood Commons,1,   1  1,1198902
1,SU,113998384,Lakewood Commons,1,   1  2,1198902
1,SU,113998385,Lakewood Commons,1,  14  4,1198902
1,SU,113998386,Lakewood Commons,1,   1  2,1198902
1,SU,113998387,Lakewood Commons,1,   1  3,1198902
1,SU,113998388,Lakewood Commons,1,   1  1,1198902
1,WK,113998389,Alameda Station,0,   9  3,1198893
1,WK,113998390,Alameda Station,0,   9  1,1198893
1,WK,113998391,Alameda Station,0,   9  2,1198893
1,WK,113998392,Alameda Station,0,   9  3,1198893
1,WK,113998393,Alameda Station,0,   9  2,1198893
1,WK,113998394,Alameda Station,0,   9  1,1198897
1,WK,113998395,Alameda Station,0,   9  3,1198897
1,WK,113998396,Alameda Station,0,   9  2,1198893
1,WK,113998397,Alameda Station,0,   9  6,1198893
