route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
109L,MT,114002384,L-Line 30th & Downing,0, 109  8,1199052
109L,MT,114002385,L-Line 30th & Downing,0, 109  9,1199052
109L,MT,114002386,L-Line 30th & Downing,0, 109  8,1199052
109L,MT,114002387,L-Line 30th & Downing,0, 109  9,1199052
109L,MT,114002388,L-Line 30th & Downing,0, 109  8,1199052
109L,MT,114002389,L-Line 30th & Downing,0, 109  7,1199052
109L,MT,114002390,L-Line 30th & Downing,0, 109  9,1199052
109L,MT,114002391,L-Line 30th & Downing,0, 109  8,1199052
109L,MT,114002392,L-Line 30th & Downing,0, 109  7,1199052
109L,MT,114002393,L-Line 30th & Downing,0, 109  9,1199052
109L,MT,114002394,L-Line 30th & Downing,0, 109  8,1199052
109L,MT,114002395,L-Line 30th & Downing,0, 109  7,1199052
109L,MT,114002396,L-Line 30th & Downing,0, 109  9,1199052
109L,MT,114002397,L-Line 30th & Downing,0, 109  7,1199052
109L,MT,114002398,L-Line 30th & Downing,0, 109  9,1199052
109L,MT,114002399,L-Line 30th & Downing,0, 109  8,1199052
109L,MT,114002400,L-Line 30th & Downing,0, 109  8,1199052
109L,MT,114002401,L-Line 30th & Downing,0, 109  7,1199052
109L,MT,114002402,L-Line 30th & Downing,0, 109  9,1199052
109L,MT,114002403,L-Line 30th & Downing,0, 109  8,1199052
109L,MT,114002404,L-Line 30th & Downing,0, 109  7,1199052
109L,MT,114002405,L-Line 30th & Downing,0, 109  9,1199052
109L,MT,114002406,L-Line 30th & Downing,0, 109  8,1199052
109L,MT,114002407,L-Line 30th & Downing,0, 109  7,1199052
109L,MT,114002408,L-Line 30th & Downing,0, 109  9,1199052
109L,MT,114002409,L-Line 30th & Downing,0, 109  8,1199052
109L,MT,114002410,L-Line 30th & Downing,0, 109  7,1199052
109L,MT,114002411,L-Line 30th & Downing,0, 109  9,1199052
109L,MT,114002412,L-Line 30th & Downing,0, 109  8,1199052
109L,MT,114002413,L-Line 30th & Downing,0, 109  7,1199052
109L,MT,114002414,L-Line 30th & Downing,0, 109  9,1199052
109L,MT,114002415,L-Line 30th & Downing,0, 109  8,1199052
109L,MT,114002416,L-Line 30th & Downing,0, 109  7,1199052
109L,MT,114002417,L-Line 30th & Downing,0, 109  9,1199052
109L,MT,114002418,L-Line 30th & Downing,0, 109  8,1199052
109L,MT,114002419,L-Line 30th & Downing,0, 109  7,1199052
109L,MT,114002420,L-Line 30th & Downing,0, 109  9,1199052
109L,MT,114002421,L-Line 30th & Downing,0, 109  8,1199052
109L,MT,114002422,L-Line 30th & Downing,0, 109  7,1199052
109L,MT,114002423,L-Line 30th & Downing,0, 109  9,1199052
109L,MT,114002424,L-Line 30th & Downing,0, 109  8,1199052
109L,MT,114002425,L-Line 30th & Downing,0, 109  7,1199052
109L,MT,114002426,L-Line 30th & Downing,0, 109  9,1199052
109L,MT,114002427,L-Line 30th & Downing,0, 109  8,1199052
109L,MT,114002428,L-Line 30th & Downing,0, 109  7,1199052
109L,MT,114002429,L-Line 30th & Downing,0, 109  9,1199052
109L,MT,114002430,L-Line 30th & Downing,0, 109  8,1199052
109L,MT,114002431,L-Line 30th & Downing,0, 109  7,1199052
109L,MT,114002432,L-Line 30th & Downing,0, 109  8,1199052
109L,MT,114002433,L-Line 16th & Stout,1, 109  8,1199055
109L,MT,114002434,L-Line 16th & Stout,1, 109  7,1199055
109L,MT,114002435,L-Line 16th & Stout,1, 109  9,1199055
109L,MT,114002436,L-Line 16th & Stout,1, 109  8,1199055
109L,MT,114002437,L-Line 16th & Stout,1, 109  7,1199055
109L,MT,114002438,L-Line 16th & Stout,1, 109  9,1199055
109L,MT,114002439,L-Line 16th & Stout,1, 109  8,1199055
109L,MT,114002440,L-Line 16th & Stout,1, 109  7,1199055
109L,MT,114002441,L-Line 16th & Stout,1, 109  9,1199055
109L,MT,114002442,L-Line 16th & Stout,1, 109  8,1199055
109L,MT,114002443,L-Line 16th & Stout,1, 109  7,1199055
109L,MT,114002444,L-Line 16th & Stout,1, 109  9,1199055
109L,MT,114002445,L-Line 16th & Stout,1, 109  8,1199055
109L,MT,114002446,L-Line 16th & Stout,1, 109  7,1199055
109L,MT,114002447,L-Line 16th & Stout,1, 109  9,1199055
109L,MT,114002448,L-Line 16th & Stout,1, 109  8,1199055
109L,MT,114002449,L-Line 16th & Stout,1, 109  7,1199055
109L,MT,114002450,L-Line 16th & Stout,1, 109  7,1199055
109L,MT,114002451,L-Line 16th & Stout,1, 109  9,1199055
109L,MT,114002452,L-Line 16th & Stout,1, 109  8,1199055
109L,MT,114002453,L-Line 16th & Stout,1, 109  7,1199055
109L,MT,114002454,L-Line 16th & Stout,1, 109  9,1199055
109L,MT,114002455,L-Line 16th & Stout,1, 109  8,1199055
109L,MT,114002456,L-Line 16th & Stout,1, 109  7,1199055
109L,MT,114002457,L-Line 16th & Stout,1, 109  9,1199055
109L,MT,114002458,L-Line 16th & Stout,1, 109  8,1199055
109L,MT,114002459,L-Line 16th & Stout,1, 109  7,1199055
109L,MT,114002460,L-Line 16th & Stout,1, 109  9,1199055
109L,MT,114002461,L-Line 16th & Stout,1, 109  8,1199055
109L,MT,114002462,L-Line 16th & Stout,1, 109  7,1199055
109L,MT,114002463,L-Line 16th & Stout,1, 109  9,1199055
109L,MT,114002464,L-Line 16th & Stout,1, 109  8,1199055
109L,MT,114002465,L-Line 16th & Stout,1, 109  7,1199055
109L,MT,114002466,L-Line 16th & Stout,1, 109  9,1199055
109L,MT,114002467,L-Line 16th & Stout,1, 109  8,1199055
109L,MT,114002468,L-Line 16th & Stout,1, 109  9,1199055
109L,MT,114002469,L-Line 16th & Stout,1, 109  8,1199055
109L,MT,114002470,L-Line 16th & Stout,1, 109  7,1199055
109L,MT,114002471,L-Line 16th & Stout,1, 109  7,1199055
109L,MT,114002472,L-Line 16th & Stout,1, 109  9,1199055
109L,MT,114002473,L-Line 16th & Stout,1, 109  8,1199055
109L,MT,114002474,L-Line 16th & Stout,1, 109  8,1199055
109L,MT,114002475,L-Line 16th & Stout,1, 109  7,1199055
109L,MT,114002476,L-Line 16th & Stout,1, 109  8,1199055
109L,MT,114002477,L-Line 16th & Stout,1, 109  7,1199055
109L,MT,114002478,L-Line 16th & Stout,1, 109  9,1199055
109L,MT,114002479,L-Line 16th & Stout,1, 109  8,1199055
109L,MT,114002480,L-Line 16th & Stout,1, 109  9,1199055
109L,MT,114002482,L-Line 16th & Stout,1, 109  9,1199055
109L,MT,114002483,L-Line 16th & Stout,1, 109  8,1199055
109L,MT,114002484,L-Line 16th & Stout,1, 109  8,1199055
109L,MT,114002486,L-Line 16th & Stout,1, 109  8,1199055
109L,SA,114002487,L-Line 30th & Downing,0, 109  8,1199052
109L,SA,114002488,L-Line 30th & Downing,0, 109  7,1199052
109L,SA,114002489,L-Line 30th & Downing,0, 109  8,1199052
109L,SA,114002490,L-Line 30th & Downing,0, 109  9,1199052
109L,SA,114002491,L-Line 30th & Downing,0, 109  7,1199052
109L,SA,114002492,L-Line 30th & Downing,0, 109  8,1199052
109L,SA,114002493,L-Line 30th & Downing,0, 109  9,1199052
109L,SA,114002494,L-Line 30th & Downing,0, 109  7,1199052
109L,SA,114002495,L-Line 30th & Downing,0, 109  8,1199052
109L,SA,114002496,L-Line 30th & Downing,0, 109  9,1199052
109L,SA,114002497,L-Line 30th & Downing,0, 109  7,1199052
109L,SA,114002498,L-Line 30th & Downing,0, 109  8,1199052
109L,SA,114002499,L-Line 30th & Downing,0, 109  9,1199052
109L,SA,114002500,L-Line 30th & Downing,0, 109  7,1199052
109L,SA,114002501,L-Line 30th & Downing,0, 109  8,1199052
109L,SA,114002502,L-Line 30th & Downing,0, 109  9,1199052
109L,SA,114002503,L-Line 30th & Downing,0, 109  7,1199052
109L,SA,114002504,L-Line 30th & Downing,0, 109  8,1199052
109L,SA,114002505,L-Line 30th & Downing,0, 109  9,1199052
109L,SA,114002506,L-Line 30th & Downing,0, 109  7,1199052
109L,SA,114002507,L-Line 30th & Downing,0, 109  8,1199052
109L,SA,114002508,L-Line 30th & Downing,0, 109  9,1199052
109L,SA,114002509,L-Line 30th & Downing,0, 109  7,1199052
109L,SA,114002510,L-Line 30th & Downing,0, 109  8,1199052
109L,SA,114002511,L-Line 30th & Downing,0, 109  9,1199052
109L,SA,114002512,L-Line 30th & Downing,0, 109  7,1199052
109L,SA,114002513,L-Line 30th & Downing,0, 109  8,1199052
109L,SA,114002514,L-Line 30th & Downing,0, 109  9,1199052
109L,SA,114002515,L-Line 30th & Downing,0, 109  7,1199052
109L,SA,114002516,L-Line 30th & Downing,0, 109  8,1199052
109L,SA,114002517,L-Line 30th & Downing,0, 109  9,1199052
109L,SA,114002518,L-Line 30th & Downing,0, 109  7,1199052
109L,SA,114002519,L-Line 30th & Downing,0, 109  8,1199052
109L,SA,114002520,L-Line 30th & Downing,0, 109  8,1199052
109L,SA,114002521,L-Line 30th & Downing,0, 109  9,1199052
109L,SA,114002522,L-Line 30th & Downing,0, 109  7,1199052
109L,SA,114002523,L-Line 30th & Downing,0, 109  9,1199052
109L,SA,114002524,L-Line 30th & Downing,0, 109  7,1199052
109L,SA,114002525,L-Line 30th & Downing,0, 109  8,1199052
109L,SA,114002526,L-Line 30th & Downing,0, 109  9,1199052
109L,SA,114002527,L-Line 30th & Downing,0, 109  7,1199052
109L,SA,114002528,L-Line 30th & Downing,0, 109  8,1199052
109L,SA,114002529,L-Line 30th & Downing,0, 109  9,1199052
109L,SA,114002530,L-Line 30th & Downing,0, 109  7,1199052
109L,SA,114002531,L-Line 30th & Downing,0, 109  8,1199052
109L,SA,114002532,L-Line 30th & Downing,0, 109  9,1199052
109L,SA,114002533,L-Line 30th & Downing,0, 109  8,1199052
109L,SA,114002534,L-Line 30th & Downing,0, 109  9,1199052
109L,SA,114002535,L-Line 30th & Downing,0, 109  8,1199052
109L,SA,114002536,L-Line 30th & Downing,0, 109  9,1199052
109L,SA,114002537,L-Line 30th & Downing,0, 109  8,1199052
109L,SA,114002538,L-Line 30th & Downing,0, 109  7,1199052
109L,SA,114002539,L-Line 30th & Downing,0, 109  8,1199052
109L,SA,114002540,L-Line 30th & Downing,0, 109  7,1199052
109L,SA,114002541,L-Line 16th & Stout,1, 109  8,1199055
109L,SA,114002543,L-Line 16th & Stout,1, 109  8,1199055
109L,SA,114002544,L-Line 16th & Stout,1, 109  8,1199055
109L,SA,114002545,L-Line 16th & Stout,1, 109  9,1199055
109L,SA,114002547,L-Line 16th & Stout,1, 109  9,1199055
109L,SA,114002548,L-Line 16th & Stout,1, 109  8,1199055
109L,SA,114002549,L-Line 16th & Stout,1, 109  9,1199055
109L,SA,114002550,L-Line 16th & Stout,1, 109  7,1199055
109L,SA,114002551,L-Line 16th & Stout,1, 109  8,1199055
109L,SA,114002552,L-Line 16th & Stout,1, 109  7,1199055
109L,SA,114002553,L-Line 16th & Stout,1, 109  8,1199055
109L,SA,114002554,L-Line 16th & Stout,1, 109  8,1199055
109L,SA,114002555,L-Line 16th & Stout,1, 109  9,1199055
109L,SA,114002556,L-Line 16th & Stout,1, 109  7,1199055
109L,SA,114002557,L-Line 16th & Stout,1, 109  7,1199055
109L,SA,114002558,L-Line 16th & Stout,1, 109  8,1199055
109L,SA,114002559,L-Line 16th & Stout,1, 109  9,1199055
109L,SA,114002560,L-Line 16th & Stout,1, 109  8,1199055
109L,SA,114002561,L-Line 16th & Stout,1, 109  9,1199055
109L,SA,114002562,L-Line 16th & Stout,1, 109  7,1199055
109L,SA,114002563,L-Line 16th & Stout,1, 109  8,1199055
109L,SA,114002564,L-Line 16th & Stout,1, 109  9,1199055
109L,SA,114002565,L-Line 16th & Stout,1, 109  7,1199055
109L,SA,114002566,L-Line 16th & Stout,1, 109  8,1199055
109L,SA,114002567,L-Line 16th & Stout,1, 109  9,1199055
109L,SA,114002568,L-Line 16th & Stout,1, 109  7,1199055
109L,SA,114002569,L-Line 16th & Stout,1, 109  8,1199055
109L,SA,114002570,L-Line 16th & Stout,1, 109  9,1199055
109L,SA,114002571,L-Line 16th & Stout,1, 109  7,1199055
109L,SA,114002572,L-Line 16th & Stout,1, 109  8,1199055
109L,SA,114002573,L-Line 16th & Stout,1, 109  9,1199055
109L,SA,114002574,L-Line 16th & Stout,1, 109  7,1199055
109L,SA,114002575,L-Line 16th & Stout,1, 109  8,1199055
109L,SA,114002576,L-Line 16th & Stout,1, 109  9,1199055
109L,SA,114002577,L-Line 16th & Stout,1, 109  7,1199055
109L,SA,114002578,L-Line 16th & Stout,1, 109  7,1199055
109L,SA,114002579,L-Line 16th & Stout,1, 109  8,1199055
109L,SA,114002580,L-Line 16th & Stout,1, 109  9,1199055
109L,SA,114002581,L-Line 16th & Stout,1, 109  7,1199055
109L,SA,114002582,L-Line 16th & Stout,1, 109  8,1199055
109L,SA,114002583,L-Line 16th & Stout,1, 109  9,1199055
109L,SA,114002584,L-Line 16th & Stout,1, 109  7,1199055
109L,SA,114002585,L-Line 16th & Stout,1, 109  8,1199055
109L,SA,114002586,L-Line 16th & Stout,1, 109  9,1199055
109L,SA,114002587,L-Line 16th & Stout,1, 109  7,1199055
109L,SA,114002588,L-Line 16th & Stout,1, 109  8,1199055
109L,SA,114002589,L-Line 16th & Stout,1, 109  9,1199055
109L,SA,114002590,L-Line 16th & Stout,1, 109  7,1199055
109L,SA,114002591,L-Line 16th & Stout,1, 109  8,1199055
109L,SA,114002592,L-Line 16th & Stout,1, 109  9,1199055
109L,SA,114002593,L-Line 16th & Stout,1, 109  7,1199055
109L,SA,114002594,L-Line 16th & Stout,1, 109  8,1199055
109L,SU,114002595,L-Line 30th & Downing,0, 109  8,1199052
109L,SU,114002596,L-Line 30th & Downing,0, 109  7,1199052
109L,SU,114002597,L-Line 30th & Downing,0, 109  8,1199052
109L,SU,114002598,L-Line 30th & Downing,0, 109  9,1199052
109L,SU,114002599,L-Line 30th & Downing,0, 109  7,1199052
109L,SU,114002600,L-Line 30th & Downing,0, 109  8,1199052
109L,SU,114002601,L-Line 30th & Downing,0, 109  9,1199052
109L,SU,114002602,L-Line 30th & Downing,0, 109  7,1199052
109L,SU,114002603,L-Line 30th & Downing,0, 109  8,1199052
109L,SU,114002604,L-Line 30th & Downing,0, 109  9,1199052
109L,SU,114002605,L-Line 30th & Downing,0, 109  7,1199052
109L,SU,114002606,L-Line 30th & Downing,0, 109  8,1199052
109L,SU,114002607,L-Line 30th & Downing,0, 109  9,1199052
109L,SU,114002608,L-Line 30th & Downing,0, 109  7,1199052
109L,SU,114002609,L-Line 30th & Downing,0, 109  8,1199052
109L,SU,114002610,L-Line 30th & Downing,0, 109  9,1199052
109L,SU,114002611,L-Line 30th & Downing,0, 109  7,1199052
109L,SU,114002612,L-Line 30th & Downing,0, 109  8,1199052
109L,SU,114002613,L-Line 30th & Downing,0, 109  9,1199052
109L,SU,114002614,L-Line 30th & Downing,0, 109  7,1199052
109L,SU,114002615,L-Line 30th & Downing,0, 109  8,1199052
109L,SU,114002616,L-Line 30th & Downing,0, 109  9,1199052
109L,SU,114002617,L-Line 30th & Downing,0, 109  7,1199052
109L,SU,114002618,L-Line 30th & Downing,0, 109  8,1199052
109L,SU,114002619,L-Line 30th & Downing,0, 109  9,1199052
109L,SU,114002620,L-Line 30th & Downing,0, 109  7,1199052
109L,SU,114002621,L-Line 30th & Downing,0, 109  8,1199052
109L,SU,114002622,L-Line 30th & Downing,0, 109  9,1199052
109L,SU,114002623,L-Line 30th & Downing,0, 109  7,1199052
109L,SU,114002624,L-Line 30th & Downing,0, 109  8,1199052
109L,SU,114002625,L-Line 30th & Downing,0, 109  9,1199052
109L,SU,114002626,L-Line 30th & Downing,0, 109  7,1199052
109L,SU,114002627,L-Line 30th & Downing,0, 109  8,1199052
109L,SU,114002628,L-Line 30th & Downing,0, 109  8,1199052
109L,SU,114002629,L-Line 30th & Downing,0, 109  9,1199052
109L,SU,114002630,L-Line 30th & Downing,0, 109  7,1199052
109L,SU,114002631,L-Line 30th & Downing,0, 109  9,1199052
109L,SU,114002632,L-Line 30th & Downing,0, 109  7,1199052
109L,SU,114002633,L-Line 30th & Downing,0, 109  8,1199052
109L,SU,114002634,L-Line 30th & Downing,0, 109  9,1199052
109L,SU,114002635,L-Line 30th & Downing,0, 109  7,1199052
109L,SU,114002636,L-Line 30th & Downing,0, 109  8,1199052
109L,SU,114002637,L-Line 30th & Downing,0, 109  9,1199052
109L,SU,114002638,L-Line 30th & Downing,0, 109  7,1199052
109L,SU,114002639,L-Line 30th & Downing,0, 109  8,1199052
109L,SU,114002640,L-Line 30th & Downing,0, 109  9,1199052
109L,SU,114002641,L-Line 30th & Downing,0, 109  8,1199052
109L,SU,114002642,L-Line 30th & Downing,0, 109  9,1199052
109L,SU,114002643,L-Line 30th & Downing,0, 109  8,1199052
109L,SU,114002644,L-Line 30th & Downing,0, 109  9,1199052
109L,SU,114002645,L-Line 30th & Downing,0, 109  8,1199052
109L,SU,114002646,L-Line 30th & Downing,0, 109  7,1199052
109L,SU,114002647,L-Line 30th & Downing,0, 109  8,1199052
109L,SU,114002648,L-Line 30th & Downing,0, 109  7,1199052
109L,SU,114002649,L-Line 16th & Stout,1, 109  9,1199055
109L,SU,114002650,L-Line 16th & Stout,1, 109  7,1199055
109L,SU,114002651,L-Line 16th & Stout,1, 109  8,1199055
109L,SU,114002652,L-Line 16th & Stout,1, 109  7,1199055
109L,SU,114002653,L-Line 16th & Stout,1, 109  8,1199055
109L,SU,114002654,L-Line 16th & Stout,1, 109  8,1199055
109L,SU,114002655,L-Line 16th & Stout,1, 109  9,1199055
109L,SU,114002656,L-Line 16th & Stout,1, 109  7,1199055
109L,SU,114002657,L-Line 16th & Stout,1, 109  7,1199055
109L,SU,114002658,L-Line 16th & Stout,1, 109  8,1199055
109L,SU,114002659,L-Line 16th & Stout,1, 109  9,1199055
109L,SU,114002660,L-Line 16th & Stout,1, 109  8,1199055
109L,SU,114002661,L-Line 16th & Stout,1, 109  9,1199055
109L,SU,114002662,L-Line 16th & Stout,1, 109  7,1199055
109L,SU,114002663,L-Line 16th & Stout,1, 109  8,1199055
109L,SU,114002664,L-Line 16th & Stout,1, 109  9,1199055
109L,SU,114002665,L-Line 16th & Stout,1, 109  7,1199055
109L,SU,114002666,L-Line 16th & Stout,1, 109  8,1199055
109L,SU,114002667,L-Line 16th & Stout,1, 109  9,1199055
109L,SU,114002668,L-Line 16th & Stout,1, 109  7,1199055
109L,SU,114002669,L-Line 16th & Stout,1, 109  8,1199055
109L,SU,114002670,L-Line 16th & Stout,1, 109  9,1199055
109L,SU,114002671,L-Line 16th & Stout,1, 109  7,1199055
109L,SU,114002672,L-Line 16th & Stout,1, 109  8,1199055
109L,SU,114002673,L-Line 16th & Stout,1, 109  9,1199055
109L,SU,114002674,L-Line 16th & Stout,1, 109  7,1199055
109L,SU,114002675,L-Line 16th & Stout,1, 109  8,1199055
109L,SU,114002676,L-Line 16th & Stout,1, 109  9,1199055
109L,SU,114002677,L-Line 16th & Stout,1, 109  7,1199055
109L,SU,114002678,L-Line 16th & Stout,1, 109  7,1199055
109L,SU,114002679,L-Line 16th & Stout,1, 109  8,1199055
109L,SU,114002680,L-Line 16th & Stout,1, 109  9,1199055
109L,SU,114002681,L-Line 16th & Stout,1, 109  7,1199055
109L,SU,114002682,L-Line 16th & Stout,1, 109  8,1199055
109L,SU,114002683,L-Line 16th & Stout,1, 109  9,1199055
109L,SU,114002684,L-Line 16th & Stout,1, 109  7,1199055
109L,SU,114002685,L-Line 16th & Stout,1, 109  8,1199055
109L,SU,114002686,L-Line 16th & Stout,1, 109  9,1199055
109L,SU,114002687,L-Line 16th & Stout,1, 109  7,1199055
109L,SU,114002688,L-Line 16th & Stout,1, 109  8,1199055
109L,SU,114002689,L-Line 16th & Stout,1, 109  9,1199055
109L,SU,114002690,L-Line 16th & Stout,1, 109  7,1199055
109L,SU,114002691,L-Line 16th & Stout,1, 109  8,1199055
109L,SU,114002692,L-Line 16th & Stout,1, 109  9,1199055
109L,SU,114002693,L-Line 16th & Stout,1, 109  7,1199055
109L,SU,114002694,L-Line 16th & Stout,1, 109  8,1199055
109L,SU,114002695,L-Line 16th & Stout,1, 109  8,1199055
109L,SU,114002697,L-Line 16th & Stout,1, 109  8,1199055
109L,SU,114002698,L-Line 16th & Stout,1, 109  8,1199055
109L,SU,114002699,L-Line 16th & Stout,1, 109  9,1199055
109L,SU,114002701,L-Line 16th & Stout,1, 109  9,1199055
109L,SU,114002702,L-Line 16th & Stout,1, 109  8,1199055
11,SA,114002703,Aurora Metro Cntr via Mississippi,0,  11  2,1199060
11,SA,114002704,Aurora Metro Cntr via Mississippi,0,  11  3,1199060
11,SA,114002705,Aurora Metro Cntr via Mississippi,0,  11  1,1199060
11,SA,114002706,Aurora Metro Cntr via Mississippi,0,  11  3,1199061
11,SA,114002707,Aurora Metro Cntr via Mississippi,0,  11  7,1199061
11,SA,114002708,Aurora Metro Cntr via Mississippi,0,  11  2,1199061
11,SA,114002709,Aurora Metro Cntr via Mississippi,0,  11  6,1199061
11,SA,114002710,Aurora Metro Cntr via Mississippi,0,  11  5,1199061
11,SA,114002711,Aurora Metro Cntr via Mississippi,0,  11  1,1199061
11,SA,114002712,Aurora Metro Cntr via Mississippi,0,  11  3,1199061
11,SA,114002713,Aurora Metro Cntr via Mississippi,0,  11  7,1199061
11,SA,114002714,Aurora Metro Cntr via Mississippi,0,  11  2,1199061
11,SA,114002715,Aurora Metro Cntr via Mississippi,0,  11  4,1199061
11,SA,114002716,Aurora Metro Cntr via Mississippi,0,  11  6,1199061
11,SA,114002717,Aurora Metro Cntr via Mississippi,0,  11  5,1199061
11,SA,114002718,Aurora Metro Cntr via Mississippi,0,  11  3,1199059
11,SA,114002719,Aurora Metro Cntr via Mississippi,0,  11  5,1199061
11,SA,114002720,Aurora Metro Cntr via Mississippi,0,  11  3,1199059
11,SA,114002721,Aurora Metro Cntr via Mississippi,0,  11  1,1199059
11,SA,114002722,Aurora Metro Cntr via Mississippi,0,  11  2,1199061
11,SA,114002723,Aurora Metro Cntr via Mississippi,0,  11  1,1199059
11,SA,114002724,Aurora Metro Cntr via Mississippi,0,  11  4,1199061
11,SA,114002725,Aurora Metro Cntr via Mississippi,0,  11  6,1199061
11,SA,114002726,Aurora Metro Cntr via Mississippi,0,  11  5,1199061
11,SA,114002727,Aurora Metro Cntr via Mississippi,0,  11  1,1199061
11,SA,114002728,Aurora Metro Cntr via Mississippi,0,  11  3,1199061
11,SA,114002729,Aurora Metro Cntr via Mississippi,0,  11  7,1199061
11,SA,114002730,Aurora Metro Cntr via Mississippi,0,  11  2,1199061
11,SA,114002731,Aurora Metro Cntr via Mississippi,0,  11  4,1199061
11,SA,114002732,Aurora Metro Cntr via Mississippi,0,  11  6,1199061
11,SA,114002733,Aurora Metro Cntr via Mississippi,0,  11  1,1199060
11,SA,114002734,Aurora Metro Cntr via Mississippi,0,  11  7,1199060
11,SA,114002735,Broadway Stn,1,  11  5,1199065
11,SA,114002736,Lakewood Commons,1,  11  1,1199067
11,SA,114002737,Lakewood Commons,1,  11  6,1199067
11,SA,114002738,Lakewood Commons,1,  11  5,1199067
11,SA,114002739,Lakewood Commons,1,  11  2,1199067
11,SA,114002740,Lakewood Commons,1,  11  4,1199067
11,SA,114002741,Lakewood Commons via Mosier Pl,1,  11  2,1199066
11,SA,114002742,Lakewood Commons via Mosier Pl,1,  11  1,1199066
11,SA,114002743,Lakewood Commons via Mosier Pl,1,  11  3,1199066
11,SA,114002744,Lakewood Commons via Mosier Pl,1,  11  7,1199066
11,SA,114002745,Lakewood Commons,1,  11  2,1199067
11,SA,114002746,Lakewood Commons,1,  11  4,1199067
11,SA,114002747,Lakewood Commons,1,  11  3,1199067
11,SA,114002748,Lakewood Commons,1,  11  6,1199067
11,SA,114002749,Lakewood Commons,1,  11  7,1199067
11,SA,114002750,Lakewood Commons,1,  11  5,1199067
11,SA,114002751,Lakewood Commons,1,  11  2,1199067
11,SA,114002752,Lakewood Commons,1,  11  1,1199067
11,SA,114002753,Lakewood Commons,1,  11  4,1199067
11,SA,114002754,Lakewood Commons,1,  11  3,1199067
11,SA,114002755,Lakewood Commons,1,  11  6,1199067
11,SA,114002756,Lakewood Commons,1,  11  7,1199067
11,SA,114002757,Lakewood Commons,1,  11  5,1199067
11,SA,114002758,Lakewood Commons,1,  11  2,1199067
11,SA,114002759,Lakewood Commons,1,  11  1,1199067
11,SA,114002760,Lakewood Commons,1,  11  4,1199067
11,SA,114002761,Broadway Stn,1,  11  7,1199065
11,SA,114002762,Lakewood Commons,1,  11  3,1199067
11,SA,114002763,Broadway Stn,1,  11  1,1199065
11,SA,114002764,Broadway Stn,1,  11  3,1199065
11,SA,114002765,Broadway Stn,1,  11  1,1199065
11,SA,114002766,Broadway Stn,1,  11  3,1199065
11,SU,114002767,Aurora Metro Cntr via Mississippi,0,  11  2,1199060
11,SU,114002768,Aurora Metro Cntr via Mississippi,0,  11  4,1199061
11,SU,114002769,Aurora Metro Cntr via Mississippi,0,  11  3,1199061
11,SU,114002770,Aurora Metro Cntr via Mississippi,0,  11  1,1199061
11,SU,114002771,Aurora Metro Cntr via Mississippi,0,  11  2,1199061
11,SU,114002772,Aurora Metro Cntr via Mississippi,0,  11  4,1199061
11,SU,114002773,Aurora Metro Cntr via Mississippi,0,  11  3,1199061
11,SU,114002774,Aurora Metro Cntr via Mississippi,0,  11  1,1199061
11,SU,114002775,Aurora Metro Cntr via Mississippi,0,  11  2,1199061
11,SU,114002776,Aurora Metro Cntr via Mississippi,0,  11  4,1199061
11,SU,114002777,Aurora Metro Cntr via Mississippi,0,  11  3,1199059
11,SU,114002778,Aurora Metro Cntr via Mississippi,0,  11  1,1199059
11,SU,114002779,Aurora Metro Cntr via Mississippi,0,  11  2,1199059
11,SU,114002780,Aurora Metro Cntr via Mississippi,0,  11  1,1199059
11,SU,114002781,Aurora Metro Cntr via Mississippi,0,  11  2,1199059
11,SU,114002782,Aurora Metro Cntr via Mississippi,0,  11  4,1199059
11,SU,114002783,Aurora Metro Cntr via Mississippi,0,  11  2,1199059
11,SU,114002784,Lakewood Commons via Mosier Pl,1,  11  3,1199066
11,SU,114002785,Lakewood Commons,1,  11  1,1199067
11,SU,114002786,Lakewood Commons,1,  11  2,1199067
11,SU,114002787,Lakewood Commons,1,  11  4,1199067
11,SU,114002788,Lakewood Commons,1,  11  3,1199067
11,SU,114002789,Lakewood Commons,1,  11  1,1199067
11,SU,114002790,Lakewood Commons,1,  11  2,1199067
11,SU,114002791,Lakewood Commons,1,  11  4,1199067
11,SU,114002792,Lakewood Commons,1,  11  3,1199067
11,SU,114002793,Lakewood Commons,1,  11  2,1199067
11,SU,114002794,Broadway Stn,1,  11  1,1199065
11,SU,114002795,Broadway Stn,1,  11  2,1199065
11,SU,114002796,Broadway Stn,1,  11  4,1199065
11,SU,114002797,Broadway Stn,1,  11  2,1199065
11,SU,114002798,Broadway Stn,1,  11  1,1199065
11,SU,114002799,Lakewood Commons,1,  11  1,1199067
11,SU,114002800,Broadway Stn,1,  11  4,1199065
11,WK,114002801,Quebec St 73 Stapleton,0,  11 86,1199058
11,WK,114002802,Aurora Metro Cntr via Mississippi,0,  11  5,1199061
11,WK,114002803,Aurora Metro Cntr via Mississippi,0,  11  3,1199059
11,WK,114002804,Aurora Metro Cntr via Mississippi,0,  11  5,1199061
11,WK,114002805,Aurora Metro Cntr via Mississippi,0,  11  6,1199061
11,WK,114002806,Aurora Metro Cntr via Mississippi,0,  11  4,1199061
11,WK,114002807,Aurora Metro Cntr via Mississippi,0,  11  2,1199061
11,WK,114002808,Aurora Metro Cntr via Mississippi,0,  20 11,1199061
