purpose,pct_bike,pct_SOV,pct_HOV,pct_transit,pct_walk
HBO,0.02627269132721397,0.3302817621036178,0.47781810927451307,0.021272899569988676,0.1443545377246664
HBW,0.024568409375611385,0.7231060361764493,0.09841425161925528,0.060598088901287366,0.09331321392739662
NHB,0.0125932830917837,0.33801014185386347,0.5330766705689481,0.02191902130307023,0.09440088318233435
