zone_type,GEOID,zone_SF,existing_FAR,new_FAR,existing_building_SF,max_building_SF,existing_zone_hh,new_zone_hh,existing_zone_population,new_zone_population,increase_population_totract,new_total_tract_population,avg_hhsize_existing,nocar,population,housing_units,hh_income_low,hh_income_mid,hh_income_high,hh_total,oneperson_hh,twoperson_hh,geometry
8,8031002602,45423,4,5,181692,227115,181.692,227.115,285.6574496,357.071812,71.4143624,2956.414362,1.572207084,273,2885,1835,214,538,1000,1752,975,682,"list(list(c(-104.981074, -104.978177, -104.973383, -104.973387, -104.973412, -104.97991, -104.979892, -104.979884, -104.981074, 39.747545, 39.7475, 39.743778, 39.743248, 39.740029, 39.740021, 39.743263, 39.746178, 39.747545)))"
,8031002602,,,,287302,385530,287.302,385.53,451.6982398,606.1329973,154.4347575,5924.434757,1.572207084,273,2885,1835,214,538,1000,1752,975,682,"list(list(c(-104.981074, -104.978177, -104.973383, -104.973387, -104.973412, -104.97991, -104.979892, -104.979884, -104.981074, 39.747545, 39.7475, 39.743778, 39.743248, 39.740029, 39.740021, 39.743263, 39.746178, 39.747545)))"
3,8031002702,2461169,1.5,2.25,3691753.5,5537630.25,3691.7535,5537.63025,5399.220667,8098.831001,2699.610334,9194.610334,1.462508444,688,6495,4441,653,1783,1906,4342,2859,1266,"list(list(c(-104.987404, -104.987403, -104.983581, -104.982256, -104.979832, -104.978681, -104.972979, -104.972935, -104.972939, -104.977558, -104.979938, -104.981138, -104.983623, -104.987415, -104.987404, 39.729094, 39.732043, 39.73204, 39.732034, 39.732021, 39.732026, 39.732049, 39.729078, 39.727283, 39.727261, 39.727268, 39.727264, 39.727283, 39.727275, 39.729094)))"
5,8031002702,"3,055,408",2.5,3.75,7638520,11457780,7638.52,11457.78,11171.4,16757.1,5585.7,12080.7,1.462508444,688,6495,4441,653,1783,1906,4342,2859,1266,"list(list(c(-104.987404, -104.987403, -104.983581, -104.982256, -104.979832, -104.978681, -104.972979, -104.972935, -104.972939, -104.977558, -104.979938, -104.981138, -104.983623, -104.987415, -104.987404, 39.729094, 39.732043, 39.73204, 39.732034, 39.732021, 39.732026, 39.732049, 39.729078, 39.727283, 39.727261, 39.727268, 39.727264, 39.727283, 39.727275, 39.729094)))"
8,8031002702,137563,4,5,550252,687815,550.252,687.815,804.7481964,1005.935245,201.1870491,6696.187049,1.462508444,688,6495,4441,653,1783,1906,4342,2859,1266,"list(list(c(-104.987404, -104.987403, -104.983581, -104.982256, -104.979832, -104.978681, -104.972979, -104.972935, -104.972939, -104.977558, -104.979938, -104.981138, -104.983623, -104.987415, -104.987404, 39.729094, 39.732043, 39.73204, 39.732034, 39.732021, 39.732026, 39.732049, 39.729078, 39.727283, 39.727261, 39.727268, 39.727264, 39.727283, 39.727275, 39.729094)))"
12,8031002702,"411,047",6,6.9,2466282,2836224.3,2466.282,2836.2243,3606.95825,4148.001988,541.0437376,7036.043738,1.462508444,688,6495,4441,653,1783,1906,4342,2859,1266,"list(list(c(-104.987404, -104.987403, -104.983581, -104.982256, -104.979832, -104.978681, -104.972979, -104.972935, -104.972939, -104.977558, -104.979938, -104.981138, -104.983623, -104.987415, -104.987404, 39.729094, 39.732043, 39.73204, 39.732034, 39.732021, 39.732026, 39.732049, 39.729078, 39.727283, 39.727261, 39.727268, 39.727264, 39.727283, 39.727275, 39.729094)))"
,8031002702,,,,14346807.5,20519449.55,14346.8075,20519.44955,20982.32711,30009.86823,9027.54112,35007.54112,1.462508444,688,6495,4441,653,1783,1906,4342,2859,1266,"list(list(c(-104.987404, -104.987403, -104.983581, -104.982256, -104.979832, -104.978681, -104.972979, -104.972935, -104.972939, -104.977558, -104.979938, -104.981138, -104.983623, -104.987415, -104.987404, 39.729094, 39.732043, 39.73204, 39.732034, 39.732021, 39.732026, 39.732049, 39.729078, 39.727283, 39.727261, 39.727268, 39.727264, 39.727283, 39.727275, 39.729094)))"
3,8031002801,244802,1.5,2.25,367203,550804.5,367.203,550.8045,562.1333024,843.1999536,281.0666512,3283.066651,1.530851606,148,3002,1961,255,656,928,1839,1095,532,"list(list(c(-104.987415, -104.983623, -104.981138, -104.979938, -104.977558, -104.972939, -104.972914, -104.972916, -104.97291, -104.972931, -104.973248, -104.976083, -104.977538, -104.980305, -104.982969, -104.987423, -104.987415, 39.727275, 39.727283, 39.727264, 39.727268, 39.727261, 39.727283, 39.725576, 39.723738, 39.721952, 39.720105, 39.718401, 39.7191, 39.719747, 39.721486, 39.723163, 39.726943, 39.727275)))"
5,8031002801,487621,2.5,3.75,1219052.5,1828578.75,1219.0525,1828.57875,1866.188478,2799.282717,933.0942389,3935.094239,1.530851606,148,3002,1961,255,656,928,1839,1095,532,"list(list(c(-104.987415, -104.983623, -104.981138, -104.979938, -104.977558, -104.972939, -104.972914, -104.972916, -104.97291, -104.972931, -104.973248, -104.976083, -104.977538, -104.980305, -104.982969, -104.987423, -104.987415, 39.727275, 39.727283, 39.727264, 39.727268, 39.727261, 39.727283, 39.725576, 39.723738, 39.721952, 39.720105, 39.718401, 39.7191, 39.719747, 39.721486, 39.723163, 39.726943, 39.727275)))"
,8031002801,,,,1586255.5,2379383.25,1586.2555,2379.38325,2428.32178,3642.48267,1214.16089,7218.16089,1.530851606,148,3002,1961,255,656,928,1839,1095,532,"list(list(c(-104.987415, -104.983623, -104.981138, -104.979938, -104.977558, -104.972939, -104.972914, -104.972916, -104.97291, -104.972931, -104.973248, -104.976083, -104.977538, -104.980305, -104.982969, -104.987423, -104.987415, 39.727275, 39.727283, 39.727264, 39.727268, 39.727261, 39.727283, 39.725576, 39.723738, 39.721952, 39.720105, 39.718401, 39.7191, 39.719747, 39.721486, 39.723163, 39.726943, 39.727275)))"
3,8031002802,1979671.5,1.5,2.25,2969507.25,4454260.875,2969.50725,4454.260875,3976.319075,5964.478612,1988.159537,6048.159537,1.339050132,300,4060,3032,404,1272,965,2641,1831,493,"list(list(c(-104.987525, -104.987497, -104.987435, -104.987423, -104.982969, -104.980305, -104.980278, -104.980299, -104.980387, -104.980383, -104.987575, -104.987525, 39.714779, 39.718358, 39.725637, 39.726943, 39.723163, 39.721486, 39.718323, 39.716522, 39.714728, 39.711118, 39.711157, 39.714779)))"
5,8031002802,"817,747",2.5,3.75,2044367.5,3066551.25,2044.3675,3066.55125,2737.510571,4106.265856,1368.755285,5428.755285,1.339050132,300,4060,3032,404,1272,965,2641,1831,493,"list(list(c(-104.987525, -104.987497, -104.987435, -104.987423, -104.982969, -104.980305, -104.980278, -104.980299, -104.980387, -104.980383, -104.987575, -104.987525, 39.714779, 39.718358, 39.725637, 39.726943, 39.723163, 39.721486, 39.718323, 39.716522, 39.714728, 39.711118, 39.711157, 39.714779)))"
,8031002802,,,,5013874.75,7520812.125,5013.87475,7520.812125,6713.829645,10070.74447,3356.914823,11476.91482,1.339050132,300,4060,3032,404,1272,965,2641,1831,493,"list(list(c(-104.987525, -104.987497, -104.987435, -104.987423, -104.982969, -104.980305, -104.980278, -104.980299, -104.980387, -104.980383, -104.987575, -104.987525, 39.714779, 39.718358, 39.725637, 39.726943, 39.723163, 39.721486, 39.718323, 39.716522, 39.714728, 39.711118, 39.711157, 39.714779)))"
3,8031002803,1962288.5,1.5,2.25,2943432.75,4415149.125,2943.43275,4415.149125,4150.696845,6226.045268,2075.348423,7074.348423,1.410155148,297,4999,3545,395,1557,1364,3316,2023,1042,"list(list(c(-104.980387, -104.980299, -104.980278, -104.980305, -104.977538, -104.976083, -104.973248, -104.973391, -104.973393, -104.976907, -104.980383, -104.980387, 39.714728, 39.716522, 39.718323, 39.721486, 39.719747, 39.7191, 39.718401, 39.716531, 39.711108, 39.711102, 39.711118, 39.714728)))"
5,8031002803,1136984,2.5,3.75,2842460,4263690,2842.46,4263.69,4008.309602,6012.464403,2004.154801,7003.154801,1.410155148,297,4999,3545,395,1557,1364,3316,2023,1042,"list(list(c(-104.980387, -104.980299, -104.980278, -104.980305, -104.977538, -104.976083, -104.973248, -104.973391, -104.973393, -104.976907, -104.980383, -104.980387, 39.714728, 39.716522, 39.718323, 39.721486, 39.719747, 39.7191, 39.718401, 39.716531, 39.711108, 39.711102, 39.711118, 39.714728)))"
8,8031002803,"395,955",4,5,1583820,1979775,1583.82,1979.775,2233.431927,2791.789908,558.3579817,5557.357982,1.410155148,297,4999,3545,395,1557,1364,3316,2023,1042,"list(list(c(-104.980387, -104.980299, -104.980278, -104.980305, -104.977538, -104.976083, -104.973248, -104.973391, -104.973393, -104.976907, -104.980383, -104.980387, 39.714728, 39.716522, 39.718323, 39.721486, 39.719747, 39.7191, 39.718401, 39.716531, 39.711108, 39.711102, 39.711118, 39.714728)))"
20,8031002803,"679,841",10,10.5,6798410,7138330.5,6798.41,7138.3305,9586.81286,10066.1535,479.340643,5478.340643,1.410155148,297,4999,3545,395,1557,1364,3316,2023,1042,"list(list(c(-104.980387, -104.980299, -104.980278, -104.980305, -104.977538, -104.976083, -104.973248, -104.973391, -104.973393, -104.976907, -104.980383, -104.980387, 39.714728, 39.716522, 39.718323, 39.721486, 39.719747, 39.7191, 39.718401, 39.716531, 39.711108, 39.711102, 39.711118, 39.714728)))"
,8031002803,,,,14168122.75,17796944.63,14168.12275,17796.94463,19979.25123,25096.45308,5117.201849,25113.20185,1.410155148,297,4999,3545,395,1557,1364,3316,2023,1042,"list(list(c(-104.980387, -104.980299, -104.980278, -104.980305, -104.977538, -104.976083, -104.973248, -104.973391, -104.973393, -104.976907, -104.980383, -104.980387, 39.714728, 39.716522, 39.718323, 39.721486, 39.719747, 39.7191, 39.718401, 39.716531, 39.711108, 39.711102, 39.711118, 39.714728)))"
3,8031003004,94313,1.5,2.25,141469.5,212204.25,141.4695,212.20425,351.7431579,527.6147368,175.8715789,6734.871579,2.486353298,44,6559,2638,316,849,1245,2410,767,839,"list(list(c(-104.974586, -104.973475, -104.973477, -104.973431, -104.965232, -104.959511, -104.959393, -104.959385, -104.959379, -104.959434, -104.959443, -104.963149, -104.963224, -104.967619, -104.968785, -104.968805, -104.973489, -104.973486, -104.974586, 39.667687, 39.669491, 39.674884, 39.678512, 39.678469, 39.678475, 39.678425, 39.673028, 39.667594, 39.663924, 39.661526, 39.66156, 39.66037, 39.660409, 39.660417, 39.665839, 39.665866, 39.667684, 39.667687)))"
5,8031003004,"929,100",2.5,3.75,2322750,3484125,2322.75,3484.125,5775.177123,8662.765684,2887.588561,9446.588561,2.486353298,44,6559,2638,316,849,1245,2410,767,839,"list(list(c(-104.974586, -104.973475, -104.973477, -104.973431, -104.965232, -104.959511, -104.959393, -104.959385, -104.959379, -104.959434, -104.959443, -104.963149, -104.963224, -104.967619, -104.968785, -104.968805, -104.973489, -104.973486, -104.974586, 39.667687, 39.669491, 39.674884, 39.678512, 39.678469, 39.678475, 39.678425, 39.673028, 39.667594, 39.663924, 39.661526, 39.66156, 39.66037, 39.660409, 39.660417, 39.665839, 39.665866, 39.667684, 39.667687)))"
12,8031003004,67911.66667,6,6.9,407470,468590.5,407.47,468.5905,1013.114378,1165.081535,151.9671568,6710.967157,2.486353298,44,6559,2638,316,849,1245,2410,767,839,"list(list(c(-104.974586, -104.973475, -104.973477, -104.973431, -104.965232, -104.959511, -104.959393, -104.959385, -104.959379, -104.959434, -104.959443, -104.963149, -104.963224, -104.967619, -104.968785, -104.968805, -104.973489, -104.973486, -104.974586, 39.667687, 39.669491, 39.674884, 39.678512, 39.678469, 39.678475, 39.678425, 39.673028, 39.667594, 39.663924, 39.661526, 39.66156, 39.66037, 39.660409, 39.660417, 39.665839, 39.665866, 39.667684, 39.667687)))"
,8031003004,,,,2871689.5,4164919.75,2871.6895,4164.91975,7140.034659,10355.46196,3215.427297,22892.4273,2.486353298,44,6559,2638,316,849,1245,2410,767,839,"list(list(c(-104.974586, -104.973475, -104.973477, -104.973431, -104.965232, -104.959511, -104.959393, -104.959385, -104.959379, -104.959434, -104.959443, -104.963149, -104.963224, -104.967619, -104.968785, -104.968805, -104.973489, -104.973486, -104.974586, 39.667687, 39.669491, 39.674884, 39.678512, 39.678469, 39.678475, 39.678425, 39.673028, 39.667594, 39.663924, 39.661526, 39.66156, 39.66037, 39.660409, 39.660417, 39.665839, 39.665866, 39.667684, 39.667687)))"
3,8031003101,"77,475",1.5,2.25,116212.5,174318.75,116.2125,174.31875,237.403664,356.1054961,118.701832,1930.701832,2.042841037,110,1812,887,118,291,377,786,284,230,"list(list(c(-104.973357, -104.959766, -104.959784, -104.964757, -104.964754, -104.968434, -104.968432, -104.973339, -104.973357, 39.750723, 39.750716, 39.746935, 39.746943, 39.746068, 39.746081, 39.747101, 39.746975, 39.750723)))"
3,8031003201,3359239.333,1.5,2.25,5038859,7558288.499,5038.859,7558.288499,8069.067503,12103.60125,4034.533752,9887.533752,1.601367989,284,5853,3655,375,1500,1572,3447,1707,1448,"list(list(c(-104.973008, -104.972991, -104.969688, -104.964766, -104.964773, -104.965006, -104.964491, -104.964619, -104.965881, -104.969461, -104.972935, -104.972979, -104.972978, -104.972999, -104.973008, 39.736875, 39.740038, 39.740025, 39.739999, 39.73682, 39.735404, 39.733456, 39.730484, 39.729093, 39.729085, 39.729078, 39.732049, 39.733708, 39.735157, 39.736875)))"
5,8031003201,2542378.5,2.5,3.75,6355946.25,9533919.375,6355.94625,9533.919375,10178.20886,15267.3133,5089.104432,10942.10443,1.601367989,284,5853,3655,375,1500,1572,3447,1707,1448,"list(list(c(-104.973008, -104.972991, -104.969688, -104.964766, -104.964773, -104.965006, -104.964491, -104.964619, -104.965881, -104.969461, -104.972935, -104.972979, -104.972978, -104.972999, -104.973008, 39.736875, 39.740038, 39.740025, 39.739999, 39.73682, 39.735404, 39.733456, 39.730484, 39.729093, 39.729085, 39.729078, 39.732049, 39.733708, 39.735157, 39.736875)))"
20,8031003201,280983,10,10.5,2809830,2950321.5,2809.83,2950.3215,4499.571817,4724.550408,224.9785908,6077.978591,1.601367989,284,5853,3655,375,1500,1572,3447,1707,1448,"list(list(c(-104.973008, -104.972991, -104.969688, -104.964766, -104.964773, -104.965006, -104.964491, -104.964619, -104.965881, -104.969461, -104.972935, -104.972979, -104.972978, -104.972999, -104.973008, 39.736875, 39.740038, 39.740025, 39.739999, 39.73682, 39.735404, 39.733456, 39.730484, 39.729093, 39.729085, 39.729078, 39.732049, 39.733708, 39.735157, 39.736875)))"
,8031003201,,,,14204635.25,20042529.37,14204.63525,20042.52937,22746.84818,32095.46496,9348.616775,26907.61677,1.601367989,284,5853,3655,375,1500,1572,3447,1707,1448,"list(list(c(-104.973008, -104.972991, -104.969688, -104.964766, -104.964773, -104.965006, -104.964491, -104.964619, -104.965881, -104.969461, -104.972935, -104.972979, -104.972978, -104.972999, -104.973008, 39.736875, 39.740038, 39.740025, 39.739999, 39.73682, 39.735404, 39.733456, 39.730484, 39.729093, 39.729085, 39.729078, 39.732049, 39.733708, 39.735157, 39.736875)))"
3,8031003202,1405445.333,1.5,2.25,2108168,3162251.999,2108.168,3162.251999,3323.826919,4985.740378,1661.913459,5117.913459,1.576642336,335,3456,2192,376,858,874,2108,1191,797,"list(list(c(-104.964619, -104.964491, -104.965006, -104.964773, -104.964766, -104.959781, -104.959784, -104.959795, -104.959839, -104.960192, -104.965881, -104.964619, 39.730484, 39.733456, 39.735404, 39.73682, 39.739999, 39.739988, 39.73681, 39.733453, 39.731079, 39.729108, 39.729093, 39.730484)))"
12,8031003202,"115,740",6,6.9,694440,798606,694.44,798.606,1094.883504,1259.116029,164.2325255,3620.232526,1.576642336,335,3456,2192,376,858,874,2108,1191,797,"list(list(c(-104.964619, -104.964491, -104.965006, -104.964773, -104.964766, -104.959781, -104.959784, -104.959795, -104.959839, -104.960192, -104.965881, -104.964619, 39.730484, 39.733456, 39.735404, 39.73682, 39.739999, 39.739988, 39.73681, 39.733453, 39.731079, 39.729108, 39.729093, 39.730484)))"
20,8031003202,"505,863",10,10.5,5058630,5311561.5,5058.63,5311.5615,7975.650219,8374.43273,398.7825109,3854.782511,1.576642336,335,3456,2192,376,858,874,2108,1191,797,"list(list(c(-104.964619, -104.964491, -104.965006, -104.964773, -104.964766, -104.959781, -104.959784, -104.959795, -104.959839, -104.960192, -104.965881, -104.964619, 39.730484, 39.733456, 39.735404, 39.73682, 39.739999, 39.739988, 39.73681, 39.733453, 39.731079, 39.729108, 39.729093, 39.730484)))"
,8031003202,,,,7861238,9272419.499,7861.238,9272.419499,12394.36064,14619.28914,2224.928496,12592.9285,1.576642336,335,3456,2192,376,858,874,2108,1191,797,"list(list(c(-104.964619, -104.964491, -104.965006, -104.964773, -104.964766, -104.959781, -104.959784, -104.959795, -104.959839, -104.960192, -104.965881, -104.964619, 39.730484, 39.733456, 39.735404, 39.73682, 39.739999, 39.739988, 39.73681, 39.733453, 39.731079, 39.729108, 39.729093, 39.730484)))"
5,8031003401,109896,2.5,3.75,274740,412110,274.74,412.11,477.6055723,716.4083584,238.8027861,2896.802786,1.738391105,38,2658,1529,88,323,980,1391,581,525,"list(list(c(-104.973391, -104.973248, -104.970587, -104.966309, -104.960207, -104.959307, -104.959261, -104.959328, -104.965173, -104.966328, -104.973374, -104.973393, -104.973391, 39.716531, 39.718401, 39.717699, 39.714424, 39.715572, 39.715312, 39.711117, 39.707489, 39.70749, 39.707489, 39.70749, 39.711108, 39.716531)))"
20,8031003401,300918,10,10.5,3009180,3159639,3009.18,3159.639,5231.131746,5492.688334,261.5565873,2919.556587,1.738391105,38,2658,1529,88,323,980,1391,581,525,"list(list(c(-104.973391, -104.973248, -104.970587, -104.966309, -104.960207, -104.959307, -104.959261, -104.959328, -104.965173, -104.966328, -104.973374, -104.973393, -104.973391, 39.716531, 39.718401, 39.717699, 39.714424, 39.715572, 39.715312, 39.711117, 39.707489, 39.70749, 39.707489, 39.70749, 39.711108, 39.716531)))"
,8031003401,,,,3283920,3571749,3283.92,3571.749,5708.737319,6209.096692,500.3593734,5816.359373,1.738391105,38,2658,1529,88,323,980,1391,581,525,"list(list(c(-104.973391, -104.973248, -104.970587, -104.966309, -104.960207, -104.959307, -104.959261, -104.959328, -104.965173, -104.966328, -104.973374, -104.973393, -104.973391, 39.716531, 39.718401, 39.717699, 39.714424, 39.715572, 39.715312, 39.711117, 39.707489, 39.70749, 39.707489, 39.70749, 39.711108, 39.716531)))"
2.5,8031003603,"520,837",0.94,1.41,489586.78,734380.17,489.58678,734.38017,1101.492246,1652.238368,550.7461228,4080.746123,2.249840663,52,3530,1569,199,458,839,1496,404,606,"list(list(c(-104.959758, -104.959763, -104.959752, -104.956104, -104.951183, -104.949914, -104.946262, -104.942711, -104.940495, -104.940508, -104.940508, -104.94058, -104.954945, -104.959766, -104.959758, 39.754466, 39.758228, 39.761991, 39.761984, 39.761962, 39.761953, 39.761934, 39.761716, 39.76196, 39.758294, 39.754664, 39.751036, 39.75115, 39.750716, 39.754466)))"
3,8031003701,"685,063",1.5,2.25,1027594.5,1541391.75,1027.5945,1541.39175,1794.142914,2691.214371,897.0714569,4574.071457,1.745963913,215,3677,2106,329,624,1006,1959,976,717,"list(list(c(-104.959784, -104.959766, -104.954945, -104.94058, -104.940593, -104.940653, -104.940593, -104.94947, -104.95006, -104.954165, -104.95811, -104.959781, -104.959783, -104.95979, -104.959784, 39.746935, 39.750716, 39.75115, 39.751036, 39.74739, 39.743752, 39.740128, 39.74016, 39.740163, 39.740182, 39.740196, 39.739988, 39.743259, 39.744766, 39.746935)))"
5,8031003701,"1,391,795",2.5,3.75,3479487.5,5219231.25,3479.4875,5219.23125,6075.059609,9112.589414,3037.529805,6714.529805,1.745963913,215,3677,2106,329,624,1006,1959,976,717,"list(list(c(-104.959784, -104.959766, -104.954945, -104.94058, -104.940593, -104.940653, -104.940593, -104.94947, -104.95006, -104.954165, -104.95811, -104.959781, -104.959783, -104.95979, -104.959784, 39.746935, 39.750716, 39.75115, 39.751036, 39.74739, 39.743752, 39.740128, 39.74016, 39.740163, 39.740182, 39.740196, 39.739988, 39.743259, 39.744766, 39.746935)))"
12,8031003701,37988,6,6.9,227928,262117.2,227.928,262.1172,397.9540627,457.6471721,59.6931094,3736.693109,1.745963913,215,3677,2106,329,624,1006,1959,976,717,"list(list(c(-104.959784, -104.959766, -104.954945, -104.94058, -104.940593, -104.940653, -104.940593, -104.94947, -104.95006, -104.954165, -104.95811, -104.959781, -104.959783, -104.95979, -104.959784, 39.746935, 39.750716, 39.75115, 39.751036, 39.74739, 39.743752, 39.740128, 39.74016, 39.740163, 39.740182, 39.740196, 39.739988, 39.743259, 39.744766, 39.746935)))"
,8031003701,,,,4735010,7022740.2,4735.01,7022.7402,8267.156586,12261.45096,3994.294371,15025.29437,1.745963913,215,3677,2106,329,624,1006,1959,976,717,"list(list(c(-104.959784, -104.959766, -104.954945, -104.94058, -104.940593, -104.940653, -104.940593, -104.94947, -104.95006, -104.954165, -104.95811, -104.959781, -104.959783, -104.95979, -104.959784, 39.746935, 39.750716, 39.75115, 39.751036, 39.74739, 39.743752, 39.740128, 39.74016, 39.740163, 39.740182, 39.740196, 39.739988, 39.743259, 39.744766, 39.746935)))"
3,8031003702,1405445.333,1.5,2.25,2108168,3162251.999,2108.168,3162.251999,3614.209059,5421.313589,1807.10453,6801.10453,1.714383797,503,4994,2913,607,1238,894,2739,1607,720,"list(list(c(-104.959784, -104.959781, -104.95811, -104.954165, -104.95006, -104.94947, -104.949491, -104.949493, -104.954051, -104.954053, -104.959795, -104.959784, 39.73681, 39.739988, 39.740196, 39.740182, 39.740163, 39.74016, 39.736778, 39.732103, 39.732099, 39.733682, 39.733453, 39.73681)))"
3,8031003703,252331,1.5,2.25,378496.5,567744.75,378.4965,567.74475,666.0396385,999.0594577,333.0198192,3599.019819,1.759698276,194,3266,1856,210,746,703,1659,721,574,"list(list(c(-104.949491, -104.94947, -104.940593, -104.940593, -104.940615, -104.940602, -104.949493, -104.949491, 39.736778, 39.74016, 39.740128, 39.736683, 39.734689, 39.732076, 39.732103, 39.736778)))"
5,8031003703,"434,229",2.5,3.75,1085572.5,1628358.75,1085.5725,1628.35875,1910.280057,2865.420085,955.1400283,4221.140028,1.759698276,194,3266,1856,210,746,703,1659,721,574,"list(list(c(-104.949491, -104.94947, -104.940593, -104.940593, -104.940615, -104.940602, -104.949493, -104.949491, 39.736778, 39.74016, 39.740128, 39.736683, 39.734689, 39.732076, 39.732103, 39.736778)))"
,8031003703,,,,1464069,2196103.5,1464.069,2196.1035,2576.319695,3864.479543,1288.159848,7820.159848,1.759698276,194,3266,1856,210,746,703,1659,721,574,"list(list(c(-104.949491, -104.94947, -104.940593, -104.940593, -104.940615, -104.940602, -104.949493, -104.949491, 39.736778, 39.74016, 39.740128, 39.736683, 39.734689, 39.732076, 39.732103, 39.736778)))"
3,8031003800,"138,876",1.5,2.25,208314,312471,208.314,312.471,298.3380514,447.5070771,149.1690257,6999.169026,1.432155551,478,6850,4783,562,989,2514,4065,1991,1688,"list(list(c(-104.96017, -104.95554, -104.949794, -104.949507, -104.940615, -104.940632, -104.940635, -104.940628, -104.940645, -104.941349, -104.946183, -104.948509, -104.950121, -104.954033, -104.959307, -104.95931, -104.959439, -104.959443, -104.959459, -104.96017, 39.725606, 39.725611, 39.725609, 39.725607, 39.725598, 39.720942, 39.718352, 39.717792, 39.711564, 39.711611, 39.711493, 39.711798, 39.713356, 39.715443, 39.715312, 39.718344, 39.71942, 39.72255, 39.72496, 39.725606)))"
5,8031003800,"308,437",2.5,3.75,771092.5,1156638.75,771.0925,1156.63875,1104.324404,1656.486606,552.1622021,7402.162202,1.432155551,478,6850,4783,562,989,2514,4065,1991,1688,"list(list(c(-104.96017, -104.95554, -104.949794, -104.949507, -104.940615, -104.940632, -104.940635, -104.940628, -104.940645, -104.941349, -104.946183, -104.948509, -104.950121, -104.954033, -104.959307, -104.95931, -104.959439, -104.959443, -104.959459, -104.96017, 39.725606, 39.725611, 39.725609, 39.725607, 39.725598, 39.720942, 39.718352, 39.717792, 39.711564, 39.711611, 39.711493, 39.711798, 39.713356, 39.715443, 39.715312, 39.718344, 39.71942, 39.72255, 39.72496, 39.725606)))"
12,8031003800,"252,703",6,6.9,1516218,1743650.7,1516.218,1743.6507,2171.460025,2497.179029,325.7190038,7175.719004,1.432155551,478,6850,4783,562,989,2514,4065,1991,1688,"list(list(c(-104.96017, -104.95554, -104.949794, -104.949507, -104.940615, -104.940632, -104.940635, -104.940628, -104.940645, -104.941349, -104.946183, -104.948509, -104.950121, -104.954033, -104.959307, -104.95931, -104.959439, -104.959443, -104.959459, -104.96017, 39.725606, 39.725611, 39.725609, 39.725607, 39.725598, 39.720942, 39.718352, 39.717792, 39.711564, 39.711611, 39.711493, 39.711798, 39.713356, 39.715443, 39.715312, 39.718344, 39.71942, 39.72255, 39.72496, 39.725606)))"
,8031003800,,,,2495624.5,3212760.45,2495.6245,3212.76045,3574.122481,4601.172712,1027.050232,21577.05023,1.432155551,478,6850,4783,562,989,2514,4065,1991,1688,"list(list(c(-104.96017, -104.95554, -104.949794, -104.949507, -104.940615, -104.940632, -104.940635, -104.940628, -104.940645, -104.941349, -104.946183, -104.948509, -104.950121, -104.954033, -104.959307, -104.95931, -104.959439, -104.959443, -104.959459, -104.96017, 39.725606, 39.725611, 39.725609, 39.725607, 39.725598, 39.720942, 39.718352, 39.717792, 39.711564, 39.711611, 39.711493, 39.711798, 39.713356, 39.715443, 39.715312, 39.718344, 39.71942, 39.72255, 39.72496, 39.725606)))"
5,8031004003,109473,2.5,3.75,273682.5,410523.75,273.6825,410.52375,537.800141,806.7002114,268.9000705,4485.90007,1.965051258,176,4217,2146,296,642,1132,2070,807,834,"list(list(c(-104.940686, -104.94068, -104.94068, -104.938145, -104.936789, -104.931622, -104.930436, -104.926275, -104.925662, -104.923765, -104.918448, -104.920458, -104.931703, -104.940683, -104.940686, 39.66346, 39.66756, 39.668329, 39.668072, 39.667548, 39.667473, 39.667471, 39.667471, 39.667486, 39.66461, 39.653079, 39.65309, 39.653044, 39.653013, 39.66346)))"
12,8031004003,66486,6,6.9,398916,458753.4,398.916,458.7534,783.8903877,901.4739459,117.5835582,4334.583558,1.965051258,176,4217,2146,296,642,1132,2070,807,834,"list(list(c(-104.940686, -104.94068, -104.94068, -104.938145, -104.936789, -104.931622, -104.930436, -104.926275, -104.925662, -104.923765, -104.918448, -104.920458, -104.931703, -104.940683, -104.940686, 39.66346, 39.66756, 39.668329, 39.668072, 39.667548, 39.667473, 39.667471, 39.667471, 39.667486, 39.66461, 39.653079, 39.65309, 39.653044, 39.653013, 39.66346)))"
,8031004003,,,,672598.5,869277.15,672.5985,869.27715,1321.690529,1708.174157,386.4836286,8820.483629,1.965051258,176,4217,2146,296,642,1132,2070,807,834,"list(list(c(-104.940686, -104.94068, -104.94068, -104.938145, -104.936789, -104.931622, -104.930436, -104.926275, -104.925662, -104.923765, -104.918448, -104.920458, -104.931703, -104.940683, -104.940686, 39.66346, 39.66756, 39.668329, 39.668072, 39.667548, 39.667473, 39.667471, 39.667471, 39.667486, 39.66461, 39.653079, 39.65309, 39.653044, 39.653013, 39.66346)))"
2.5,8031004005,30559,0.94,1.41,28725.46,43088.19,28.72546,43.08819,50.97648873,76.46473309,25.48824436,3324.488244,1.774610005,332,3299,1859,276,769,626,1671,756,678,"list(list(c(-104.959447, -104.950487, -104.947859, -104.94042, -104.940748, -104.940924, -104.950828, -104.956583, -104.959393, -104.959447, 39.684727, 39.68468, 39.684504, 39.682897, 39.678414, 39.678378, 39.678424, 39.678472, 39.678425, 39.684727)))"
