GEOID,new_basic,new_retail,new_service,new_oneperson_hh,new_twoperson_hh,new_total_tract_population,new_total_housing_units,new_hh_income_low,new_hh_income_mid,new_hh_income_high,new_nocar,increase_population_totract,existing_building_SF,max_building_SF,existing_zone_hh,increase_zone_households,new_zone_hh,existing_zone_population,new_zone_population,avg_hhsize_existing,nocar_perc,nocar,population,housing_units,hh_income_low_perc,hh_income_mid_perc,hh_income_high_perc,hh_income_low,hh_income_mid,hh_income_high,hh_total,oneperson_perc,twoperson_perc,oneperson_hh,twoperson_hh,geometry
08001008200,2626.650347,238.5467701,1060.940055,610.81,1446.49,8666.76,2057.3,279.4,897.52,880.38,117.3,2090.76,3060148.6,3556448.63,3060.15,496.3,3556.45,12891.44,14982.19,4.21,0.06,89,6576,1561,0.14,0.44,0.43,212,681,668,1561,0.3,0.7,182,431,"list(list(c(-104.856523, -104.837588, -104.832961, -104.833009, -104.828323, -104.82811, -104.827927, -104.819333, -104.819431, -104.825852, -104.826697, -104.829058, -104.833039, -104.833049, -104.846824, -104.84694, -104.84823, -104.85122, -104.856431, -104.856631, -104.856523, 39.768391, 39.766873, 39.766195, 39.769177, 39.769156, 39.767655, 39.764201, 39.761912, 39.75111, 39.75112, 39.750802, 39.751293, 39.751483, 39.754879, 39.754888, 39.754687, 39.756485, 39.756982, 39.758387, 39.760286, 39.768391
08005081400,348.2854973,248.47831,4872.877987,1136.33,692.43,4380.08,1828.76,270.64,720.59,837.53,232.88,167.08,279027.68,348784.59,279.03,69.76,348.78,668.3,835.38,2.4,0.13,224,4213,1759,0.15,0.39,0.46,243,647,752,1642,0.62,0.38,663,404,"list(list(c(-104.828964, -104.828919, -104.828858, -104.828252, -104.826374, -104.81929, -104.815407, -104.811502, -104.809894, -104.809904, -104.809923, -104.809927, -104.809933, -104.811844, -104.81581, -104.824009, -104.828444, -104.830182, -104.828964, 39.671009, 39.674873, 39.682122, 39.682044, 39.682117, 39.68209, 39.682135, 39.685606, 39.685695, 39.682056, 39.674809, 39.672997, 39.670692, 39.670486, 39.667671, 39.667596, 39.667605, 39.667601, 39.671009)))"
08005081600,364.5509595,178.9613801,1744.873456,1625.03,1471.99,8548.72,3097.02,147.4,1521.95,1427.68,318.15,3389.72,4912098,6140122.5,4912.1,1228.02,6140.12,13558.86,16948.58,2.76,0.1,192,5159,1869,0.05,0.49,0.46,86,888,833,1807,0.52,0.48,584,529,"list(list(c(-104.832903, -104.828177, -104.809938, -104.809946, -104.806267, -104.802237, -104.802391, -104.799422, -104.799023, -104.799616, -104.799506, -104.80995, -104.814622, -104.816758, -104.819977, -104.827929, -104.831795, -104.832903, 39.6542, 39.65719, 39.668884, 39.665845, 39.667434, 39.66756, 39.665421, 39.661398, 39.65966, 39.655005, 39.653144, 39.65315, 39.653151, 39.653143, 39.653136, 39.653125, 39.653079, 39.6542)))"
08005081800,806.5974071,200.5593553,664.1711983,1076.86,1334.22,8295.6,2411.07,296.56,1454.65,659.86,200.56,2587.6,3008290.42,3760363.02,3008.29,752.07,3760.36,10350.4,12938.01,3.44,0.08,138,5708,1659,0.12,0.6,0.27,200,981,445,1626,0.45,0.55,318,394,"list(list(c(-104.82546, -104.82032, -104.819416, -104.810127, -104.810022, -104.810007, -104.809987, -104.810386, -104.817549, -104.819379, -104.82485, -104.825503, -104.82546, 39.74029, 39.740297, 39.740266, 39.740141, 39.740141, 39.733271, 39.728498, 39.725611, 39.725618, 39.725619, 39.725624, 39.736261, 39.74029)))"
08005081900,131.8048964,97.11939736,411.0231638,1828.65,2475.82,11971.7,4304.47,1429.38,1948.17,926.92,613.93,5068.7,7917936,9740407.8,7917.94,1822.47,9740.41,22021.56,27090.26,2.78,0.14,354,6903,2482,0.33,0.45,0.22,788,1074,511,2373,0.42,0.58,551,746,"list(list(c(-104.810386, -104.809987, -104.810007, -104.810022, -104.800625, -104.791219, -104.791202, -104.791164, -104.800569, -104.810293, -104.810386, 39.725611, 39.728498, 39.733271, 39.740141, 39.740281, 39.740269, 39.732891, 39.72563, 39.725621, 39.725611, 39.725611)))"
08005082000,3426.884115,265.0628597,18929.2748,3576.25,3451.7,16710.32,7027.95,1115.92,4736.74,1175.28,200.69,12297.32,20687807.2,25859759,20687.81,5171.95,25859.76,49189.27,61486.59,2.38,0.03,53,4413,1856,0.16,0.67,0.17,282,1197,297,1776,0.51,0.49,603,582,"list(list(c(-104.810293, -104.800569, -104.791164, -104.791165, -104.791165, -104.790969, -104.795677, -104.800947, -104.803748, -104.805659, -104.807656, -104.809989, -104.810002, -104.809967, -104.809881, -104.809778, -104.8098, -104.809784, -104.810386, -104.810293, 39.725611, 39.725621, 39.72563, 39.71381, 39.71365, 39.706477, 39.706734, 39.707147, 39.707773, 39.708227, 39.708614, 39.708627, 39.711584, 39.713555, 39.714082, 39.714804, 39.718363, 39.722535, 39.725611, 39.725611)))"
08005082100,261.543919,279.1478366,1717.639391,2692.53,3556.86,18134.55,6249.39,755.51,2693.56,2800.32,430.04,10923.55,15057558,18821947.5,15057.56,3764.39,18821.95,43694.19,54617.73,2.9,0.07,171,7211,2485,0.12,0.43,0.45,276,984,1023,2283,0.43,0.57,514,679,"list(list(c(-104.809989, -104.807656, -104.805659, -104.803748, -104.800947, -104.795677, -104.790969, -104.790954, -104.791077, -104.800031, -104.805828, -104.809869, -104.809924, -104.809989, 39.708627, 39.708614, 39.708227, 39.707773, 39.707147, 39.706734, 39.706477, 39.700289, 39.696612, 39.696608, 39.696605, 39.696602, 39.700991, 39.708627)))"
08005082200,80.30773931,123.5503682,751.598073,2277.55,2281.46,13143.7,4559.01,787.92,2245.8,1525.29,275.93,6760.7,9380038.4,11725048,9380.04,2345.01,11725.05,27042.81,33803.51,2.88,0.06,134,6383,2214,0.17,0.49,0.33,374,1066,724,2164,0.5,0.5,582,583,"list(list(c(-104.809886, -104.809869, -104.805828, -104.800031, -104.791077, -104.791052, -104.791037, -104.791015, -104.79998, -104.80301, -104.809894, -104.809886, 39.689331, 39.696602, 39.696605, 39.696608, 39.696612, 39.692193, 39.689712, 39.685728, 39.685712, 39.685706, 39.685695, 39.689331)))"
08005082300,43.63611739,557.9189295,504.9322155,2654.13,1843.51,12956.81,4497.64,498.65,2330.3,1668.69,146.49,8799.81,12218553.6,15273192,12218.55,3054.64,15273.19,35199.26,43999.07,2.88,0.03,47,4157,1443,0.11,0.52,0.37,153,715,512,1380,0.59,0.41,406,282,"list(list(c(-104.809904, -104.809894, -104.80301, -104.79998, -104.791015, -104.790994, -104.797771, -104.800532, -104.800808, -104.801012, -104.801063, -104.802676, -104.802858, -104.807665, -104.809923, -104.809904, 39.682056, 39.685695, 39.685706, 39.685712, 39.685728, 39.682099, 39.682123, 39.681418, 39.682144, 39.682332, 39.682141, 39.67596, 39.673935, 39.674731, 39.674809, 39.682056)))"
08005082600,236.3264219,88.62240821,1988.096024,4046.11,2969.83,16412.87,7015.94,480.5,4076.41,2459.03,540.6,10856.87,18563762.8,23204703.5,18563.76,4640.94,23204.7,43427.48,54284.35,2.34,0.08,183,5556,2375,0.07,0.58,0.35,153,1298,783,2234,0.58,0.42,906,665,"list(list(c(-104.791165, -104.789725, -104.785307, -104.77925, -104.779229, -104.772228, -104.772339, -104.771337, -104.769974, -104.769973, -104.771073, -104.772351, -104.777804, -104.791077, -104.790954, -104.790969, -104.791165, -104.791165, 39.71381, 39.713791, 39.711087, 39.711087, 39.707065, 39.707113, 39.699307, 39.696682, 39.696676, 39.696558, 39.696562, 39.696567, 39.696581, 39.696612, 39.700289, 39.706477, 39.71365, 39.71381)))"
08005082800,83.28338215,64.35534075,463.7370143,1576.2,1972.81,9693.05,3549.01,376.26,1534.44,1638.31,85.18,4572.05,6696037.2,8370046.5,6696.04,1674.01,8370.05,18288.22,22860.27,2.73,0.02,45,5121,1875,0.11,0.43,0.46,192,783,836,1811,0.44,0.56,461,577,"list(list(c(-104.791015, -104.784273, -104.783126, -104.78023, -104.779687, -104.77857, -104.778042, -104.777968, -104.777804, -104.772351, -104.772352, -104.772362, -104.772445, -104.778875, -104.781557, -104.784344, -104.78737, -104.791006, -104.790994, -104.791015, 39.685728, 39.685345, 39.685781, 39.688568, 39.689758, 39.691424, 39.693216, 39.693623, 39.696581, 39.696567, 39.693053, 39.682047, 39.680743, 39.678619, 39.678432, 39.678441, 39.677319, 39.677832, 39.682099, 39.685728)))"
08005082900,65.03301042,3.612945024,37.93592275,1144.14,2035.25,8839.07,3179.39,208.89,1247.61,1722.89,16.26,3946.07,5677562.11,7096952.64,5677.56,1419.39,7096.95,15784.27,19730.33,2.78,0.01,9,4893,1760,0.07,0.39,0.54,109,651,899,1659,0.36,0.64,312,555,"list(list(c(-104.772352, -104.772351, -104.771073, -104.769973, -104.769974, -104.767733, -104.753726, -104.753646, -104.762977, -104.762977, -104.764935, -104.772362, -104.772352, 39.693053, 39.696567, 39.696562, 39.696558, 39.696676, 39.696551, 39.696495, 39.681997, 39.682027, 39.682145, 39.682031, 39.682047, 39.693053)))"
08005083100,51.5490459,84.10633805,268.5976602,2787.72,4475.27,18796.41,7262.99,583.53,2883.67,3795.79,127.52,11868.41,18343952.4,22929940.5,18343.95,4585.99,22929.94,47473.63,59342.04,2.59,0.02,47,6928,2677,0.08,0.4,0.52,206,1018,1340,2564,0.38,0.62,598,960,"list(list(c(-104.772469, -104.772456, -104.772445, -104.772362, -104.764935, -104.762977, -104.762977, -104.753646, -104.753301, -104.753128, -104.75301, -104.75415, -104.759096, -104.772442, -104.772473, -104.772469, 39.670618, 39.67723, 39.680743, 39.682047, 39.682031, 39.682145, 39.682027, 39.681997, 39.681259, 39.674769, 39.667909, 39.667893, 39.667827, 39.667703, 39.669017, 39.670618)))"
08005083300,47.30304982,881.3305072,953.529899,1745.5,2730.86,11093.81,4476.36,392.17,1400.96,2683.24,52.28,6637.81,10713444.8,13391806,10713.44,2678.36,13391.81,26551.23,33189.04,2.48,0.01,21,4456,1798,0.09,0.31,0.6,152,543,1040,1735,0.39,0.61,434,679,"list(list(c(-104.791036, -104.785176, -104.779871, -104.778672, -104.777344, -104.775643, -104.775219, -104.772473, -104.772442, -104.772399, -104.772456, -104.777441, -104.779093, -104.777342, -104.777427, -104.780606, -104.782184, -104.78975, -104.791109, -104.791036, 39.667559, 39.667523, 39.667447, 39.667954, 39.668791, 39.669546, 39.669151, 39.669017, 39.667703, 39.665583, 39.653109, 39.653132, 39.653119, 39.657138, 39.657979, 39.657816, 39.658152, 39.660262, 39.660307, 39.667559)))"
08005083500,58.33026157,522.9609658,925.2386318,1887.98,2520.98,12995.58,4408.96,582.63,1847.05,1979.28,146.83,6534.58,8867846.8,11084808.5,8867.85,2216.96,11084.81,26138.3,32672.88,2.95,0.03,73,6461,2192,0.13,0.42,0.45,282,894,958,2134,0.43,0.57,513,685,"list(list(c(-104.791018, -104.791006, -104.78737, -104.784344, -104.781557, -104.778875, -104.772445, -104.772456, -104.772469, -104.772473, -104.775219, -104.775643, -104.777344, -104.778672, -104.779871, -104.785176, -104.791036, -104.791018, 39.673665, 39.677832, 39.677319, 39.678441, 39.678432, 39.678619, 39.680743, 39.67723, 39.670618, 39.669017, 39.669151, 39.669546, 39.668791, 39.667954, 39.667447, 39.667523, 39.667559, 39.673665)))"
08005083600,163.6223736,195.7624827,864.8611176,2495.44,2386.94,10980.23,4882.38,473.78,2433.5,1975.1,75.97,7222.23,13879529.4,17090905.41,13879.53,3211.38,17090.91,31214.41,38436.64,2.25,0.02,26,3758,1671,0.1,0.5,0.4,154,791,642,1587,0.51,0.49,552,528,"list(list(c(-104.856038, -104.852944, -104.847119, -104.84773, -104.848336, -104.848332, -104.847251, -104.844478, -104.844322, -104.84359, -104.837182, -104.8356, -104.835516, -104.834612, -104.832903, -104.831795, -104.831217, -104.830169, -104.829237, -104.828844, -104.82894, -104.822927, -104.822661, -104.819756, -104.818968, -104.810302, -104.810309, -104.812702, -104.815791, -104.81916, -104.819609, -104.82197, -104.823337, -104.82582, -104.828784, -104.831731, -104.837531, -104.841332, -104.847333, 
-104.849333, -104.847233, -104.848533, -104.854232, -104.857203, -104.856038, 39.654178, 39.655706, 39.65678, 39.657101, 39.657891, 39.659161, 39.659087, 39.658583, 39.658559, 39.658448, 39.657195, 39.656407, 39.656353, 39.655744, 39.6542, 39.653079, 39.652463, 39.651121, 39.649124, 39.646477, 39.638572, 39.638546, 39.638545, 39.635953, 39.635604, 39.6326, 39.631359, 39.631432, 39.629962, 39.629555, 39.631319, 39.631306, 39.631328, 39.630822, 39.630302, 39.629788, 39.631888, 39.637589, 39.641889, 
39.644988, 39.648288, 39.649988, 39.650887, 39.653246, 39.654178)))"
08005083700,211.2889796,197.9162594,1856.133568,1156.42,2938.3,12083.59,4094.72,145.36,1494.72,2454.64,203.27,7565.59,11256536.7,13820264.24,11256.54,2563.72,13820.26,33218.18,40783.77,2.95,0.05,76,4518,1531,0.04,0.37,0.6,53,545,895,1493,0.28,0.72,257,653,"list(list(c(-104.837531, -104.831731, -104.828784, -104.82582, -104.823337, -104.82197, -104.819609, -104.81916, -104.815791, -104.812702, -104.810309, -104.810349, -104.810377, -104.810956, -104.810985, -104.816398, -104.816681, -104.819817, -104.819262, -104.817181, -104.810614, -104.810501, -104.809906, -104.812623, -104.8164, -104.816527, -104.817084, -104.817932, -104.819931, -104.823038, -104.822111, -104.823775, -104.825438, -104.827606, -104.82988, -104.83249, -104.834448, -104.834111, -104.832832, 
-104.834732, -104.839432, -104.837531, 39.631888, 39.629788, 39.630302, 39.630822, 39.631328, 39.631306, 39.631319, 39.629555, 39.629962, 39.631432, 39.631359, 39.623874, 39.620354, 39.619148, 39.619125, 39.618098, 39.619145, 39.618898, 39.617833, 39.615803, 39.610542, 39.610359, 39.609184, 39.608045, 39.604647, 39.604529, 39.605028, 39.605789, 39.60574, 39.6055, 39.612047, 39.613542, 39.613373, 39.611879, 39.611479, 39.613289, 39.61611, 39.618447, 39.621489, 39.626189, 39.627389, 39.631888)))"
08005083800,218.8480221,52.33322268,409.1506501,1145.76,1608.86,6879.44,2754.62,210.14,1248.19,1296.29,88.01,3987.44,7040435.23,8637064.03,7040.44,1596.62,8637.06,17582.85,21570.28,2.5,0.03,37,2892,1158,0.08,0.45,0.47,83,493,512,1088,0.42,0.58,287,403,"list(list(c(-104.819977, -104.816758, -104.814622, -104.80995, -104.810021, -104.810148, -104.810196, -104.810235, -104.81027, -104.814866, -104.819657, -104.819617, -104.819328, -104.818624, -104.819977, 39.653136, 39.653143, 39.653151, 39.65315, 39.650986, 39.644419, 39.642136, 39.640225, 39.638491, 39.63851, 39.638531, 39.641778, 39.649627, 39.65054, 39.653136)))"
08005084100,50.20893576,8.098215445,254.283965,780.95,1820.2,7487.61,2601.15,322.46,1020.29,1258.41,56.69,2864.61,3980592,4975740,3980.59,995.15,4975.74,11458.45,14323.07,2.88,0.02,35,4623,1606,0.12,0.39,0.48,195,617,761,1573,0.3,0.7,257,599,"list(list(c(-104.791248, -104.791217, -104.784386, -104.779093, -104.777441, -104.772456, -104.772512, -104.774319, -104.777159, -104.779283, -104.779791, -104.782934, -104.787784, -104.788143, -104.791325, -104.791248, 39.649809, 39.653127, 39.653109, 39.653119, 39.653132, 39.653109, 39.647056, 39.646541, 39.643358, 39.64284, 39.642778, 39.642831, 39.645793, 39.645868, 39.64597, 39.649809)))"
08005084200,63.65073138,145.1236676,743.4405426,977.28,2431.85,9573.07,3409.13,166.62,1631.84,1610.68,43.28,5813.07,8280534.8,10350668.5,8280.53,2070.13,10350.67,23252.29,29065.36,2.81,0.01,17,3760,1339,0.05,0.48,0.47,63,617,609,1289,0.29,0.71,172,428,"list(list(c(-104.791361, -104.791325, -104.788143, -104.787784, -104.782934, -104.779791, -104.779283, -104.777159, -104.774319, -104.772512, -104.769534, -104.765841, -104.763974, -104.76322, -104.779016, -104.782269, -104.784639, -104.791471, -104.791361, 39.644256, 39.64597, 39.645868, 39.645793, 39.642831, 39.642778, 39.64284, 39.643358, 39.646541, 39.647056, 39.643251, 39.642226, 39.64132, 39.638506, 39.638515, 39.63851, 39.638507, 39.638498, 39.644256)))"
08005084400,41.93236698,0,23.29575943,577.08,1038.1,4816.01,1615.17,83.86,633.65,897.66,18.64,1715.01,2300696.41,2875870.51,2300.7,575.17,2875.87,6860.06,8575.07,2.98,0.01,12,3101,1040,0.05,0.39,0.56,54,408,578,1040,0.36,0.64,179,322,"list(list(c(-104.765841, -104.763564, -104.759819, -104.76043, -104.759391, -104.757129, -104.755609, -104.754243, -104.753697, -104.75345, -104.75314, -104.753283, -104.75358, -104.753575, -104.754191, -104.756723, -104.758669, -104.76322, -104.763974, -104.765841, 39.642226, 39.645062, 39.645638, 39.64674, 39.648239, 39.649631, 39.653046, 39.65304, 39.653046, 39.653034, 39.653029, 39.652157, 39.638585, 39.638483, 39.638465, 39.638495, 39.638498, 39.638506, 39.64132, 39.642226)))"
08005084500,51.40330995,0,492.8670307,1308.81,2428.51,9053.03,3737.32,254.96,1829.93,1652.43,139.09,6059.03,10005286.32,12506607.9,10005.29,2501.32,12506.61,24236.11,30295.13,2.42,0.04,46,2994,1236,0.07,0.49,0.44,79,567,512,1158,0.35,0.65,263,488,"list(list(c(-104.791109, -104.78975, -104.782184, -104.780606, -104.777427, -104.777342, -104.779093, -104.784386, -104.791217, -104.791109, 39.660307, 39.660262, 39.658152, 39.657816, 39.657979, 39.657138, 39.653119, 39.653109, 39.653127, 39.660307)))"
08005084600,183.3763638,403.7644708,852.9524445,1379.76,1939.52,9091.43,3319.28,261.6,1571.31,1486.37,53.84,3687.43,5385116.4,6731395.5,5385.12,1346.28,6731.4,14749.71,18437.13,2.74,0.02,32,5404,1973,0.08,0.47,0.45,154,925,875,1954,0.42,0.58,456,641,"list(list(c(-104.822661, -104.819657, -104.814866, -104.81027, -104.799191, -104.797401, -104.791471, -104.791509, -104.791531, -104.794783, -104.798173, -104.80071, -104.803819, -104.810302, -104.818968, -104.819756, -104.822661, 39.638545, 39.638531, 39.63851, 39.638491, 39.638495, 39.638496, 39.638498, 39.630657, 39.626099, 39.627227, 39.628405, 39.629286, 39.630366, 39.6326, 39.635604, 39.635953, 39.638545)))"
08005084700,66.4639329,79.75671948,377.1828192,1247.9,1518.67,7131.58,2766.56,137.23,1002.94,1626.39,31.57,2839.58,4406252,5507815,4406.25,1101.56,5507.82,11358.34,14197.92,2.58,0.01,19,4292,1665,0.05,0.36,0.59,81,592,960,1633,0.45,0.55,424,516,"list(list(c(-104.810235, -104.810196, -104.810148, -104.810021, -104.80995, -104.799506, -104.797559, -104.798324, -104.798233, -104.798916, -104.797437, -104.795539, -104.797401, -104.799191, -104.81027, -104.810235, 39.640225, 39.642136, 39.644419, 39.650986, 39.65315, 39.653144, 39.653121, 39.651242, 39.649435, 39.645497, 39.644019, 39.642684, 39.638496, 39.638495, 39.638491, 39.640225)))"
08005085700,43.66334737,427.536943,334.7523299,1566.86,1706.07,8206.89,3272.93,380.35,1579.9,1312.68,67.31,3695.89,5895728.8,7369661,5895.73,1473.93,7369.66,14783.56,18479.46,2.51,0.02,37,4511,1799,0.12,0.48,0.4,195,810,673,1678,0.48,0.52,484,527,"list(list(c(-104.791509, -104.791471, -104.784639, -104.782269, -104.78396, -104.781159, -104.778849, -104.778219, -104.778093, -104.775922, -104.774728, -104.772502, -104.772629, -104.768074, -104.767394, -104.767229, -104.772824, -104.786049, -104.786395, -104.788079, -104.791531, -104.791509, 39.630657, 39.638498, 39.638507, 39.63851, 39.634543, 39.631985, 39.630964, 39.630776, 39.629215, 39.626424, 39.626283, 39.625328, 39.625143, 39.624794, 39.623986, 39.623788, 39.623978, 39.623966, 39.624149, 
39.624752, 39.626099, 39.630657)))"
08005085800,25.70910874,0,22.28122758,362.45,758.47,3057.67,1120.92,54.55,369.53,696.83,0,1273.67,1867673.95,2334592.43,1867.67,466.92,2334.59,5094.69,6368.37,2.73,0,0,1784,654,0.05,0.33,0.62,31,210,396,637,0.32,0.68,108,226,"list(list(c(-104.782269, -104.779016, -104.76322, -104.763242, -104.763075, -104.762951, -104.761365, -104.76077, -104.758499, -104.754602, -104.754335, -104.754347, -104.758903, -104.759602, -104.762621, -104.763125, -104.767285, -104.773293, -104.778738, -104.778219, -104.778849, -104.781159, -104.78396, -104.782269, 39.63851, 39.638515, 39.638506, 39.636552, 39.635901, 39.635675, 39.634582, 39.634393, 39.633668, 39.631243, 39.630572, 39.628199, 39.629836, 39.631468, 39.631878, 39.631942, 39.632485, 
39.631187, 39.632311, 39.630776, 39.630964, 39.631985, 39.634543, 39.63851)))"
08005085900,93.14028708,39.58462201,173.4737847,570.03,1751.49,7299.87,2321.52,108.99,433.54,1778.99,41.91,1029.87,655045.98,982568.97,655.05,327.52,982.57,2059.75,3089.62,3.14,0.02,36,6270,1994,0.05,0.19,0.77,90,358,1469,1917,0.25,0.75,179,550,"list(list(c(-104.76322, -104.758669, -104.756723, -104.754191, -104.753575, -104.749122, -104.735058, -104.727831, -104.725698, -104.724984, -104.719447, -104.719159, -104.719037, -104.719088, -104.72626, -104.731839, -104.733785, -104.733538, -104.738194, -104.744186, -104.749876, -104.751372, -104.752161, -104.75397, -104.754374, -104.754347, -104.754335, -104.754602, -104.758499, -104.76077, -104.761365, -104.762951, -104.763075, -104.763242, -104.76322, 39.638506, 39.638498, 39.638495, 39.638465, 
39.638483, 39.638481, 39.638452, 39.638557, 39.638529, 39.638526, 39.638558, 39.638548, 39.638545, 39.623937, 39.623932, 39.623688, 39.62502, 39.626858, 39.627203, 39.626795, 39.627128, 39.626893, 39.626621, 39.626545, 39.626548, 39.628199, 39.630572, 39.631243, 39.633668, 39.634393, 39.634582, 39.635675, 39.635901, 39.636552, 39.638506)))"
08005087000,84.14867211,3095.207679,2480.556508,4949.4,3366.68,19259.07,8316.08,1116.92,3894.01,3305.16,676.85,13995.07,28055047.4,34098132.31,28055.05,6043.08,34098.13,64972.18,78967.25,2.32,0.08,185,5264,2273,0.13,0.47,0.4,294,1025,870,2189,0.6,0.4,910,619,"list(list(c(-104.875309, -104.874196, -104.865962, -104.865962, -104.865963, -104.865953, -104.875268, -104.87528, -104.875281, -104.87529, -104.875309, 39.696505, 39.696472, 39.696559, 39.691896, 39.689467, 39.685652, 39.68567, 39.689243, 39.689292, 39.691715, 39.696505)))"
08005087100,67.7710649,1613.47266,2450.184654,2328.32,1391.26,7269.75,3719.59,854.65,1930.78,934.16,450.94,4480.75,9170349.6,11462937,9170.35,2292.59,11462.94,17922.99,22403.74,1.95,0.12,173,2789,1427,0.23,0.52,0.25,301,680,329,1310,0.63,0.37,569,340,"list(list(c(-104.875254, -104.875268, -104.865953, -104.865942, -104.865986, -104.866051, -104.868216, -104.870882, -104.875274, -104.875254, 39.682045, 39.68567, 39.685652, 39.68202, 39.674767, 39.670847, 39.672621, 39.674764, 39.678365, 39.682045)))"
08031000202,852.4672267,40.53335996,471.2003095,1201.78,1106.09,5074.27,2307.87,550.61,787.51,969.75,259.67,1068.27,971735.25,1457602.88,971.74,485.87,1457.6,2136.54,3204.81,2.2,0.11,205,4006,1822,0.24,0.34,0.42,423,605,745,1773,0.52,0.48,628,578,"list(list(c(-105.025248, -105.025135, -105.020008, -105.015833, -105.006425, -105.002581, -104.998334, -104.998194, -105.004178, -105.006433, -105.01118, -105.014685, -105.015854, -105.017421, -105.025275, -105.025248, 39.780263, 39.784226, 39.783606, 39.78357, 39.783141, 39.783501, 39.782399, 39.776547, 39.776556, 39.776537, 39.776554, 39.776563, 39.776564, 39.776573, 39.776643, 39.780263)))"
08031000301,170.6206458,345.4283012,1907.182924,1580.28,1457.39,6143.39,3037.67,497.62,816.75,1723.3,415.56,274.39,271349.4,407024.1,271.35,135.67,407.02,548.78,823.16,2.02,0.14,397,5869,2902,0.16,0.27,0.57,460,755,1593,2808,0.52,0.48,1093,1008,"list(list(c(-105.053245, -105.046286, -105.043972, -105.042727, -105.040433, -105.034615, -105.029941, -105.025275, -105.025278, -105.025238, -105.029969, -105.034643, -105.039337, -105.040499, -105.044012, -105.046285, -105.05324, -105.053241, -105.053245, 39.776583, 39.77657, 39.776573, 39.776701, 39.776688, 39.776751, 39.776684, 39.776643, 39.772927, 39.769288, 39.769402, 39.769547, 39.769432, 39.769456, 39.769362, 39.76938, 39.769333, 39.772938, 39.776583)))"
08031000303,235.2321715,237.3324587,1350.484699,1434.7,1348.18,4898.92,2782.88,372.28,742.1,1668.5,153.32,233.92,265760,398640,265.76,132.88,398.64,467.84,701.76,1.76,0.06,146,4665,2650,0.13,0.27,0.6,303,604,1358,2265,0.52,0.48,912,857,"list(list(c(-105.039337, -105.034643, -105.029969, -105.025238, -105.025287, -105.025233, -105.025281, -105.025241, -105.025233, -105.02993, -105.034613, -105.039303, -105.03931, -105.039337, 39.769432, 39.769547, 39.769402, 39.769288, 39.766078, 39.765609, 39.764664, 39.762021, 39.758476, 39.758485, 39.758518, 39.758499, 39.763957, 39.769432)))"
08031000402,819.9110348,471.1234835,6603.537445,2957.7,2411.99,14966.63,5369.69,1008.56,1260.69,3100.44,596.28,3466.63,4039382.5,6059073.75,4039.38,2019.69,6059.07,6933.27,10399.9,1.72,0.11,372,5750,3350,0.19,0.23,0.58,580,725,1783,3088,0.55,0.45,1420,1158,"list(list(c(-105.025238, -105.018975, -105.017422, -105.014711, -105.014399, -105.011202, -105.0112, -105.011185, -105.011008, -105.008965, -105.012692, -105.014639, -105.015835, -105.020538, -105.021368, -105.025233, -105.025241, -105.025281, -105.025233, -105.025287, -105.025238, 39.769288, 39.76927, 39.769272, 39.769293, 39.769292, 39.769286, 39.765639, 39.762037, 39.759643, 39.758085, 39.755368, 39.756078, 39.756303, 39.758038, 39.75846, 39.758476, 39.762021, 39.764664, 39.765609, 39.766078, 
39.769288)))"
08031000600,1396.212143,735.2833181,14090.17639,2527.51,2177.31,14416.51,4704.82,1012.26,1405.28,2287.29,453.86,3946.51,5052414.5,7549230.75,5052.41,2496.82,7549.23,7985.93,11932.43,1.58,0.1,213,3490,2208,0.22,0.3,0.49,443,615,1001,2059,0.54,0.46,996,858,"list(list(c(-105.025222, -105.025233, -105.021368, -105.020538, -105.015835, -105.014639, -105.012692, -105.011707, -105.009489, -105.012528, -105.015133, -105.015677, -105.016261, -105.018982, -105.020549, -105.020509, -105.023616, -105.025213, -105.025268, -105.025222, 39.754837, 39.758476, 39.75846, 39.758038, 39.756303, 39.756078, 39.755368, 39.755009, 39.753926, 39.751401, 39.749855, 39.744744, 39.743389, 39.746384, 39.746483, 39.747599, 39.747588, 39.746363, 39.749998, 39.754837)))"
08031000701,477.149721,228.3135762,815.7721036,2477.08,1253.08,11584.99,3730.16,1119.92,1387.72,1222.52,903.19,2552.99,2694320,4041480,2694.32,1347.16,4041.48,5105.98,7658.97,1.9,0.24,577,4516,2383,0.3,0.37,0.33,644,798,703,2145,0.66,0.34,1107,560,"list(list(c(-105.053206, -105.05321, -105.053212, -105.039308, -105.039324, -105.039326, -105.039311, -105.0393, -105.04205, -105.045537, -105.049868, -105.053228, -105.053206, 39.740411, 39.743273, 39.74398, 39.743953, 39.741526, 39.740342, 39.73847, 39.734344, 39.73505, 39.734846, 39.735277, 39.734965, 39.740411)))"
