from_id,percentile,cutoff,accessibility
08001008801,50,15,1583
08001007801,50,15,7085
08059012039,50,15,1366
08031004103,50,15,4518
08031004201,50,15,28609
08005087000,50,15,14450
08031004002,50,15,52299
08005082400,50,15,4311
08005005635,50,15,5397
08059010210,50,15,3551
08059011805,50,15,11957
08031002703,50,15,188761
08005085000,50,15,1608
08005007704,50,15,4038
08005084200,50,15,1455
08005084000,50,15,3474
08059012049,50,15,2099
08031004503,50,15,5108
08005006601,50,15,9334
08005083400,50,15,1878
08059009832,50,15,5143
08059011701,50,15,8684
08059010604,50,15,4138
08005081100,50,15,10063
08014031000,50,15,2159
08001008546,50,15,1347
08005080200,50,15,29551
08031015400,50,15,6594
08031002802,50,15,150357
08031008391,50,15,331
08031004202,50,15,4963
08001008100,50,15,33358
08059011730,50,15,1802
08001008508,50,15,2833
08014030400,50,15,1937
08005005631,50,15,6864
08005083000,50,15,149
08031002402,50,15,194491
08005006711,50,15,21998
08001008526,50,15,7454
08001009325,50,15,8112
08031001102,50,15,66671
08001009327,50,15,4956
08005084500,50,15,3748
08031980100,50,15,12508
08005084100,50,15,3257
08035014113,50,15,1295
08031004405,50,15,14091
08005085400,50,15,1970
08005080300,50,15,27999
08031006813,50,15,18703
08031015500,50,15,48650
08059011602,50,15,9649
08031004506,50,15,16565
08031005300,50,15,44670
08093000400,50,15,131
08093000200,50,15,213
08031001902,50,15,72392
08031008305,50,15,641
08001009306,50,15,2175
08059011550,50,15,14668
08059011951,50,15,613
08031001901,50,15,11107
08031012001,50,15,351
08031003003,50,15,48555
08031005102,50,15,38659
08001009309,50,15,2750
08035014110,50,15,2181
08001008549,50,15,828
08005005800,50,15,44204
08059011401,50,15,10411
08031004304,50,15,47502
08031004303,50,15,89628
08059010504,50,15,7139
08059011202,50,15,14560
08059010701,50,15,12511
08059012054,50,15,6198
08005005628,50,15,4060
08005005700,50,15,22541
08005006200,50,15,11145
08005006708,50,15,5904
08005007703,50,15,11217
08001009501,50,15,3317
08001009607,50,15,10722
08035014300,50,15,109
08059012047,50,15,2051
08005006502,50,15,11925
08031004504,50,15,3218
08031008306,50,15,2213
08001009502,50,15,3350
08031001401,50,15,26297
08014980100,50,15,0
08005085700,50,15,2699
08005006712,50,15,29308
08059011300,50,15,8968
08059012059,50,15,1279
08005081500,50,15,1609
08031002701,50,15,212344
08031004700,50,15,2279
08005006100,50,15,17448
08005080500,50,15,10430
08059010212,50,15,14553
08031003601,50,15,24500
08001009326,50,15,357
08001009603,50,15,9046
08005005614,50,15,2999
08001007802,50,15,34544
08059012060,50,15,782
08005006858,50,15,25005
08001009101,50,15,7507
08031007037,50,15,2024
08005084800,50,15,785
08005082800,50,15,3367
08001008709,50,15,15403
08035014124,50,15,2152
08001008524,50,15,1358
08031001302,50,15,31426
08014030000,50,15,6584
08059009847,50,15,904
08005082700,50,15,3040
08001009410,50,15,7803
08001009604,50,15,7156
08031002403,50,15,155018
08001008548,50,15,682
08001009408,50,15,3746
08014030800,50,15,5956
08031000303,50,15,34401
08005087100,50,15,21311
08059011723,50,15,5997
08035014129,50,15,2755
08001008200,50,15,27333
08001009608,50,15,13419
08059012044,50,15,1349
08059011729,50,15,2073
08031004004,50,15,5778
08031000102,50,15,9127
08005007201,50,15,18747
08031004301,50,15,85824
08005006713,50,15,11207
08059011804,50,15,2931
08005085600,50,15,1775
08005007301,50,15,31267
08014030300,50,15,4939
08059012051,50,15,2963
08005007600,50,15,27011
08035014114,50,15,3775
08059009831,50,15,4421
08005086900,50,15,9716
08001009409,50,15,7317
08059012052,50,15,2195
08031005001,50,15,20685
08001009207,50,15,7573
08019014700,50,15,647
08031002901,50,15,38980
08031000905,50,15,9070
08059011720,50,15,1528
08031001800,50,15,173748
08031001600,50,15,62738
08059009833,50,15,4734
08001009606,50,15,10247
08059010306,50,15,7956
08059980000,50,15,3353
08059010902,50,15,17987
08001008706,50,15,1535
08031006811,50,15,18309
08031000701,50,15,9815
08031003402,50,15,25266
08031003702,50,15,128856
08031000401,50,15,31781
08059012042,50,15,3983
08005005626,50,15,4819
08005086200,50,15,1852
08005004951,50,15,31985
08035014115,50,15,2493
08031002601,50,15,221100
08019014900,50,15,1979
08031000702,50,15,22284
08059010901,50,15,8718
08031004505,50,15,9645
08001008544,50,15,1199
08001009752,50,15,3623
08059012058,50,15,385
08031000202,50,15,16614
08059011708,50,15,5189
08059010303,50,15,3109
08031005104,50,15,55589
08005006815,50,15,6712
08031000502,50,15,32302
08031005502,50,15,1780
08031003703,50,15,115546
08001009203,50,15,16297
08031008312,50,15,2848
08014031100,50,15,22143
08005006704,50,15,1787
08031007089,50,15,1532
08035014139,50,15,2316
08005082000,50,15,23689
08035014130,50,15,12397
08035014127,50,15,331
08059010702,50,15,7786
08059012055,50,15,1952
08005087300,50,15,17097
08001009308,50,15,2051
08031008390,50,15,341
08093000500,50,15,278
08059010100,50,15,17586
08059010208,50,15,4896
08039961206,50,15,359
08059012036,50,15,7122
08005085900,50,15,322
08035014203,50,15,676
08031004801,50,15,1994
08005005627,50,15,5407
08059011728,50,15,1823
08005005633,50,15,10295
08005083700,50,15,2311
08059011711,50,15,4155
08059009834,50,15,3949
08005006604,50,15,9914
08005005620,50,15,5671
08005083500,50,15,5480
08001009319,50,15,4186
08001008507,50,15,3137
08014030100,50,15,2766
08005081200,50,15,15927
08001008705,50,15,1527
08005005611,50,15,4288
08031012014,50,15,5603
08059012037,50,15,568
08005005623,50,15,8798
08005005553,50,15,3234
08005086300,50,15,1694
08001009307,50,15,1855
08001009401,50,15,6268
08031004306,50,15,11498
08031003201,50,15,160450
08031004403,50,15,3091
08031005200,50,15,17140
08005007104,50,15,2691
