GEOID,nocar,population,housing_units,hh_income_low,hh_income_mid,hh_income_high,hh_total,oneperson_hh,twoperson_hh,geometry
08059009840,157,3664,1593,218,553,793,1564,519,511,"list(list(c(-105.154472, -105.150492, -105.149462, -105.149454, -105.1484, -105.147628, -105.147493, -105.147439, -105.144176, -105.142705, -105.14204, -105.140723, -105.137861, -105.13787, -105.137856, -105.137845, -105.152301, -105.152531, -105.153642, -105.154472, 39.821723, 39.822016, 39.822981, 39.827071, 39.827094, 39.827064, 39.827063, 39.827062, 39.827055, 39.82706, 39.827037, 39.827058, 39.827064, 39.823449, 39.814524, 39.812715, 39.812605, 39.816879, 39.818217, 39.821723)))"
08059009815,0,5395,1921,59,390,1441,1890,280,709,"list(list(c(-105.148434, -105.148259, -105.144932, -105.140899, -105.140073, -105.145819, -105.141566, -105.143519, -105.139499, -105.13823, -105.137318, -105.138581, -105.137655, -105.139267, -105.135562, -105.126198, -105.115995, -105.111948, -105.111767, -105.111761, -105.111708, -105.111239, -105.110369, -105.110048, -105.110043, -105.110089, -105.119548, -105.126567, -105.1289, -105.129053, -105.130498, -105.131267, -105.132429, -105.136375, -105.141121, -105.143831, -105.147781, -105.147767, 
-105.147745, -105.147783, -105.147746, -105.147708, -105.147644, -105.147649, -105.14761, -105.147593, -105.148854, -105.148434, 39.87128, 39.871506, 39.870585, 39.867728, 39.866596, 39.864665, 39.862878, 39.861379, 39.862004, 39.862673, 39.861778, 39.860834, 39.85974, 39.858285, 39.856586, 39.855994, 39.853422, 39.854429, 39.853019, 39.85301, 39.852921, 39.853183, 39.853536, 39.853038, 39.851717, 39.841972, 39.842008, 39.842048, 39.842055, 39.842056, 39.84207, 39.842069, 39.842075, 39.841936, 39.844443, 
39.845343, 39.845893, 39.846058, 39.847776, 39.851727, 39.853071, 39.856414, 39.863078, 39.863898, 39.867491, 39.869683, 39.871031, 39.87128)))"
08059010402,140,5411,3032,474,1488,825,2787,1276,957,"list(list(c(-105.137961, -105.128737, -105.128525, -105.123786, -105.114344, -105.109275, -105.104915, -105.101957, -105.10016, -105.095791, -105.086129, -105.0861, -105.0861, -105.086122, -105.086116, -105.086117, -105.090533, -105.1002, -105.102719, -105.109589, -105.121106, -105.124045, -105.126891, -105.128569, -105.137877, -105.138041, -105.137961, 39.786747, 39.788866, 39.78892, 39.78991, 39.791862, 39.792918, 39.793348, 39.793706, 39.794068, 39.795162, 39.797502, 39.791117, 39.789086, 39.786727, 
39.785209, 39.785008, 39.783997, 39.783846, 39.783842, 39.784349, 39.784304, 39.784172, 39.783708, 39.783299, 39.779907, 39.785387, 39.786747)))"
08059010209,69,6694,2740,251,1261,1117,2629,724,1050,"list(list(c(-105.073354, -105.069664, -105.066446, -105.063491, -105.062703, -105.062549, -105.060663, -105.053236, -105.053259, -105.053266, -105.053262, -105.059997, -105.06224, -105.063954, -105.067376, -105.072045, -105.072074, -105.0721, -105.072144, -105.071064, -105.073354, 39.841825, 39.841235, 39.84115, 39.841162, 39.841235, 39.841249, 39.841686, 39.841807, 39.839969, 39.834527, 39.827273, 39.82671, 39.82727, 39.827344, 39.827335, 39.827309, 39.830504, 39.830898, 39.834952, 39.837184, 39.841825
)))"
08059010213,44,4809,1894,282,697,867,1846,507,563,"list(list(c(-105.067316, -105.062676, -105.05657, -105.055636, -105.053281, -105.053282, -105.05327, -105.05325, -105.053256, -105.052839, -105.061413, -105.067303, -105.067285, -105.067289, -105.067309, -105.067307, -105.067316, 39.821856, 39.82185, 39.821863, 39.82185, 39.821859, 39.821163, 39.820028, 39.81277, 39.806497, 39.802535, 39.800794, 39.800337, 39.805577, 39.809222, 39.812816, 39.820069, 39.821856)))"
08059010305,76,3640,1666,297,644,700,1641,549,599,"list(list(c(-105.102882, -105.100863, -105.10034, -105.099085, -105.095403, -105.090823, -105.081424, -105.077958, -105.07672, -105.076681, -105.076641, -105.076589, -105.081433, -105.083745, -105.090816, -105.097836, -105.100209, -105.10021, -105.100199, -105.102545, -105.102747, -105.103261, -105.102882, 39.817037, 39.813365, 39.812886, 39.812082, 39.810992, 39.809781, 39.807434, 39.806544, 39.803376, 39.803247, 39.80299, 39.801989, 39.801992, 39.802, 39.802033, 39.802063, 39.802061, 39.804068, 
39.811088, 39.812588, 39.815982, 39.817022, 39.817037)))"
08059010308,32,5829,2502,241,633,1484,2358,693,658,"list(list(c(-105.138001, -105.137982, -105.137982, -105.137985, -105.137936, -105.137895, -105.136775, -105.130839, -105.128917, -105.123521, -105.104799, -105.100209, -105.097836, -105.090816, -105.083745, -105.083729, -105.086129, -105.095791, -105.10016, -105.101957, -105.104915, -105.109275, -105.114344, -105.123786, -105.128525, -105.128737, -105.137961, -105.137976, -105.138011, -105.138001, 39.793584, 39.797349, 39.798087, 39.798176, 39.8, 39.801802, 39.801825, 39.801777, 39.801787, 39.801801, 
39.801956, 39.802061, 39.802063, 39.802033, 39.802, 39.798357, 39.797502, 39.795162, 39.794068, 39.793706, 39.793348, 39.792918, 39.791862, 39.78991, 39.78892, 39.788866, 39.786747, 39.790939, 39.791821, 39.793584)))"
08059010307,186,5110,2112,306,1056,750,2112,684,803,"list(list(c(-105.123685, -105.123599, -105.123553, -105.120887, -105.11554, -105.114384, -105.111338, -105.109076, -105.107714, -105.106772, -105.104785, -105.104799, -105.123521, -105.123702, -105.123685, 39.808758, 39.809471, 39.812722, 39.812728, 39.812647, 39.812205, 39.809417, 39.807259, 39.806012, 39.805137, 39.802887, 39.801956, 39.801801, 39.805837, 39.808758)))"
08059010211,122,3457,1446,267,463,666,1396,412,547,"list(list(c(-105.090919, -105.081447, -105.081442, -105.081486, -105.081432, -105.080518, -105.079049, -105.077958, -105.081424, -105.090823, -105.090848, -105.090867, -105.090919, 39.827208, 39.827244, 39.825026, 39.82012, 39.814659, 39.81286, 39.809242, 39.806544, 39.807434, 39.809781, 39.812922, 39.820443, 39.827208)))"
08059010206,21,3878,1675,126,550,956,1632,439,671,"list(list(c(-105.110089, -105.108166, -105.104379, -105.091324, -105.086631, -105.081821, -105.081545, -105.081447, -105.090919, -105.091091, -105.094105, -105.108782, -105.109819, -105.10984, -105.110089, 39.841972, 39.84192, 39.841907, 39.841764, 39.841785, 39.841799, 39.830443, 39.827244, 39.827208, 39.830484, 39.830822, 39.831076, 39.831165, 39.831741, 39.841972)))"
