GEOID,new_basic,new_retail,new_service,new_oneperson_hh,new_twoperson_hh,new_total_tract_population,new_total_housing_units,new_hh_income_low,new_hh_income_mid,new_hh_income_high,new_nocar,geometry
08093000200,91,33,89,255,858,3836,1939,115,490,847,0,"list(list(c(-105.779581, -105.777377, -105.773057, -105.76739, -105.762165, -105.757788, -105.754784, -105.754718, -105.75644, -105.757773, -105.762476, -105.764247, -105.765178, -105.764934, -105.764491, -105.761935, -105.75444, -105.74958, -105.74733, -105.744222, -105.74069, -105.738391, -105.736396, -105.732886, -105.729512, -105.723004, -105.721273, -105.712767, -105.707326, -105.703829, -105.699401, -105.694696, -105.687687, -105.683159, -105.675897, -105.664053, -105.664272, -105.663102, -105.660422, 
-105.653221, -105.648918, -105.64151, -105.63769, -105.635542, -105.634559, -105.627351, -105.622134, -105.619232, -105.614316, -105.612419, -105.60802, -105.603694, -105.598915, -105.595472, -105.584097, -105.57831, -105.573921, -105.565494, -105.563841, -105.561301, -105.558077, -105.557388, -105.552802, -105.550136, -105.543181, -105.547446, -105.550192, -105.548226, -105.539953, -105.539447, -105.537148, -105.535218, -105.534766, -105.5304, -105.527195, -105.525866, -105.525705, -105.522287, 
-105.520997, -105.521347, -105.519071, -105.517592, -105.516697, -105.515317, -105.512694, -105.509341, -105.506422, -105.505313, -105.503161, -105.504095, -105.500492, -105.49885, -105.497339, -105.496312, -105.493986, -105.491411, -105.489097, -105.487781, -105.486549, -105.485322, -105.485842, -105.481328, -105.479265, -105.479475, -105.478111, -105.473399, -105.470463, -105.468064, -105.464368, -105.46358, -105.465197, -105.467786, -105.472012, -105.473969, -105.473094, -105.473654, -105.473904, 
-105.474032, -105.473898, -105.47344, -105.472634, -105.472406, -105.472164, -105.471407, -105.468518, -105.467638, -105.467015, -105.464562, -105.464313, -105.4608, -105.459541, -105.458483, -105.447518, -105.442066, -105.441437, -105.438739, -105.434299, -105.431, -105.428528, -105.425432, -105.421732, -105.41908, -105.413829, -105.412402, -105.409387, -105.408096, -105.406471, -105.405132, -105.402545, -105.403232, -105.400017, -105.398648, -105.398051, -105.398154, -105.39815, -105.39795, -105.398552, 
-105.398353, -105.398652, -105.398114, -105.396712, -105.3979, -105.397881, -105.401846, -105.402454, -105.406849, -105.406953, -105.409996, -105.411394, -105.411237, -105.409099, -105.408003, -105.409767, -105.4108, -105.414434, -105.415203, -105.414194, -105.417092, -105.417608, -105.420909, -105.420197, -105.421068, -105.422482, -105.425109, -105.429607, -105.42991, -105.432149, -105.434737, -105.436663, -105.438059, -105.438267, -105.440731, -105.449194, -105.449884, -105.451648, -105.453647, 
-105.453846, -105.455524, -105.457209, -105.459186, -105.459126, -105.462544, -105.464839, -105.464155, -105.464913, -105.468147, -105.470887, -105.475334, -105.476856, -105.478508, -105.485198, -105.486512, -105.489709, -105.4912, -105.49294, -105.495809, -105.499085, -105.49992, -105.500017, -105.503084, -105.506738, -105.510627, -105.51186, -105.514107, -105.515884, -105.519216, -105.523131, -105.527733, -105.529316, -105.536845, -105.53864, -105.542527, -105.546121, -105.549007, -105.55095, -105.553425, 
-105.556076, -105.560082, -105.565563, -105.568775, -105.571426, -105.578646, -105.581946, -105.585659, -105.587487, -105.588961, -105.594764, -105.596978, -105.596963, -105.598931, -105.606809, -105.606313, -105.608918, -105.612185, -105.615189, -105.619171, -105.62227, -105.627343, -105.629946, -105.633337, -105.636167, -105.639951, -105.642659, -105.653068, -105.656624, -105.660934, -105.669313, -105.67519, -105.677879, -105.680997, -105.68316, -105.683645, -105.686436, -105.688437, -105.691964, 
-105.697341, -105.700875, -105.703968, -105.708215, -105.71088, -105.714726, -105.71626, -105.717758, -105.722584, -105.72364, -105.727654, -105.729036, -105.735835, -105.737406, -105.742277, -105.747201, -105.747994, -105.751677, -105.754683, -105.786925, -105.779581, 39.403774, 39.405683, 39.406377, 39.404609, 39.402141, 39.401956, 39.403814, 39.404737, 39.409891, 39.411998, 39.417118, 39.419156, 39.421748, 39.426076, 39.427443, 39.431306, 39.436093, 39.440941, 39.442753, 39.442486, 39.444536, 
39.447091, 39.447791, 39.448368, 39.451946, 39.456148, 39.456673, 39.457422, 39.458628, 39.460125, 39.459465, 39.459994, 39.460121, 39.460981, 39.461419, 39.459838, 39.460516, 39.459733, 39.459201, 39.456722, 39.455835, 39.454979, 39.45298, 39.449977, 39.449304, 39.448519, 39.448732, 39.447194, 39.446176, 39.444717, 39.442303, 39.441697, 39.440274, 39.437804, 39.433658, 39.431909, 39.429907, 39.427086, 39.427769, 39.430345, 39.428328, 39.426872, 39.423569, 39.421094, 39.419644, 39.418869, 39.419453, 
39.417906, 39.416013, 39.415007, 39.414537, 39.41352, 39.412621, 39.411811, 39.41069, 39.409574, 39.408502, 39.408336, 39.407385, 39.406129, 39.405977, 39.404751, 39.40706, 39.407899, 39.408012, 39.407561, 39.406704, 39.405921, 39.405579, 39.404283, 39.404935, 39.404189, 39.404264, 39.403277, 39.40297, 39.401329, 39.401689, 39.402781, 39.402355, 39.40066, 39.398925, 39.398389, 39.397789, 39.39694, 39.396334, 39.397477, 39.396818, 39.398736, 39.399601, 39.400442, 39.403201, 39.404432, 39.405024, 39.405696, 
39.406603, 39.409307, 39.410166, 39.411426, 39.412722, 39.414304, 39.416908, 39.417709, 39.418969, 39.420699, 39.421858, 39.422497, 39.425047, 39.430792, 39.43119, 39.435477, 39.4365, 39.436981, 39.442024, 39.446773, 39.447639, 39.453933, 39.451802, 39.450481, 39.448503, 39.447329, 39.445094, 39.44277, 39.44137, 39.441523, 39.440696, 39.43843, 39.436832, 39.434403, 39.431105, 39.429184, 39.425816, 39.426091, 39.424159, 39.40127, 39.399407, 39.388791, 39.37809, 39.327789, 39.326189, 39.315776, 39.264883, 
39.24999, 39.203277, 39.205997, 39.208419, 39.21098, 39.212981, 39.213677, 39.215713, 39.217165, 39.217433, 39.218302, 39.220103, 39.223077, 39.222551, 39.223639, 39.227075, 39.227272, 39.228262, 39.230169, 39.232375, 39.233386, 39.233534, 39.234966, 39.234143, 39.235579, 39.238125, 39.238967, 39.240848, 39.241131, 39.243541, 39.244685, 39.245193, 39.246209, 39.246508, 39.249222, 39.254988, 39.25809, 39.258877, 39.263465, 39.264925, 39.264623, 39.268182, 39.269924, 39.270561, 39.270458, 39.271077, 
39.27051, 39.270918, 39.270064, 39.270181, 39.27086, 39.270495, 39.271507, 39.271653, 39.275705, 39.278358, 39.279913, 39.282175, 39.283009, 39.283326, 39.282273, 39.281285, 39.280924, 39.281403, 39.28355, 39.284515, 39.286797, 39.288263, 39.291355, 39.294834, 39.297536, 39.299093, 39.30129, 39.30525, 39.307356, 39.311018, 39.313536, 39.314245, 39.31555, 39.31603, 39.319096, 39.321659, 39.322711, 39.324107, 39.323992, 39.326057, 39.328431, 39.33044, 39.331953, 39.339681, 39.337497, 39.339746, 39.344137, 
39.34572, 39.347297, 39.346264, 39.345967, 39.346235, 39.347425, 39.347815, 39.349112, 39.349387, 39.352981, 39.353661, 39.355188, 39.356708, 39.356178, 39.355529, 39.352093, 39.351209, 39.34954, 39.347955, 39.348386, 39.351269, 39.353274, 39.35537, 39.355487, 39.356503, 39.356614, 39.358395, 39.359737, 39.362594, 39.365828, 39.369778, 39.371596, 39.374178, 39.378359, 39.38169, 39.384456, 39.38504, 39.38694, 39.390711, 39.390997, 39.391536, 39.403774)))"
08031001902,428,6,4373,15,23,778,66,0,16,22,0,"list(list(c(-105.016261, -105.015677, -105.015133, -105.012528, -105.009489, -105.008186, -105.007827, -105.003355, -105.001404, -105.000421, -105.000219, -104.998567, -105.000146, -105.002821, -105.017385, -105.016261, 39.743389, 39.744744, 39.749855, 39.751401, 39.753926, 39.754791, 39.753508, 39.749991, 39.748466, 39.745519, 39.743483, 39.740193, 39.740206, 39.740158, 39.740515, 39.743389)))"
08031008305,22,0,19,113,184,4792,1082,215,413,424,37,"list(list(c(-104.835661, -104.835673, -104.829131, -104.827186, -104.820038, -104.820278, -104.823707, -104.824824, -104.828184, -104.834468, -104.835584, -104.835684, -104.835661, 39.794812, 39.798108, 39.798059, 39.798216, 39.79826, 39.79582, 39.792968, 39.790561, 39.788695, 39.791131, 39.791055, 39.793226, 39.794812)))"
08001009306,27,81,286,354,322,3588,1243,104,668,471,52,"list(list(c(-105.006008, -105.00598, -105.005971, -104.99654, -104.989684, -104.989681, -104.989741, -104.992433, -104.99259, -104.991958, -104.994092, -104.997101, -104.997862, -104.998961, -105.004659, -105.00604, -105.006008, 39.838118, 39.8421, 39.849052, 39.849063, 39.848935, 39.847807, 39.846048, 39.842952, 39.841759, 39.84007, 39.839252, 39.837662, 39.837339, 39.836887, 39.83454, 39.834512, 39.838118)))"
08059011550,932,361,1377,1142,1085,6491,3227,741,1523,762,480,"list(list(c(-105.081526, -105.081441, -105.081388, -105.081324, -105.071939, -105.067217, -105.066127, -105.062593, -105.053206, -105.053228, -105.055567, -105.055591, -105.055588, -105.053227, -105.053253, -105.053253, -105.053842, -105.062679, -105.064974, -105.074526, -105.081525, -105.081526, 39.725614, 39.733002, 39.736538, 39.740342, 39.740368, 39.740375, 39.740382, 39.740391, 39.740411, 39.734965, 39.734977, 39.734508, 39.733105, 39.73311, 39.725828, 39.7258, 39.725649, 39.725579, 39.725571, 
39.725538, 39.725492, 39.725614)))"
08059011951,28,0,77,407,550,3409,1586,138,544,750,22,"list(list(c(-105.081419, -105.072026, -105.069702, -105.061048, -105.057797, -105.057794, -105.060335, -105.061005, -105.06262, -105.062622, -105.053251, -105.053234, -105.053261, -105.053256, -105.06011, -105.067297, -105.071991, -105.071997, -105.074504, -105.07667, -105.081348, -105.081349, -105.081437, -105.081419, 39.682233, 39.682202, 39.682207, 39.682235, 39.682272, 39.678697, 39.677954, 39.678041, 39.67928, 39.675008, 39.675037, 39.674299, 39.67328, 39.667785, 39.66778, 39.667775, 39.667763, 
39.669344, 39.67025, 39.669061, 39.670133, 39.674916, 39.676358, 39.682233)))"
08031001901,4085,129,1835,504,361,3346,1290,522,400,316,334,"list(list(c(-105.017385, -105.002821, -105.000146, -105.000158, -105.000169, -105.001609, -105.003672, -105.006336, -105.005976, -105.006616, -105.007488, -105.009184, -105.00966, -105.015768, -105.01565, -105.016966, -105.016995, -105.018044, -105.017385, 39.740515, 39.740158, 39.740206, 39.733688, 39.726481, 39.725758, 39.725767, 39.725782, 39.725603, 39.725517, 39.725617, 39.725655, 39.725784, 39.725502, 39.72735, 39.729831, 39.734777, 39.738479, 39.740515)))"
08031012001,15,0,167,313,354,1977,957,164,236,511,44,"list(list(c(-105.07576, -105.074292, -105.072049, -105.063223, -105.063197, -105.057078, -105.05703, -105.053727, -105.057164, -105.05715, -105.057122, -105.053076, -105.053072, -105.053291, -105.053273, -105.053342, -105.059045, -105.059138, -105.059431, -105.073271, -105.076803, -105.07576, 39.64205, 39.644274, 39.645815, 39.645992, 39.649633, 39.649699, 39.651203, 39.651159, 39.652087, 39.652946, 39.653349, 39.653346, 39.653184, 39.645578, 39.639768, 39.63877, 39.63876, 39.638243, 39.638812, 39.63874, 
39.638735, 39.64205)))"
08031003003,59,58,587,434,486,3346,1223,142,444,541,81,"list(list(c(-104.973424, -104.973424, -104.968727, -104.964238, -104.959447, -104.959393, -104.959511, -104.965232, -104.973431, -104.973424, 39.68756, 39.689823, 39.687516, 39.685341, 39.684727, 39.678425, 39.678475, 39.678469, 39.678512, 39.68756)))"
08035014110,72,133,726,705,747,5716,2420,223,864,1282,122,"list(list(c(-104.960398, -104.96039, -104.960469, -104.955644, -104.951697, -104.946466, -104.945072, -104.941883, -104.941865, -104.941943, -104.942011, -104.94213, -104.943095, -104.944648, -104.953753, -104.955344, -104.959772, -104.960523, -104.960398, 39.563421, 39.565507, 39.566129, 39.566111, 39.566077, 39.566082, 39.566035, 39.566026, 39.561134, 39.556338, 39.553067, 39.548081, 39.546265, 39.544961, 39.551493, 39.553123, 39.560663, 39.562299, 39.563421)))"
08001008549,27,0,50,188,454,4022,1295,78,411,806,8,"list(list(c(-104.921889, -104.921899, -104.921899, -104.919287, -104.918552, -104.916445, -104.912766, -104.911518, -104.904656, -104.903061, -104.903052, -104.917731, -104.921904, -104.921889, 39.915048, 39.918672, 39.920656, 39.921045, 39.921297, 39.92131, 39.922054, 39.921532, 39.921647, 39.922044, 39.914284, 39.914066, 39.914034, 39.915048)))"
08005005800,38,37,200,422,524,2837,1340,141,378,752,63,"list(list(c(-104.987572, -104.982835, -104.978292, -104.974586, -104.973486, -104.973489, -104.968805, -104.968785, -104.971133, -104.978225, -104.981727, -104.9876, -104.987572, 39.667682, 39.667696, 39.667698, 39.667687, 39.667684, 39.665866, 39.665839, 39.660417, 39.660428, 39.660531, 39.660506, 39.660473, 39.667682)))"
08059011401,48,634,646,480,489,2460,1249,310,574,273,268,"list(list(c(-105.066171, -105.063861, -105.062606, -105.060233, -105.059082, -105.053219, -105.053212, -105.05321, -105.053206, -105.062593, -105.066127, -105.066171, 39.747624, 39.747625, 39.747634, 39.747644, 39.747648, 39.747616, 39.74398, 39.743273, 39.740411, 39.740391, 39.740382, 39.747624)))"
08059010504,87,32,676,288,559,3016,1283,110,242,902,12,"list(list(c(-105.144169, -105.143896, -105.143582, -105.143608, -105.143212, -105.142489, -105.133064, -105.129987, -105.128457, -105.118383, -105.114347, -105.109628, -105.109568, -105.118973, -105.120529, -105.128343, -105.135144, -105.136522, -105.142388, -105.142365, -105.145545, -105.144169, 39.757164, 39.75801, 39.759159, 39.761862, 39.761869, 39.761867, 39.761876, 39.761899, 39.761886, 39.761943, 39.761942, 39.762029, 39.754715, 39.754678, 39.754795, 39.754643, 39.754621, 39.755599, 39.755498, 
39.754532, 39.754574, 39.757164)))"
08059011202,140,94,2531,463,609,4920,1812,132,703,899,23,"list(list(c(-105.10978, -105.100239, -105.090873, -105.081525, -105.081503, -105.081464, -105.088838, -105.090954, -105.100233, -105.109722, -105.10978, 39.725374, 39.725429, 39.725457, 39.725492, 39.718457, 39.711016, 39.711018, 39.710988, 39.711029, 39.711021, 39.725374)))"
08059010701,146,47,520,782,592,4470,2052,410,751,773,119,"list(list(c(-105.081442, -105.081415, -105.072063, -105.064694, -105.064995, -105.065033, -105.065026, -105.066029, -105.06735, -105.067294, -105.07201, -105.081406, -105.081479, -105.081442, 39.762093, 39.769358, 39.769383, 39.769373, 39.763894, 39.762098, 39.758476, 39.758466, 39.758463, 39.754804, 39.754796, 39.754803, 39.760685, 39.762093)))"
08059012054,106,1952,1893,329,668,3946,1733,59,288,1236,31,"list(list(c(-105.109909, -105.109949, -105.109945, -105.109631, -105.107503, -105.098516, -105.091256, -105.091362, -105.093172, -105.093825, -105.096955, -105.09691, -105.091405, -105.091426, -105.10492, -105.109975, -105.109909, 39.61453, 39.624038, 39.624224, 39.62422, 39.624218, 39.624222, 39.624198, 39.618336, 39.618324, 39.618321, 39.617969, 39.614515, 39.614455, 39.609694, 39.609752, 39.609734, 39.61453)))"
08005005700,943,789,2302,889,607,3927,2055,354,895,645,163,"list(list(c(-105.005948, -105.005611, -105.002773, -105.003832, -105.004882, -105.004862, -105.004374, -104.999906, -104.991132, -104.987572, -104.9876, -104.987678, -104.989628, -104.991196, -105.000325, -105.000904, -105.001102, -105.002938, -105.006246, -105.005948, 39.655156, 39.655978, 39.658612, 39.660487, 39.660455, 39.664463, 39.666306, 39.667884, 39.667674, 39.667682, 39.660473, 39.651495, 39.652787, 39.653308, 39.653305, 39.653326, 39.653326, 39.653335, 39.653674, 39.655156)))"
08005006200,1406,156,1515,450,491,3518,1459,156,603,653,72,"list(list(c(-105.017806, -105.015727, -105.015172, -105.00504, -105.004976, -104.999492, -104.996637, -104.987763, -104.987824, -104.987889, -104.987902, -104.997272, -105.002527, -105.004815, -105.007562, -105.008388, -105.009979, -105.014139, -105.014691, -105.014864, -105.018067, -105.017806, 39.635922, 39.638003, 39.642286, 39.642243, 39.64224, 39.642184, 39.642161, 39.642179, 39.638554, 39.634939, 39.63312, 39.633123, 39.633135, 39.63332, 39.633256, 39.633399, 39.632305, 39.632124, 39.631929, 
39.632492, 39.634495, 39.635922)))"
08005006708,97,453,748,369,829,5058,2039,77,515,1372,33,"list(list(c(-104.922984, -104.922957, -104.913797, -104.912023, -104.904267, -104.904232, -104.904318, -104.904415, -104.911872, -104.913831, -104.922963, -104.923045, -104.922984, 39.574317, 39.580558, 39.58054, 39.580536, 39.580525, 39.576565, 39.57328, 39.565982, 39.566024, 39.566029, 39.566053, 39.568582, 39.574317)))"
08035014300,61,6,42,112,178,923,570,52,165,182,7,"list(list(c(-105.327393, -105.324774, -105.322757, -105.321962, -105.321778, -105.322782, -105.322147, -105.323285, -105.321556, -105.319916, -105.315634, -105.315347, -105.316193, -105.315579, -105.315949, -105.31531, -105.313087, -105.313557, -105.313063, -105.310692, -105.309982, -105.307059, -105.305197, -105.304454, -105.302271, -105.301022, -105.300214, -105.302014, -105.301529, -105.29944, -105.294216, -105.293635, -105.294748, -105.289498, -105.287377, -105.287331, -105.289236, -105.289182, 
-105.28639, -105.285928, -105.284702, -105.2851, -105.282929, -105.281261, -105.278814, -105.277696, -105.276291, -105.27316, -105.272176, -105.269519, -105.267546, -105.263194, -105.26212, -105.259735, -105.260086, -105.26152, -105.260576, -105.262868, -105.263528, -105.261302, -105.262425, -105.26166, -105.263568, -105.261784, -105.257228, -105.25432, -105.25503, -105.253536, -105.253567, -105.252428, -105.247275, -105.246017, -105.243403, -105.240559, -105.239741, -105.235631, -105.234367, -105.233938, 
-105.234781, -105.237336, -105.237678, -105.235256, -105.234202, -105.23458, -105.231807, -105.228121, -105.226972, -105.2236, -105.223402, -105.22536, -105.225105, -105.219598, -105.217833, -105.217204, -105.217784, -105.21875, -105.218699, -105.220776, -105.220778, -105.219179, -105.21558, -105.215662, -105.217507, -105.215526, -105.216386, -105.215438, -105.213897, -105.211325, -105.211334, -105.212473, -105.21017, -105.208042, -105.208736, -105.207908, -105.206498, -105.205531, -105.206981, -105.205527, 
-105.20393, -105.202576, -105.202887, -105.205231, -105.207173, -105.207681, -105.206793, -105.204979, -105.201368, -105.201283, -105.200212, -105.197231, -105.196, -105.196522, -105.197824, -105.19668, -105.198397, -105.198156, -105.194662, -105.193487, -105.190197, -105.188587, -105.189123, -105.188814, -105.187803, -105.186292, -105.185486, -105.185883, -105.188054, -105.188184, -105.186057, -105.182305, -105.182268, -105.185572, -105.187432, -105.187837, -105.183956, -105.182144, -105.1801, -105.178729, 
-105.179535, -105.179174, -105.177158, -105.176532, -105.177193, -105.175157, -105.171853, -105.172357, -105.171517, -105.169127, -105.16786, -105.166574, -105.166435, -105.167792, -105.168922, -105.169114, -105.167636, -105.167099, -105.1679, -105.170165, -105.17033, -105.17226, -105.172997, -105.17125, -105.169785, -105.17013, -105.170856, -105.173284, -105.173515, -105.172978, -105.171219, -105.169968, -105.16566, -105.164337, -105.165495, -105.167258, -105.167642, -105.166972, -105.167194, -105.169408, 
-105.169441, -105.170482, -105.171278, -105.170963, -105.169602, -105.166671, -105.16262, -105.161261, -105.159937, -105.155977, -105.151767, -105.14942, -105.145316, -105.141408, -105.140567, -105.138206, -105.136973, -105.135425, -105.133071, -105.131564, -105.128424, -105.123598, -105.123522, -105.124674, -105.126144, -105.124704, -105.124742, -105.123214, -105.123728, -105.123062, -105.124184, -105.125017, -105.126696, -105.127474, -105.130399, -105.132941, -105.132577, -105.133132, -105.132625, 
-105.134993, -105.130357, -105.128398, -105.127081, -105.112098, -105.10299, -105.101194, -105.100778, -105.098838, -105.096339, -105.091735, -105.091727, -105.091488, -105.090099, -105.072986, -105.072946, -105.072809, -105.072761, -105.063559, -105.063374, -105.05435, -105.054432, -105.05456, -105.053765, -105.057483, -105.058711, -105.060959, -105.062881, -105.063873, -105.064938, -105.064949, -105.067749, -105.064559, -105.065299, -105.06438, -105.065535, -105.067081, -105.066202, -105.064832, 
-105.066905, -105.067989, -105.068668, -105.071111, -105.072378, -105.072373, -105.075269, -105.076907, -105.077143, -105.079669, -105.080137, -105.082919, -105.083346, -105.084725, -105.086417, -105.088788, -105.091196, -105.091849, -105.091885, -105.093059, -105.094005, -105.095759, -105.096331, -105.096, -105.094297, -105.093532, -105.092944, -105.091404, -105.089185, -105.088486, -105.086555, -105.081976, -105.080874, -105.075731, -105.073652, -105.071423, -105.070728, -105.068453, -105.067107, 
-105.063295, -105.060316, -105.059309, -105.058768, -105.057016, -105.057354, -105.055105, -105.054023, -105.052502, -105.051115, -105.050998, -105.051996, -105.051899, -105.050302, -105.046549, -105.046448, -105.044728, -105.042922, -105.041476, -105.041075, -105.03904, -105.038216, -105.036689, -105.036726, -105.034056, -105.031315, -105.030871, -105.031712, -105.029642, -105.027732, -105.023969, -105.023051, -105.023808, -105.022195, -105.020749, -105.022355, -105.02182, -105.021045, -105.022393, 
-105.022207, -105.025028, -105.026301, -105.025409, -105.025451, -105.024029, -105.024824, -105.02512, -105.026484, -105.027403, -105.026753, -105.029549, -105.033544, -105.157944, -105.16261, -105.32922, -105.327393, 39.130873, 39.133863, 39.135595, 39.136967, 39.139017, 39.141114, 39.142958, 39.144992, 39.146191, 39.145754, 39.145801, 39.146712, 39.148855, 39.149911, 39.151302, 39.154895, 39.157077, 39.159121, 39.160019, 39.161526, 39.163519, 39.165356, 39.164024, 39.164281, 39.166689, 39.166777, 
39.168017, 39.169246, 39.170612, 39.172529, 39.172977, 39.173975, 39.174838, 39.177494, 39.179442, 39.181255, 39.183416, 39.184172, 39.186314, 39.189585, 39.192703, 39.194588, 39.199953, 39.201757, 39.201811, 39.202801, 39.207216, 39.207624, 39.208651, 39.209419, 39.209225, 39.208005, 39.209918, 39.210905, 39.212558, 39.214758, 39.216688, 39.219463, 39.221169, 39.223269, 39.22483, 39.226805, 39.228811, 39.231482, 39.233547, 39.237923, 39.240274, 39.241372, 39.243156, 39.243695, 39.240425, 39.240566, 
39.242655, 39.244057, 39.243635, 39.244261, 39.245562, 39.246868, 39.249297, 39.2495, 39.25047, 39.251313, 39.252413, 39.255091, 39.253962, 39.253766, 39.25635, 39.25599, 39.258417, 39.259792, 39.260525, 39.259641, 39.260115, 39.261175, 39.263548, 39.265349, 39.267042, 39.268063, 39.268662, 39.270503, 39.272232, 39.273349, 39.274596, 39.276788, 39.277618, 39.278574, 39.278693, 39.280967, 39.282915, 39.284484, 39.28774, 39.289612, 39.290616, 39.291525, 39.290678, 39.291681, 39.293202, 39.29399, 39.293056, 
39.293321, 39.294752, 39.294899, 39.296228, 39.298194, 39.299196, 39.299798, 39.299269, 39.30077, 39.302029, 39.30172, 39.302082, 39.303949, 39.304988, 39.308544, 39.30928, 39.310432, 39.312434, 39.312582, 39.316194, 39.317384, 39.319105, 39.321153, 39.322853, 39.323304, 39.324405, 39.326155, 39.326902, 39.327961, 39.32829, 39.329797, 39.331374, 39.333003, 39.333256, 39.334186, 39.33549, 39.338588, 39.339155, 39.340786, 39.342309, 39.343462, 39.34471, 39.347515, 39.349579, 39.35049, 39.35345, 39.355817, 
39.35722, 39.358934, 39.359017, 39.361754, 39.362958, 39.366371, 39.367265, 39.369098, 39.370426, 39.3722, 39.37398, 39.374518, 39.375347, 39.376411, 39.377722, 39.379638, 39.380342, 39.38125, 39.382261, 39.382317, 39.383203, 39.385745, 39.386804, 39.389096, 39.391178, 39.391136, 39.394008, 39.394308, 39.395748, 39.398187, 39.399753, 39.40159, 39.403326, 39.404602, 39.406854, 39.407825, 39.408829, 39.40851, 39.411929, 39.413758, 39.414323, 39.413802, 39.415681, 39.4176, 39.418814, 39.421136, 39.422401, 
39.42307, 39.425421, 39.426779, 39.427439, 39.429235, 39.431757, 39.434129, 39.434561, 39.435879, 39.440187, 39.442736, 39.44402, 39.447831, 39.449464, 39.450847, 39.454985, 39.456367, 39.4572, 39.458467, 39.459527, 39.461912, 39.464321, 39.466312, 39.467908, 39.470785, 39.47368, 39.477388, 39.478185, 39.478293, 39.478124, 39.47811, 39.463573, 39.46359, 39.463526, 39.463503, 39.459934, 39.420073, 39.420092, 39.420106, 39.41386, 39.411661, 39.405861, 39.405689, 39.391433, 39.391371, 39.388023, 39.383136, 
39.323259, 39.319953, 39.318384, 39.314229, 39.312967, 39.309702, 39.309161, 39.30791, 39.308125, 39.30585, 39.303993, 39.303424, 39.300573, 39.294056, 39.291756, 39.29093, 39.28968, 39.287075, 39.28209, 39.281824, 39.280418, 39.279053, 39.274279, 39.272234, 39.269484, 39.266578, 39.264415, 39.260395, 39.257276, 39.256316, 39.253947, 39.252424, 39.249521, 39.24763, 39.242954, 39.242338, 39.239675, 39.236851, 39.234664, 39.233153, 39.232729, 39.234196, 39.231875, 39.231107, 39.23113, 39.23028, 39.230609, 
39.229188, 39.227811, 39.225087, 39.22277, 39.222259, 39.220731, 39.218321, 39.218875, 39.219389, 39.220123, 39.219739, 39.21602, 39.212012, 39.210681, 39.208222, 39.20575, 39.204817, 39.203077, 39.201677, 39.197436, 39.191845, 39.189871, 39.186487, 39.184834, 39.185866, 39.185797, 39.184625, 39.18247, 39.180285, 39.180221, 39.181988, 39.183646, 39.183483, 39.181659, 39.180032, 39.17606, 39.172806, 39.172594, 39.171438, 39.168974, 39.167457, 39.165854, 39.165315, 39.163816, 39.160718, 39.159082, 
39.15847, 39.157503, 39.156578, 39.155697, 39.154489, 39.152304, 39.14969, 39.149154, 39.1459, 39.144476, 39.137551, 39.13548, 39.129831, 39.129819, 39.129479, 39.129479, 39.129689, 39.130873)))"
08059012047,76,16,232,351,550,4435,1728,125,605,938,17,"list(list(c(-105.110153, -105.110066, -105.110029, -105.106844, -105.103006, -105.100694, -105.096924, -105.093487, -105.091452, -105.091478, -105.091517, -105.091482, -105.094038, -105.09501, -105.101633, -105.10546, -105.107455, -105.110172, -105.110153, 39.59766, 39.600221, 39.604521, 39.603067, 39.601944, 39.601103, 39.601593, 39.601281, 39.59992, 39.598835, 39.595249, 39.593113, 39.593541, 39.59253, 39.591523, 39.591401, 39.59207, 39.593044, 39.59766)))"
08005006502,163,35,3481,390,665,3523,1598,183,610,681,60,"list(list(c(-105.017705, -105.013678, -105.011816, -105.010122, -105.006726, -105.006761, -105.006828, -105.006858, -105.006929, -105.006947, -105.007003, -105.016311, -105.019682, -105.017705, 39.606633, 39.613425, 39.617942, 39.624125, 39.624119, 39.620517, 39.613249, 39.609628, 39.602388, 39.598718, 39.596184, 39.600618, 39.602227, 39.606633)))"
08031004504,11,8,129,159,271,4638,1324,332,550,383,65,"list(list(c(-105.05325, -105.046087, -105.043259, -105.039697, -105.03969, -105.043062, -105.043194, -105.049913, -105.053245, -105.053247, -105.053246, -105.05325, 39.711343, 39.711283, 39.711266, 39.71125, 39.706339, 39.703971, 39.704281, 39.704312, 39.703268, 39.703985, 39.705814, 39.711343)))"
08001009502,1426,540,524,342,566,4977,1649,131,657,810,87,"list(list(c(-105.025136, -105.025021, -105.025019, -105.025001, -105.024966, -105.024799, -105.01554, -105.014221, -105.006097, -105.006122, -105.006148, -105.006157, -105.006164, -105.006176, -105.006329, -105.014738, -105.025203, -105.025136, 39.816463, 39.820612, 39.820747, 39.822081, 39.823564, 39.827272, 39.827288, 39.827292, 39.827292, 39.823646, 39.820061, 39.815064, 39.813781, 39.81028, 39.801537, 39.803152, 39.803786, 39.816463)))"
08014980100,NA,NA,NA,0,0,0,0,0,0,0,0,"list(list(c(-105.106674, -105.107374, -105.103493, -105.10052, -105.099961, -105.091389, -105.091025, -105.103757, -105.109178, -105.106674, 39.95783, 39.957915, 39.958694, 39.958892, 39.958133, 39.957879, 39.957803, 39.957538, 39.956566, 39.95783)))"
