GEOID,nocar,population,housing_units,hh_income_low,hh_income_mid,hh_income_high,hh_total,oneperson_hh,twoperson_hh,UPA,geometry
08031002702,688,6495,4441,653,1783,1906,4342,2859,1266,3,"list(list(c(-104.987404, -104.987403, -104.983581, -104.982256, -104.979832, -104.978681, -104.972979, -104.972935, -104.972939, -104.977558, -104.979938, -104.981138, -104.983623, -104.987415, -104.987404, 39.729094, 39.732043, 39.73204, 39.732034, 39.732021, 39.732026, 39.732049, 39.729078, 39.727283, 39.727261, 39.727268, 39.727264, 39.727283, 39.727275, 39.729094)))"
08031005002,548,8056,3677,880,1456,1121,3457,1179,1073,3,"list(list(c(-104.91289, -104.912763, -104.912794, -104.912782, -104.910094, -104.906471, -104.903494, -104.903544, -104.903507, -104.900115, -104.90351, -104.903512, -104.903538, -104.903431, -104.904692, -104.908423, -104.911466, -104.912889, -104.912889, -104.912889, -104.91289, 39.695308, 39.702834, 39.703805, 39.711382, 39.711382, 39.711394, 39.711281, 39.698535, 39.696622, 39.692985, 39.692581, 39.689354, 39.687376, 39.685456, 39.68604, 39.688208, 39.69027, 39.69093, 39.691429, 39.69174, 39.695308
)))"
08031003101,110,1812,887,118,291,377,786,284,230,3,"list(list(c(-104.973357, -104.959766, -104.959784, -104.964757, -104.964754, -104.968434, -104.968432, -104.973339, -104.973357, 39.750723, 39.750716, 39.746935, 39.746943, 39.746068, 39.746081, 39.747101, 39.746975, 39.750723)))"
08031004602,229,7698,2493,600,1159,662,2421,641,620,3,"list(list(c(-105.039055, -105.03905, -105.035073, -105.032074, -105.025059, -105.025064, -105.025057, -105.025053, -105.024837, -105.025044, -105.025038, -105.029789, -105.038276, -105.038347, -105.039065, -105.039055, 39.689465, 39.696758, 39.697234, 39.696731, 39.696746, 39.693108, 39.689485, 39.686679, 39.685885, 39.684971, 39.68227, 39.682239, 39.682213, 39.6827, 39.684389, 39.689465)))"
08031006812,123,4096,2324,404,741,1054,2199,1051,841,3,"list(list(c(-104.925662, -104.92266, -104.920675, -104.92084, -104.920579, -104.922221, -104.92224, -104.921016, -104.918875, -104.915898, -104.916572, -104.912985, -104.91297, -104.915939, -104.916378, -104.912874, -104.906177, -104.904757, -104.902787, -104.904112, -104.903555, -104.902467, -104.900801, -104.909095, -104.91293, -104.918448, -104.923765, -104.925662, 39.667486, 39.667578, 39.668244, 39.667585, 39.666935, 39.666947, 39.66376, 39.660338, 39.660338, 39.658508, 39.656119, 39.656541, 
39.663133, 39.663471, 39.667585, 39.667631, 39.667642, 39.667634, 39.664953, 39.659972, 39.657671, 39.656817, 39.65311, 39.6531, 39.653089, 39.653079, 39.66461, 39.667486)))"
08031004006,107,4857,2361,403,534,1081,2018,651,656,3,"list(list(c(-104.959393, -104.956583, -104.950828, -104.940924, -104.940748, -104.94068, -104.94068, -104.945362, -104.945822, -104.948509, -104.950194, -104.950744, -104.959379, -104.959385, -104.959393, 39.678425, 39.678472, 39.678424, 39.678378, 39.678414, 39.668329, 39.66756, 39.667564, 39.667565, 39.66694, 39.667253, 39.667531, 39.667594, 39.673028, 39.678425)))"
08005015100,12,2835,1064,55,238,771,1064,187,475,3,"list(list(c(-104.930242, -104.925725, -104.925746, -104.924759, -104.922253, -104.921047, -104.917559, -104.917544, -104.916378, -104.915939, -104.91297, -104.912985, -104.916572, -104.915898, -104.918875, -104.921016, -104.92224, -104.922221, -104.920579, -104.92084, -104.920675, -104.92266, -104.926429, -104.930242, 39.674832, 39.675281, 39.676641, 39.676153, 39.675616, 39.674836, 39.672983, 39.66758, 39.667585, 39.663471, 39.663133, 39.656541, 39.656119, 39.658508, 39.660338, 39.660338, 39.66376, 
39.666947, 39.666935, 39.667585, 39.668244, 39.667578, 39.669394, 39.674832)), list(c(-104.934218, -104.931641, -104.930332, -104.927935, -104.927037, -104.929542, -104.930436, -104.931622, -104.931695, -104.932905, -104.934183, -104.934218, 39.673388, 39.673374, 39.672981, 39.67033, 39.66899, 39.669381, 39.667471, 39.667473, 39.670564, 39.670799, 39.671093, 39.673388)))"
08031015300,167,4019,2393,382,1199,669,2250,1126,818,3,"list(list(c(-104.93384, -104.932868, -104.931423, -104.930257, -104.928974, -104.926924, -104.926962, -104.926963, -104.928287, -104.928287, -104.929118, -104.929119, -104.92959, -104.929542, -104.926981, -104.93157, -104.931648, -104.930497, -104.922286, -104.922232, -104.921642, -104.921625, -104.921892, -104.922088, -104.922252, -104.923757, -104.924154, -104.927864, -104.928564, -104.928578, -104.931654, -104.933996, -104.93384, 39.70416, 39.702182, 39.703789, 39.703838, 39.703843, 39.7036, 39.706559, 
39.706699, 39.706692, 39.706785, 39.706787, 39.70641, 39.706414, 39.708456, 39.708004, 39.709096, 39.711098, 39.711343, 39.711339, 39.705858, 39.703863, 39.697582, 39.696623, 39.696252, 39.6959, 39.696804, 39.696739, 39.696654, 39.698429, 39.700221, 39.700221, 39.70138, 39.70416)))"
08031015600,270,8879,2544,573,1021,755,2349,432,356,3,"list(list(c(-105.025124, -105.025111, -105.025108, -105.025062, -105.025073, -105.025058, -105.025038, -105.015693, -105.00869, -105.001828, -105.001425, -104.998728, -104.997982, -104.997865, -104.999111, -105.001844, -104.999906, -105.004374, -105.004862, -105.004882, -105.010665, -105.007717, -105.006471, -105.006576, -105.008637, -105.008664, -105.015696, -105.015699, -105.015722, -105.015773, -105.0158, -105.022932, -105.023003, -105.025269, -105.025124, 39.665038, 39.666943, 39.667715, 39.671786, 
39.673339, 39.678636, 39.68227, 39.682338, 39.682267, 39.682177, 39.682487, 39.680268, 39.67847, 39.672284, 39.668896, 39.66768, 39.667884, 39.666306, 39.664463, 39.660455, 39.660507, 39.66422, 39.666913, 39.676778, 39.67678, 39.678627, 39.678684, 39.671795, 39.666947, 39.663729, 39.660508, 39.660496, 39.65683, 39.656817, 39.665038)))"
08031003800,478,6850,4783,562,989,2514,4065,1991,1688,3,"list(list(c(-104.96017, -104.95554, -104.949794, -104.949507, -104.940615, -104.940632, -104.940635, -104.940628, -104.940645, -104.941349, -104.946183, -104.948509, -104.950121, -104.954033, -104.959307, -104.95931, -104.959439, -104.959443, -104.959459, -104.96017, 39.725606, 39.725611, 39.725609, 39.725607, 39.725598, 39.720942, 39.718352, 39.717792, 39.711564, 39.711611, 39.711493, 39.711798, 39.713356, 39.715443, 39.715312, 39.718344, 39.71942, 39.72255, 39.72496, 39.725606)))"
08005004952,93,3193,2009,257,953,631,1841,912,770,3,"list(list(c(-104.940691, -104.940738, -104.940687, -104.931648, -104.93157, -104.926981, -104.929542, -104.92959, -104.929119, -104.929118, -104.928287, -104.928287, -104.926963, -104.926962, -104.926924, -104.928974, -104.930257, -104.931423, -104.932868, -104.93384, -104.933996, -104.931654, -104.931714, -104.934135, -104.934076, -104.934027, -104.936233, -104.936213, -104.939539, -104.940485, -104.940633, -104.940612, -104.938635, -104.93871, -104.940271, -104.940278, -104.940738, -104.940691, 
39.703813, 39.706344, 39.711221, 39.711098, 39.709096, 39.708004, 39.708456, 39.706414, 39.70641, 39.706787, 39.706785, 39.706692, 39.706699, 39.706559, 39.7036, 39.703843, 39.703838, 39.703789, 39.702182, 39.70416, 39.70138, 39.700221, 39.700208, 39.700181, 39.698436, 39.6966, 39.696599, 39.694782, 39.694688, 39.695664, 39.694755, 39.69657, 39.696605, 39.698182, 39.698199, 39.697949, 39.697956, 39.703813)))"
08031002801,148,3002,1961,255,656,928,1839,1095,532,3,"list(list(c(-104.987415, -104.983623, -104.981138, -104.979938, -104.977558, -104.972939, -104.972914, -104.972916, -104.97291, -104.972931, -104.973248, -104.976083, -104.977538, -104.980305, -104.982969, -104.987423, -104.987415, 39.727275, 39.727283, 39.727264, 39.727268, 39.727261, 39.727283, 39.725576, 39.723738, 39.721952, 39.720105, 39.718401, 39.7191, 39.719747, 39.721486, 39.723163, 39.726943, 39.727275)))"
08031008388,60,10738,3901,199,2054,1481,3734,1074,1039,3,"list(list(c(-104.809902, -104.809797, -104.809722, -104.80969, -104.790895, -104.78863, -104.772117, -104.772114, -104.772147, -104.772157, -104.781818, -104.781727, -104.809879, -104.809898, -104.809902, 39.776759, 39.783754, 39.79479, 39.798317, 39.798251, 39.798397, 39.79839, 39.783624, 39.777991, 39.776409, 39.776485, 39.773387, 39.773187, 39.775047, 39.776759)))"
08031003701,215,3677,2106,329,624,1006,1959,976,717,3,"list(list(c(-104.959784, -104.959766, -104.954945, -104.94058, -104.940593, -104.940653, -104.940593, -104.94947, -104.95006, -104.954165, -104.95811, -104.959781, -104.959783, -104.95979, -104.959784, 39.746935, 39.750716, 39.75115, 39.751036, 39.74739, 39.743752, 39.740128, 39.74016, 39.740163, 39.740182, 39.740196, 39.739988, 39.743259, 39.744766, 39.746935)))"
08031007088,353,4922,2668,469,971,1075,2515,1154,881,3,"list(list(c(-104.903494, -104.892914, -104.89232, -104.890371, -104.89006, -104.886001, -104.881711, -104.879786, -104.875628, -104.875336, -104.875316, -104.877698, -104.877611, -104.882313, -104.884057, -104.885773, -104.891715, -104.893402, -104.894225, -104.897402, -104.898806, -104.899285, -104.903544, -104.903494, 39.711281, 39.711307, 39.707425, 39.705676, 39.704625, 39.702838, 39.701844, 39.700261, 39.700143, 39.700148, 39.697996, 39.697988, 39.696506, 39.696573, 39.696491, 39.696523, 39.69659, 
39.695695, 39.696597, 39.69627, 39.695091, 39.696976, 39.698535, 39.711281)))"
08031004404,235,6698,2745,657,1098,731,2486,769,803,3,"list(list(c(-104.903458, -104.903457, -104.903455, -104.89403, -104.884646, -104.884659, -104.88468, -104.884708, -104.891337, -104.903458, -104.903458, 39.735625, 39.737269, 39.740145, 39.740153, 39.740156, 39.737274, 39.735625, 39.732846, 39.732854, 39.732894, 39.735625)))"
08031003902,42,4502,1934,73,426,1327,1826,544,563,3,"list(list(c(-104.959344, -104.959343, -104.959321, -104.950018, -104.940612, -104.940633, -104.940562, -104.940549, -104.940595, -104.94041, -104.94042, -104.947859, -104.950487, -104.959447, -104.959344, 39.691147, 39.692962, 39.696581, 39.696578, 39.69657, 39.694755, 39.692941, 39.689321, 39.685684, 39.683101, 39.682897, 39.684504, 39.68468, 39.684727, 39.691147)))"
08031004005,332,3299,1859,276,769,626,1671,756,678,3,"list(list(c(-104.959447, -104.950487, -104.947859, -104.94042, -104.940748, -104.940924, -104.950828, -104.956583, -104.959393, -104.959447, 39.684727, 39.68468, 39.684504, 39.682897, 39.678414, 39.678378, 39.678424, 39.678472, 39.678425, 39.684727)))"
08031000600,213,3490,2208,443,615,1001,2059,996,858,3,"list(list(c(-105.025222, -105.025233, -105.021368, -105.020538, -105.015835, -105.014639, -105.012692, -105.011707, -105.009489, -105.012528, -105.015133, -105.015677, -105.016261, -105.018982, -105.020549, -105.020509, -105.023616, -105.025213, -105.025268, -105.025222, 39.754837, 39.758476, 39.75846, 39.758038, 39.756303, 39.756078, 39.755368, 39.755009, 39.753926, 39.751401, 39.749855, 39.744744, 39.743389, 39.746384, 39.746483, 39.747599, 39.747588, 39.746363, 39.749998, 39.754837)))"
08031002803,297,4999,3545,395,1557,1364,3316,2023,1042,3,"list(list(c(-104.980387, -104.980299, -104.980278, -104.980305, -104.977538, -104.976083, -104.973248, -104.973391, -104.973393, -104.976907, -104.980383, -104.980387, 39.714728, 39.716522, 39.718323, 39.721486, 39.719747, 39.7191, 39.718401, 39.716531, 39.711108, 39.711102, 39.711118, 39.714728)))"
08031000301,397,5869,2902,460,755,1593,2808,1093,1008,3,"list(list(c(-105.053245, -105.046286, -105.043972, -105.042727, -105.040433, -105.034615, -105.029941, -105.025275, -105.025278, -105.025238, -105.029969, -105.034643, -105.039337, -105.040499, -105.044012, -105.046285, -105.05324, -105.053241, -105.053245, 39.776583, 39.77657, 39.776573, 39.776701, 39.776688, 39.776751, 39.776684, 39.776643, 39.772927, 39.769288, 39.769402, 39.769547, 39.769432, 39.769456, 39.769362, 39.76938, 39.769333, 39.772938, 39.776583)))"
08005005551,83,2951,1200,288,570,264,1122,328,409,3,"list(list(c(-105.032162, -105.032157, -105.032089, -105.032038, -105.025269, -105.023003, -105.022932, -105.0158, -105.015773, -105.015722, -105.015699, -105.015696, -105.008664, -105.008637, -105.006576, -105.006471, -105.007717, -105.010665, -105.004882, -105.003832, -105.002773, -105.005611, -105.005948, -105.006246, -105.010387, -105.015451, -105.025253, -105.032372, -105.032162, 39.653276, 39.653775, 39.655905, 39.657087, 39.656817, 39.65683, 39.660496, 39.660508, 39.663729, 39.666947, 39.671795, 
39.678684, 39.678627, 39.67678, 39.676778, 39.666913, 39.66422, 39.660507, 39.660455, 39.660487, 39.658612, 39.655978, 39.655156, 39.653674, 39.653878, 39.652946, 39.652245, 39.652905, 39.653276)))"
08031004302,81,2662,1312,101,346,785,1232,435,458,3,"list(list(c(-104.930452, -104.930459, -104.930412, -104.930381, -104.930379, -104.922321, -104.922334, -104.92233, -104.922808, -104.922799, -104.930521, -104.930452, 39.729238, 39.732563, 39.732865, 39.73649, 39.740134, 39.740142, 39.736679, 39.733652, 39.729255, 39.725631, 39.725615, 39.729238)))"
08031011902,272,6229,2988,356,1336,1128,2820,1061,1013,3,"list(list(c(-105.071756, -105.070092, -105.067291, -105.067289, -105.067297, -105.06011, -105.053256, -105.053242, -105.053216, -105.053189, -105.053076, -105.057122, -105.05715, -105.058227, -105.062053, -105.063926, -105.071029, -105.07094, -105.067026, -105.067283, -105.067288, -105.070144, -105.070016, -105.071972, -105.071756, 39.660679, 39.663569, 39.663317, 39.664173, 39.667775, 39.66778, 39.667785, 39.662573, 39.656164, 39.654286, 39.653346, 39.653349, 39.652946, 39.651279, 39.651264, 39.64962, 
39.649579, 39.650486, 39.653327, 39.653503, 39.656879, 39.656874, 39.659071, 39.659951, 39.660679), c(-105.063539, -105.062574, -105.06256, -105.063539, -105.063539, 39.652387, 39.652385, 39.652991, 39.652979, 39.652387)))"
08031001101,56,2484,1096,230,380,367,977,224,490,3,"list(list(c(-105.011221, -105.01118, -105.006433, -105.004178, -104.998194, -104.99821, -104.998203, -105.004137, -105.011202, -105.011221, 39.772914, 39.776554, 39.776537, 39.776556, 39.776547, 39.772977, 39.769296, 39.769287, 39.769286, 39.772914)))"
08031002802,300,4060,3032,404,1272,965,2641,1831,493,5,"list(list(c(-104.987525, -104.987497, -104.987435, -104.987423, -104.982969, -104.980305, -104.980278, -104.980299, -104.980387, -104.980383, -104.987575, -104.987525, 39.714779, 39.718358, 39.725637, 39.726943, 39.723163, 39.721486, 39.718323, 39.716522, 39.714728, 39.711118, 39.711157, 39.714779)))"
08031002402,183,2034,956,188,251,439,878,279,386,5,"list(list(c(-104.97812, -104.978151, -104.978118, -104.973359, -104.973357, -104.973339, -104.973383, -104.978177, -104.97812, 39.750735, 39.75324, 39.754571, 39.754547, 39.750723, 39.746975, 39.743778, 39.7475, 39.750735)))"
08031004405,516,8976,4188,501,1204,2294,3999,1497,1123,5,"list(list(c(-104.903534, -104.903494, -104.903407, -104.903458, -104.891337, -104.884708, -104.884933, -104.886613, -104.881934, -104.879735, -104.87533, -104.87534, -104.87534, -104.874947, -104.87432, -104.870831, -104.870653, -104.875373, -104.879022, -104.884017, -104.885315, -104.892062, -104.892914, -104.903494, -104.903454, -104.903705, -104.903534, 39.722384, 39.725253, 39.725641, 39.732894, 39.732854, 39.732846, 39.730442, 39.729219, 39.72496, 39.725623, 39.725576, 39.720134, 39.719711, 
39.71845, 39.718201, 39.718176, 39.710169, 39.709029, 39.708157, 39.707029, 39.707172, 39.711143, 39.711307, 39.711281, 39.713323, 39.717058, 39.722384)))"
08031015500,202,3576,1988,264,1006,559,1829,816,682,5,"list(list(c(-104.934135, -104.931714, -104.931651, -104.934076, -104.934135, 39.700181, 39.700208, 39.698398, 39.698436, 39.700181)), list(c(-104.940633, -104.940485, -104.939539, -104.936213, -104.936233, -104.934027, -104.931735, -104.931724, -104.931697, -104.940549, -104.940562, -104.940633, 39.694755, 39.695664, 39.694688, 39.694782, 39.696599, 39.6966, 39.696601, 39.692973, 39.689341, 39.689321, 39.692941, 39.694755)))"
08059011550,480,6491,3227,741,1523,762,3026,1142,1085,5,"list(list(c(-105.081526, -105.081441, -105.081388, -105.081324, -105.071939, -105.067217, -105.066127, -105.062593, -105.053206, -105.053228, -105.055567, -105.055591, -105.055588, -105.053227, -105.053253, -105.053253, -105.053842, -105.062679, -105.064974, -105.074526, -105.081525, -105.081526, 39.725614, 39.733002, 39.736538, 39.740342, 39.740368, 39.740375, 39.740382, 39.740391, 39.740411, 39.734965, 39.734977, 39.734508, 39.733105, 39.73311, 39.725828, 39.7258, 39.725649, 39.725579, 39.725571, 
39.725538, 39.725492, 39.725614)))"
08031001401,395,6401,2389,820,846,673,2339,922,592,5,"list(list(c(-105.025059, -105.01569, -105.012707, -105.006595, -104.992384, -104.993915, -104.994836, -104.999501, -104.999755, -105.002745, -105.006864, -105.01176, -105.015708, -105.025057, -105.025064, -105.025059, 39.696746, 39.696762, 39.696747, 39.696724, 39.69666, 39.69293, 39.692048, 39.68971, 39.689116, 39.689446, 39.689468, 39.689495, 39.689513, 39.689485, 39.693108, 39.696746)))"
08031001302,31,3974,1453,303,717,375,1395,351,549,5,"list(list(c(-105.012621, -105.012139, -105.011033, -105.010983, -105.011009, -105.001564, -105.000143, -104.997805, -104.992492, -104.992384, -105.006595, -105.012707, -105.012621, 39.698316, 39.699143, 39.701372, 39.703972, 39.711189, 39.711174, 39.711202, 39.705845, 39.699352, 39.69666, 39.696724, 39.696747, 39.698316)))"
08031000303,146,4665,2650,303,604,1358,2265,912,857,5,"list(list(c(-105.039337, -105.034643, -105.029969, -105.025238, -105.025287, -105.025233, -105.025281, -105.025241, -105.025233, -105.02993, -105.034613, -105.039303, -105.03931, -105.039337, 39.769432, 39.769547, 39.769402, 39.769288, 39.766078, 39.765609, 39.764664, 39.762021, 39.758476, 39.758485, 39.758518, 39.758499, 39.763957, 39.769432)))"
08031004301,514,5086,3406,757,1220,1013,2990,1629,952,5,"list(list(c(-104.940608, -104.940602, -104.940615, -104.940593, -104.940593, -104.932087, -104.931534, -104.930379, -104.930381, -104.930412, -104.930459, -104.930452, -104.930521, -104.940615, -104.940608, 39.729226, 39.732076, 39.734689, 39.736683, 39.740128, 39.740133, 39.740135, 39.740134, 39.73649, 39.732865, 39.732563, 39.729238, 39.725615, 39.725598, 39.729226)))"
08031000701,577,4516,2383,644,798,703,2145,1107,560,5,"list(list(c(-105.053206, -105.05321, -105.053212, -105.039308, -105.039324, -105.039326, -105.039311, -105.0393, -105.04205, -105.045537, -105.049868, -105.053228, -105.053206, 39.740411, 39.743273, 39.74398, 39.743953, 39.741526, 39.740342, 39.73847, 39.734344, 39.73505, 39.734846, 39.735277, 39.734965, 39.740411)))"
08031003702,503,4994,2913,607,1238,894,2739,1607,720,5,"list(list(c(-104.959784, -104.959781, -104.95811, -104.954165, -104.95006, -104.94947, -104.949491, -104.949493, -104.954051, -104.954053, -104.959795, -104.959784, 39.73681, 39.739988, 39.740196, 39.740182, 39.740163, 39.74016, 39.736778, 39.732103, 39.732099, 39.733682, 39.733453, 39.73681)))"
08031000702,576,4799,2456,648,829,593,2070,825,664,5,"list(list(c(-105.039324, -105.039308, -105.035765, -105.035771, -105.034933, -105.031511, -105.025213, -105.025219, -105.025075, -105.025236, -105.026007, -105.032161, -105.03461, -105.036848, -105.0393, -105.039311, -105.039326, -105.039324, 39.741526, 39.743953, 39.74395, 39.746378, 39.746385, 39.746374, 39.746363, 39.74273, 39.738011, 39.736565, 39.736187, 39.734973, 39.735952, 39.734314, 39.734344, 39.73847, 39.740342, 39.741526)))"
08031000502,572,6006,3017,918,467,1440,2825,1024,1122,5,"list(list(c(-105.039319, -105.039303, -105.034613, -105.02993, -105.025233, -105.025222, -105.025268, -105.025213, -105.031511, -105.034933, -105.035771, -105.036956, -105.039306, -105.039319, 39.754863, 39.758499, 39.758518, 39.758485, 39.758476, 39.754837, 39.749998, 39.746363, 39.746374, 39.746385, 39.746378, 39.747578, 39.747576, 39.754863)))"
08031003703,194,3266,1856,210,746,703,1659,721,574,5,"list(list(c(-104.949491, -104.94947, -104.940593, -104.940593, -104.940615, -104.940602, -104.949493, -104.949491, 39.736778, 39.74016, 39.740128, 39.736683, 39.734689, 39.732076, 39.732103, 39.736778)))"
08031004003,176,4217,2146,296,642,1132,2070,807,834,5,"list(list(c(-104.940686, -104.94068, -104.94068, -104.938145, -104.936789, -104.931622, -104.930436, -104.926275, -104.925662, -104.923765, -104.918448, -104.920458, -104.931703, -104.940683, -104.940686, 39.66346, 39.66756, 39.668329, 39.668072, 39.667548, 39.667473, 39.667471, 39.667471, 39.667486, 39.66461, 39.653079, 39.65309, 39.653044, 39.653013, 39.66346)))"
08031002702,688,6495,4441,653,1783,1906,4342,2859,1266,5,"list(list(c(-104.987404, -104.987403, -104.983581, -104.982256, -104.979832, -104.978681, -104.972979, -104.972935, -104.972939, -104.977558, -104.979938, -104.981138, -104.983623, -104.987415, -104.987404, 39.729094, 39.732043, 39.73204, 39.732034, 39.732021, 39.732026, 39.732049, 39.729078, 39.727283, 39.727261, 39.727268, 39.727264, 39.727283, 39.727275, 39.729094)))"
08031000904,455,5583,2050,783,803,365,1951,711,408,5,"list(list(c(-105.055591, -105.055567, -105.053228, -105.049868, -105.045537, -105.04205, -105.0393, -105.039384, -105.039471, -105.039468, -105.039454, -105.043984, -105.046267, -105.048501, -105.053253, -105.053253, -105.053227, -105.055588, -105.055591, 39.734508, 39.734977, 39.734965, 39.735277, 39.734846, 39.73505, 39.734344, 39.732994, 39.730622, 39.728256, 39.725707, 39.725719, 39.725728, 39.725805, 39.7258, 39.725828, 39.73311, 39.733105, 39.734508)))"
08031004006,107,4857,2361,403,534,1081,2018,651,656,5,"list(list(c(-104.959393, -104.956583, -104.950828, -104.940924, -104.940748, -104.94068, -104.94068, -104.945362, -104.945822, -104.948509, -104.950194, -104.950744, -104.959379, -104.959385, -104.959393, 39.678425, 39.678472, 39.678424, 39.678378, 39.678414, 39.668329, 39.66756, 39.667564, 39.667565, 39.66694, 39.667253, 39.667531, 39.667594, 39.673028, 39.678425)))"
08031002602,273,2885,1835,214,538,1000,1752,975,682,5,"list(list(c(-104.981074, -104.978177, -104.973383, -104.973387, -104.973412, -104.97991, -104.979892, -104.979884, -104.981074, 39.747545, 39.7475, 39.743778, 39.743248, 39.740029, 39.740021, 39.743263, 39.746178, 39.747545)))"
08031003004,44,6559,2638,316,849,1245,2410,767,839,5,"list(list(c(-104.974586, -104.973475, -104.973477, -104.973431, -104.965232, -104.959511, -104.959393, -104.959385, -104.959379, -104.959434, -104.959443, -104.963149, -104.963224, -104.967619, -104.968785, -104.968805, -104.973489, -104.973486, -104.974586, 39.667687, 39.669491, 39.674884, 39.678512, 39.678469, 39.678475, 39.678425, 39.673028, 39.667594, 39.663924, 39.661526, 39.66156, 39.66037, 39.660409, 39.660417, 39.665839, 39.665866, 39.667684, 39.667687)))"
08031003800,478,6850,4783,562,989,2514,4065,1991,1688,5,"list(list(c(-104.96017, -104.95554, -104.949794, -104.949507, -104.940615, -104.940632, -104.940635, -104.940628, -104.940645, -104.941349, -104.946183, -104.948509, -104.950121, -104.954033, -104.959307, -104.95931, -104.959439, -104.959443, -104.959459, -104.96017, 39.725606, 39.725611, 39.725609, 39.725607, 39.725598, 39.720942, 39.718352, 39.717792, 39.711564, 39.711611, 39.711493, 39.711798, 39.713356, 39.715443, 39.715312, 39.718344, 39.71942, 39.72255, 39.72496, 39.725606)))"
08005004952,93,3193,2009,257,953,631,1841,912,770,5,"list(list(c(-104.940691, -104.940738, -104.940687, -104.931648, -104.93157, -104.926981, -104.929542, -104.92959, -104.929119, -104.929118, -104.928287, -104.928287, -104.926963, -104.926962, -104.926924, -104.928974, -104.930257, -104.931423, -104.932868, -104.93384, -104.933996, -104.931654, -104.931714, -104.934135, -104.934076, -104.934027, -104.936233, -104.936213, -104.939539, -104.940485, -104.940633, -104.940612, -104.938635, -104.93871, -104.940271, -104.940278, -104.940738, -104.940691, 
39.703813, 39.706344, 39.711221, 39.711098, 39.709096, 39.708004, 39.708456, 39.706414, 39.70641, 39.706787, 39.706785, 39.706692, 39.706699, 39.706559, 39.7036, 39.703843, 39.703838, 39.703789, 39.702182, 39.70416, 39.70138, 39.700221, 39.700208, 39.700181, 39.698436, 39.6966, 39.696599, 39.694782, 39.694688, 39.695664, 39.694755, 39.69657, 39.696605, 39.698182, 39.698199, 39.697949, 39.697956, 39.703813)))"
08031002801,148,3002,1961,255,656,928,1839,1095,532,5,"list(list(c(-104.987415, -104.983623, -104.981138, -104.979938, -104.977558, -104.972939, -104.972914, -104.972916, -104.97291, -104.972931, -104.973248, -104.976083, -104.977538, -104.980305, -104.982969, -104.987423, -104.987415, 39.727275, 39.727283, 39.727264, 39.727268, 39.727261, 39.727283, 39.725576, 39.723738, 39.721952, 39.720105, 39.718401, 39.7191, 39.719747, 39.721486, 39.723163, 39.726943, 39.727275)))"
08031003701,215,3677,2106,329,624,1006,1959,976,717,5,"list(list(c(-104.959784, -104.959766, -104.954945, -104.94058, -104.940593, -104.940653, -104.940593, -104.94947, -104.95006, -104.954165, -104.95811, -104.959781, -104.959783, -104.95979, -104.959784, 39.746935, 39.750716, 39.75115, 39.751036, 39.74739, 39.743752, 39.740128, 39.74016, 39.740163, 39.740182, 39.740196, 39.739988, 39.743259, 39.744766, 39.746935)))"
08031003401,38,2658,1529,88,323,980,1391,581,525,5,"list(list(c(-104.973391, -104.973248, -104.970587, -104.966309, -104.960207, -104.959307, -104.959261, -104.959328, -104.965173, -104.966328, -104.973374, -104.973393, -104.973391, 39.716531, 39.718401, 39.717699, 39.714424, 39.715572, 39.715312, 39.711117, 39.707489, 39.70749, 39.707489, 39.70749, 39.711108, 39.716531)))"
08031004005,332,3299,1859,276,769,626,1671,756,678,5,"list(list(c(-104.959447, -104.950487, -104.947859, -104.94042, -104.940748, -104.940924, -104.950828, -104.956583, -104.959393, -104.959447, 39.684727, 39.68468, 39.684504, 39.682897, 39.678414, 39.678378, 39.678424, 39.678472, 39.678425, 39.684727)))"
08031000402,372,5750,3350,580,725,1783,3088,1420,1158,5,"list(list(c(-105.025238, -105.018975, -105.017422, -105.014711, -105.014399, -105.011202, -105.0112, -105.011185, -105.011008, -105.008965, -105.012692, -105.014639, -105.015835, -105.020538, -105.021368, -105.025233, -105.025241, -105.025281, -105.025233, -105.025287, -105.025238, 39.769288, 39.76927, 39.769272, 39.769293, 39.769292, 39.769286, 39.765639, 39.762037, 39.759643, 39.758085, 39.755368, 39.756078, 39.756303, 39.758038, 39.75846, 39.758476, 39.762021, 39.764664, 39.765609, 39.766078, 
39.769288)))"
08031000600,213,3490,2208,443,615,1001,2059,996,858,5,"list(list(c(-105.025222, -105.025233, -105.021368, -105.020538, -105.015835, -105.014639, -105.012692, -105.011707, -105.009489, -105.012528, -105.015133, -105.015677, -105.016261, -105.018982, -105.020549, -105.020509, -105.023616, -105.025213, -105.025268, -105.025222, 39.754837, 39.758476, 39.75846, 39.758038, 39.756303, 39.756078, 39.755368, 39.755009, 39.753926, 39.751401, 39.749855, 39.744744, 39.743389, 39.746384, 39.746483, 39.747599, 39.747588, 39.746363, 39.749998, 39.754837)))"
08031002803,297,4999,3545,395,1557,1364,3316,2023,1042,5,"list(list(c(-104.980387, -104.980299, -104.980278, -104.980305, -104.977538, -104.976083, -104.973248, -104.973391, -104.973393, -104.976907, -104.980383, -104.980387, 39.714728, 39.716522, 39.718323, 39.721486, 39.719747, 39.7191, 39.718401, 39.716531, 39.711108, 39.711102, 39.711118, 39.714728)))"
